Dates,GS
2018-06-20,226.9600067138672
2018-06-21,224.57000732421875
2018-06-25,225.5800018310547
2018-06-22,220.38999938964844
2018-06-26,219.1199951171875
2018-06-27,220.13999938964844
2018-06-28,219.5800018310547
2018-06-29,220.4499969482422
2018-07-02,218.88999938964844
2018-07-03,219.99000549316406
2018-07-05,219.77999877929688
2018-07-16,219.8800048828125
2018-09-18,223.0
2019-01-24,225.85000610351562
2019-09-05,225.1999969482422
2018-11-21,225.77000427246094
2020-01-13,223.92999267578125
2020-04-01,226.74000549316406
2020-06-19,226.8699951171875
2019-10-29,230.14999389648438
2020-01-16,228.97999572753906
2020-06-22,228.8000030517578
2018-10-03,231.72000122070312
2018-07-31,234.33999633789062
2019-03-12,233.9499969482422
2019-02-08,236.42999267578125
2019-01-07,235.99000549316406
2018-12-06,236.88999938964844
2019-08-19,236.5500030517578
2019-07-18,235.77999877929688
2019-05-15,232.77000427246094
2019-09-20,233.49000549316406
2019-11-01,234.02999877929688
2020-04-07,236.49000549316406
2020-06-25,236.22999572753906
2020-06-16,233.38999938964844
2019-11-04,228.11000061035156
2020-01-22,226.57000732421875
2019-11-07,227.3000030517578
2020-04-13,228.30999755859375
2019-07-01,230.4499969482422
2019-05-30,231.63999938964844
2018-08-15,234.0800018310547
2018-10-18,235.2899932861328
2019-03-27,237.5800018310547
2019-01-22,235.83999633789062
2018-12-21,234.6999969482422
2019-09-03,236.55999755859375
2018-11-19,241.58999633789062
2019-08-02,240.30999755859375
2020-01-28,238.67999267578125
2020-04-16,237.1199951171875
2019-11-13,234.58999633789062
2020-01-31,236.1699981689453
2018-12-04,233.8800048828125
2018-11-02,232.67999267578125
2019-07-16,231.74000549316406
2018-08-30,228.66000366210938
2018-10-01,227.3000030517578
2019-06-14,227.57000732421875
2019-05-13,228.75999450683594
2019-04-11,227.3000030517578
2019-02-06,226.57000732421875
2019-09-18,229.52000427246094
2020-02-03,236.02999877929688
2020-04-22,234.8300018310547
2019-11-19,232.24000549316406
2020-02-06,232.22999572753906
2019-11-22,228.24000549316406
2019-03-25,227.52000427246094
2019-02-21,223.8000030517578
2018-12-19,225.0
2018-07-12,223.97000122070312
2018-09-14,226.5800018310547
2018-08-13,225.38999938964844
2018-10-16,224.2100067138672
2019-07-31,222.5
2019-05-28,222.52999877929688
2019-04-26,214.55999755859375
2020-04-28,210.9499969482422
2019-11-25,211.4600067138672
2020-02-12,213.0500030517578
2020-05-01,216.3000030517578
2020-05-04,220.0500030517578
2019-06-12,223.86000061035156
2019-04-09,224.19000244140625
2019-03-08,221.52000427246094
2019-02-04,214.32000732421875
2018-07-27,208.39999389648438
2018-08-28,210.33999633789062
2019-01-03,209.52999877929688
2019-08-15,212.0500030517578
2018-10-31,215.0399932861328
2019-09-16,221.39999389648438
2020-02-18,225.47000122070312
2020-05-07,226.2899932861328
2018-08-17,226.9499969482422
2019-12-04,227.0500030517578
2020-02-21,226.89999389648438
2018-12-17,230.60000610351562
2019-08-30,222.3000030517578
2018-11-15,205.1300048828125
2019-07-29,202.3300018310547
2019-06-27,198.44000244140625
2019-04-24,199.32000732421875
2018-07-10,200.35000610351562
2018-09-12,197.35000610351562
2019-02-19,190.35000610351562
2019-01-18,191.19000244140625
2020-02-24,188.94000244140625
2020-05-13,190.69000244140625
2019-12-10,191.55999755859375
2020-02-27,192.22999572753906
2019-12-13,193.16000366210938
2020-05-19,188.1199951171875
2019-03-06,191.6199951171875
2018-11-30,183.6300048828125
2019-08-13,180.14999389648438
2019-07-12,179.0
2019-06-10,174.67999267578125
2019-05-09,175.4499969482422
2018-07-25,176.47999572753906
2018-09-27,175.1199951171875
2018-10-29,172.3699951171875
2019-10-16,166.52999877929688
2019-12-16,169.32000732421875
2020-03-04,167.60000610351562
