Dates,GS
2018-06-20,229.9199981689453
2018-06-21,226.38999938964844
2018-06-25,227.77999877929688
2018-06-22,224.5
2018-06-26,221.77999877929688
2018-06-27,221.47999572753906
2018-06-28,220.25
2018-06-29,224.39999389648438
2018-07-02,219.75
2018-07-03,224.4600067138672
2018-07-05,221.5
2018-07-16,220.5399932861328
2018-09-18,223.36000061035156
2019-01-24,228.0
2019-09-05,225.75999450683594
2018-11-21,227.63999938964844
2020-01-13,226.6300048828125
2020-04-01,227.1999969482422
2020-06-19,231.47999572753906
2019-10-29,232.33999633789062
2020-01-16,231.11000061035156
2020-06-22,229.00999450683594
2018-10-03,231.8000030517578
2018-07-31,234.75
2019-03-12,235.00999450683594
2019-02-08,237.0
2019-01-07,237.9600067138672
2018-12-06,238.0
2019-08-19,239.5
2019-07-18,238.5
2019-05-15,233.92999267578125
2019-09-20,234.44000244140625
2019-11-01,234.13999938964844
2020-04-07,237.25
2020-06-25,238.1199951171875
2020-06-16,236.35000610351562
2019-11-04,230.97000122070312
2020-01-22,229.49000549316406
2019-11-07,227.35000610351562
2020-04-13,229.35000610351562
2019-07-01,230.6699981689453
2019-05-30,232.50999450683594
2018-08-15,234.1300048828125
2018-10-18,235.2899932861328
2019-03-27,237.88999938964844
2019-01-22,239.0500030517578
2018-12-21,237.36000061035156
2019-09-03,236.99000549316406
2018-11-19,243.05999755859375
2019-08-02,242.0500030517578
2020-01-28,240.8000030517578
2020-04-16,238.94000244140625
2019-11-13,237.75999450683594
2020-01-31,237.00999450683594
2018-12-04,237.0
2018-11-02,235.0500030517578
2019-07-16,235.00999450683594
2018-08-30,230.6699981689453
2018-10-01,230.91000366210938
2019-06-14,229.5
2019-05-13,229.0800018310547
2019-04-11,229.39999389648438
2019-02-06,228.35000610351562
2019-09-18,229.89999389648438
2020-02-03,237.0
2020-04-22,238.05999755859375
2019-11-19,234.74000549316406
2020-02-06,234.63999938964844
2019-11-22,232.9600067138672
2019-03-25,228.77000427246094
2019-02-21,225.75
2018-12-19,226.22000122070312
2018-07-12,225.27999877929688
2018-09-14,227.75
2018-08-13,229.25999450683594
2018-10-16,228.0
2019-07-31,224.25999450683594
2019-05-28,224.99000549316406
2019-04-26,223.24000549316406
2020-04-28,214.1999969482422
2019-11-25,217.0
2020-02-12,214.4499969482422
2020-05-01,219.35000610351562
2020-05-04,220.52999877929688
2019-06-12,227.5
2019-04-09,225.25999450683594
2019-03-08,226.92999267578125
2019-02-04,216.58999633789062
2018-07-27,218.13999938964844
2018-08-28,211.27000427246094
2019-01-03,210.72999572753906
2019-08-15,214.14999389648438
2018-10-31,215.99000549316406
2019-09-16,221.88999938964844
2020-02-18,225.75999450683594
2020-05-07,230.0
2018-08-17,228.32000732421875
2019-12-04,228.19000244140625
2020-02-21,230.0500030517578
2018-12-17,231.0
2019-08-30,231.69000244140625
2018-11-15,222.0
2019-07-29,204.39999389648438
2019-06-27,206.24000549316406
2019-04-24,201.8000030517578
2018-07-10,202.92999267578125
2018-09-12,201.8300018310547
2019-02-19,195.10000610351562
2019-01-18,192.08999633789062
2020-02-24,191.61000061035156
2020-05-13,191.1699981689453
2019-12-10,193.39999389648438
2020-02-27,194.83999633789062
2019-12-13,196.02000427246094
2020-05-19,190.57000732421875
2019-03-06,194.0
2018-11-30,190.69000244140625
2019-08-13,181.3300018310547
2019-07-12,183.85000610351562
2019-06-10,178.60000610351562
2019-05-09,182.14999389648438
2018-07-25,178.5
2018-09-27,177.8300018310547
2018-10-29,174.33999633789062
2019-10-16,169.39999389648438
2019-12-16,169.77999877929688
2020-03-04,171.58999633789062
2020-05-22,168.38999938964844
2019-10-01,168.25
2019-12-19,159.0
2018-09-10,157.0
2019-05-24,160.1199951171875
2018-08-09,165.63999938964844
2019-04-22,163.77999877929688
2019-03-21,164.3300018310547
2019-01-16,170.66000366210938
2019-08-28,172.99000549316406
2018-11-13,175.22999572753906
2018-10-12,177.77999877929688
2019-06-25,176.10000610351562
2020-03-10,175.66000366210938
2020-05-28,175.10000610351562
2019-10-07,174.52000427246094
2020-03-13,178.32000732421875
2019-10-10,187.0
2020-03-16,195.9499969482422
2020-06-03,200.3800048828125
2018-11-28,200.5
2018-09-25,197.5500030517578
2018-07-23,196.22000122070312
2018-08-24,199.8300018310547
2019-07-10,197.99000549316406
2019-05-07,199.0
2019-04-05,200.89999389648438
2019-03-04,200.10000610351562
2019-01-31,198.0
2019-09-12,195.8000030517578
2019-12-31,198.1199951171875
2020-03-19,197.17999267578125
2020-01-03,195.27999877929688
2020-06-09,191.72000122070312
2019-02-15,192.8800048828125
2019-01-14,193.0500030517578
2018-07-06,195.9199981689453
2018-08-07,192.2100067138672
2018-10-10,193.2100067138672
2018-12-13,196.66000366210938
2019-08-26,198.72999572753906
2019-07-25,198.97000122070312
2019-05-22,196.60000610351562
2019-03-19,198.0
2020-01-06,198.47000122070312
2020-03-25,198.5
2020-06-12,198.0399932861328
2019-10-22,198.75
2020-01-09,198.80999755859375
2020-06-15,195.85000610351562
2019-10-25,195.89999389648438
2020-03-31,193.1300048828125
2020-06-18,190.39999389648438
2019-04-03,197.22999572753906
2018-08-22,196.0
2018-10-25,197.75
2019-01-29,197.32000732421875
2018-12-28,197.16000366210938
2018-11-26,199.17999267578125
2019-08-09,204.8800048828125
2019-07-08,200.3300018310547
2019-06-06,192.89999389648438
2019-09-10,192.6699981689453
2020-01-15,189.3300018310547
2020-04-03,190.02999877929688
2019-10-31,190.60000610351562
2020-04-06,190.74000549316406
2020-06-24,192.67999267578125
2018-11-09,194.0
2019-07-23,196.24000549316406
2019-06-21,199.25
2019-05-20,200.8000030517578
2019-04-18,203.3800048828125
2018-09-06,202.7899932861328
2018-10-08,201.22999572753906
2019-02-13,201.8000030517578
2018-12-11,204.22999572753906
2019-09-25,207.0
2020-01-21,204.11000061035156
2020-04-09,199.6199951171875
2019-11-06,201.9600067138672
2020-01-24,207.08999633789062
2020-01-27,205.1199951171875
2020-04-15,204.25
2018-12-26,203.0
2019-08-07,199.6999969482422
2019-06-04,201.72999572753906
2018-09-21,203.5
2018-07-19,206.94000244140625
2018-08-20,206.39999389648438
2018-10-23,204.42999267578125
2019-05-03,206.00999450683594
2019-04-01,202.8000030517578
2019-02-28,203.33999633789062
2019-11-12,201.39999389648438
2020-01-30,199.50999450683594
2019-11-15,200.97999572753906
2020-04-21,197.89999389648438
2019-04-16,194.99000549316406
2019-03-15,194.63999938964844
2019-02-11,196.6300048828125
2019-01-10,196.3000030517578
2019-08-22,197.08999633789062
2018-11-07,198.66000366210938
2018-08-03,197.44000244140625
2018-09-04,193.0
2019-06-19,192.88999938964844
2019-09-23,192.0
2019-11-18,187.74000549316406
2020-02-05,188.08999633789062
2020-04-24,184.77000427246094
2019-03-29,181.6999969482422
2019-11-21,186.17999267578125
2020-04-27,190.10000610351562
2020-02-11,188.05999755859375
2020-04-30,189.8800048828125
2019-05-01,191.39999389648438
2019-02-26,195.3000030517578
2019-01-25,193.61000061035156
2018-12-24,190.41000366210938
2019-09-06,191.2899932861328
2018-07-17,192.02000427246094
2018-09-19,190.6699981689453
2019-08-05,195.35000610351562
2019-10-08,197.5
2019-12-11,195.33999633789062
2019-11-27,196.52999877929688
2020-02-14,197.5
2020-05-06,196.5
2019-01-08,197.57000732421875
2018-12-07,203.5
2019-08-20,208.0
2018-11-05,205.39999389648438
2019-07-19,207.3000030517578
2018-10-04,206.86000061035156
2019-06-17,206.36000061035156
2019-05-16,203.75
2018-08-01,207.17999267578125
2019-03-13,206.1999969482422
2019-12-03,212.0
2020-02-20,214.11000061035156
2019-12-06,214.8000030517578
2020-05-12,213.8300018310547
2019-12-09,212.7100067138672
2020-02-26,214.02000427246094
2020-05-15,213.39999389648438
2019-03-28,214.9499969482422
2018-09-17,219.25
2018-08-16,221.77000427246094
2018-10-19,220.4499969482422
2019-04-29,221.0
2019-01-23,218.49000549316406
2019-09-04,221.24000549316406
2018-11-20,219.35000610351562
2019-07-02,211.5800018310547
