Dates,GS
2018-06-20,218.86935424804688
2018-06-21,218.06234741210938
2018-06-25,217.14007568359375
2018-06-22,212.8360595703125
2018-06-26,212.87451171875
2018-06-27,211.52951049804688
2018-06-28,214.6422119140625
2018-06-29,211.9042205810547
2018-07-02,214.488525390625
2018-07-03,211.7216339111328
2018-07-05,212.06753540039062
2018-07-16,213.07626342773438
2018-09-18,219.0326690673828
2019-01-24,217.93746948242188
2019-09-05,216.79420471191406
2018-11-21,218.29293823242188
2020-01-13,217.51475524902344
2020-04-01,222.34716796875
2020-06-19,221.94363403320312
2019-10-29,222.1549835205078
2020-01-16,220.60826110839844
2020-06-22,222.58731079101562
2018-10-03,224.5759735107422
2018-07-31,226.6126708984375
2019-03-12,227.390869140625
2019-02-08,227.79434204101562
2019-01-07,228.3035430908203
2018-12-06,229.5620574951172
2019-08-19,228.10177612304688
2019-07-18,226.76637268066406
2019-05-15,224.79696655273438
2019-09-20,224.8930206298828
2019-11-01,226.66070556640625
2020-04-07,228.486083984375
2020-06-25,227.08343505859375
2020-06-16,224.59519958496094
2019-11-04,220.5890350341797
2020-01-22,217.9470672607422
2019-11-07,220.54098510742188
2020-04-13,220.2431640625
2019-07-01,223.8458251953125
2019-05-30,224.21090698242188
2018-08-15,226.51663208007812
2018-10-18,229.27386474609375
2019-03-27,229.93675231933594
2019-01-22,227.0546112060547
2018-12-21,225.87295532226562
2019-09-03,233.06866455078125
2018-11-19,232.8477020263672
2019-08-02,232.683837890625
2020-01-28,230.7560577392578
2020-04-16,229.22348022460938
2019-11-13,229.07887268066406
2020-01-31,228.98248291015625
2018-12-04,226.05226135253906
2018-11-02,225.4642791748047
2019-07-16,223.5364990234375
2018-08-30,221.89788818359375
2018-10-01,219.91224670410156
2019-06-14,220.08575439453125
2019-05-13,220.96290588378906
2019-04-11,219.6616668701172
2019-02-06,220.6255645751953
2019-09-18,227.07400512695312
2020-02-03,228.82827758789062
2020-04-22,226.8426513671875
2019-11-19,224.49075317382812
2020-02-06,224.10519409179688
2019-11-22,220.61590576171875
2019-03-25,219.51705932617188
2019-02-21,216.14346313476562
2018-12-19,217.194091796875
2018-07-12,217.90736389160156
2018-09-14,219.5556182861328
2018-08-13,219.2664337158203
2018-10-16,217.56036376953125
2019-07-31,217.21336364746094
2019-05-28,214.8614501953125
2019-04-26,207.13104248046875
2020-04-28,205.28036499023438
2019-11-25,206.14785766601562
2020-02-12,207.44912719726562
2020-05-01,213.6951446533203
2020-05-04,220.0375518798828
2019-06-12,216.82778930664062
2019-04-09,218.76522827148438
2019-03-08,213.59877014160156
2019-02-04,210.66851806640625
2018-07-27,201.627197265625
2018-08-28,206.28280639648438
2019-01-03,204.6923828125
2019-08-15,206.7454833984375
2018-10-31,211.36251831054688
2019-09-16,217.23263549804688
2020-02-18,218.77487182617188
2020-05-07,221.3966522216797
2018-08-17,220.46165466308594
2019-12-04,219.96044921875
2020-02-21,222.92922973632812
2018-12-17,223.285888671875
2019-08-30,214.61083984375
2018-11-15,198.6102294921875
2019-07-29,197.6463165283203
2019-06-27,195.1787567138672
2019-04-24,196.3836212158203
2018-07-10,194.82211303710938
2018-09-12,191.06292724609375
2019-02-19,184.43133544921875
2019-01-18,185.64585876464844
2020-02-24,182.27223205566406
2020-05-13,187.32301330566406
2019-12-10,186.65794372558594
2020-02-27,191.188232421875
2019-12-13,188.5751953125
2020-05-19,184.54916381835938
2019-03-06,185.45889282226562
2018-11-30,178.37461853027344
2019-08-13,178.16168212890625
2019-07-12,173.88401794433594
2019-06-10,173.07107543945312
2019-05-09,171.1064453125
2018-07-25,171.00967407226562
2018-09-27,170.25479125976562
2018-10-29,167.20623779296875
2019-10-16,162.59951782226562
2019-12-16,165.9771270751953
2020-03-04,163.79959106445312
2020-05-22,162.9866485595703
2019-10-01,154.89585876464844
2019-12-19,151.31500244140625
2018-09-10,157.68310546875
2019-05-24,160.083251953125
2018-08-09,157.77989196777344
2019-04-22,161.67044067382812
2019-03-21,166.4900665283203
2019-01-16,164.0511932373047
2019-08-28,169.41282653808594
2018-11-13,170.35157775878906
2018-10-12,169.72250366210938
2019-06-25,170.78707885742188
2020-03-10,170.33221435546875
2020-05-28,171.2322540283203
2019-10-07,172.96461486816406
2020-03-13,174.11630249023438
2019-10-10,190.73336791992188
2020-03-16,192.6786346435547
2020-06-03,196.01751708984375
2018-11-28,191.3140411376953
2018-09-25,190.5591583251953
2018-07-23,191.43019104003906
2018-08-24,194.2755126953125
2019-07-10,193.28836059570312
2019-05-07,194.04322814941406
2019-04-05,195.95947265625
2019-03-04,191.6334228515625
2019-01-31,190.21075439453125
2019-09-12,191.3527374267578
2019-12-31,191.6334228515625
2020-03-19,190.28817749023438
2020-01-03,186.8524932861328
2020-06-09,185.4976043701172
2019-02-15,185.16854858398438
2019-01-14,188.22679138183594
2018-07-06,188.42034912109375
2018-08-07,186.3298797607422
2018-10-10,192.10765075683594
2018-12-13,192.27215576171875
2019-08-26,192.2044219970703
2019-07-25,190.0365447998047
2019-05-22,189.68814086914062
2019-03-19,192.2528076171875
2020-01-06,192.4947509765625
2020-03-25,192.49476623535156
2020-06-12,191.13436889648438
2019-10-22,192.5919189453125
2020-01-09,190.43475341796875
2020-06-15,190.4541778564453
2019-10-25,189.22984313964844
2020-03-31,187.31558227539062
2020-06-18,189.7156982421875
2019-04-03,190.42503356933594
2018-08-22,191.06634521484375
2018-10-25,191.6688232421875
2019-01-29,191.88259887695312
2018-12-28,192.65023803710938
2018-11-26,196.74111938476562
2019-08-09,195.42930603027344
2019-07-08,188.82171630859375
2019-06-06,189.0743408203125
2019-09-10,183.61338806152344
2020-01-15,183.1761016845703
2020-04-03,185.29443359375
2019-10-31,184.65310668945312
2020-04-06,185.7705535888672
2020-06-24,186.55764770507812
2018-11-09,191.17324829101562
2019-07-23,191.91172790527344
2019-06-21,195.1766815185547
2019-05-20,196.50790405273438
2019-04-18,196.65365600585938
2018-09-06,196.80911254882812
2018-10-08,194.9434356689453
2019-02-13,197.2366943359375
2018-12-11,197.09091186523438
2019-09-25,201.9591522216797
2020-01-21,194.25355529785156
2020-04-09,196.12892150878906
2019-11-06,202.01747131347656
2020-01-24,200.08377075195312
2020-01-27,198.81085205078125
2020-04-15,198.36386108398438
2018-12-26,194.86572265625
2019-08-07,195.70138549804688
2019-06-04,197.3338623046875
2018-09-21,201.06520080566406
2018-07-19,200.09347534179688
2018-08-20,198.93716430664062
2018-10-23,199.1898193359375
2019-05-03,201.64822387695312
2019-04-01,200.58905029296875
2019-02-28,196.89657592773438
2019-11-12,195.2641143798828
2020-01-30,195.9248809814453
2019-11-15,196.3330078125
2020-04-21,189.45333862304688
2019-04-16,190.72625732421875
2019-03-15,190.8428497314453
2019-02-11,193.5053253173828
2019-01-10,191.8437042236328
2019-08-22,191.65911865234375
2018-11-07,193.47618103027344
2018-08-03,189.98776245117188
2018-09-04,186.5382080078125
2019-06-19,187.5390625
2019-09-23,184.0797882080078
2019-11-18,183.55270385742188
2020-02-05,182.8889617919922
2020-04-24,178.12570190429688
2019-03-29,178.8089599609375
2019-11-21,185.33895874023438
2020-04-27,183.93338012695312
2020-02-11,185.2706298828125
2020-04-30,185.2706298828125
2019-05-01,189.4775390625
2019-02-26,190.0729522705078
2019-01-25,185.6708221435547
2018-12-24,186.87139892578125
2019-09-06,187.0763702392578
2018-07-17,186.2662353515625
2018-09-19,190.31695556640625
2019-08-05,190.96119689941406
2019-10-08,191.01974487304688
2019-12-11,191.25401306152344
2019-11-27,192.7669677734375
2020-02-14,191.37115478515625
2020-05-06,192.29843139648438
2019-01-08,194.55319213867188
2018-12-07,199.7069091796875
2019-08-20,201.91287231445312
2018-11-05,201.05389404296875
2019-07-19,201.1124725341797
2018-10-04,202.92799377441406
