Dates,XRAY
2018-06-20,2234200.0
2018-06-21,2510600.0
2018-06-25,2287300.0
2018-06-22,1726300.0
2018-06-26,2010500.0
2018-06-27,2513000.0
2018-06-28,2272100.0
2018-06-29,1440900.0
2018-07-02,1911100.0
2018-07-03,1435600.0
2018-07-05,3017000.0
2018-07-16,1765200.0
2018-09-18,2151700.0
2019-01-24,2174200.0
2019-09-05,1172700.0
2018-11-21,1436300.0
2020-01-13,1123700.0
2020-04-01,2618700.0
2020-06-19,1408400.0
2019-10-29,3584200.0
2020-01-16,3026200.0
2020-06-22,1821200.0
2018-10-03,4209600.0
2018-07-31,1721300.0
2019-03-12,1336600.0
2019-02-08,1641200.0
2019-01-07,2087100.0
2018-12-06,1589400.0
2019-08-19,1523500.0
2019-07-18,2663500.0
2019-05-15,1769100.0
2019-09-20,1294500.0
2019-11-01,3041900.0
2020-04-07,23268800.0
2020-06-25,5411000.0
2020-06-16,3459400.0
2019-11-04,3924800.0
2020-01-22,4227900.0
2019-11-07,2275500.0
2020-04-13,4272100.0
2019-07-01,2795200.0
2019-05-30,1890600.0
2018-08-15,2308900.0
2018-10-18,2104100.0
2019-03-27,2342700.0
2019-01-22,2705400.0
2018-12-21,2384000.0
2019-09-03,3225200.0
2018-11-19,3079800.0
2019-08-02,2576100.0
2020-01-28,3611600.0
2020-04-16,1921500.0
2019-11-13,4236300.0
2020-01-31,3960000.0
2018-12-04,2228900.0
2018-11-02,2541300.0
2019-07-16,2621300.0
2018-08-30,5536700.0
2018-10-01,3465400.0
2019-06-14,2593300.0
2019-05-13,2559800.0
2019-04-11,1766500.0
2019-02-06,2454900.0
2019-09-18,2595200.0
2020-02-03,3278100.0
2020-04-22,4572300.0
2019-11-19,2405900.0
2020-02-06,2744200.0
2019-11-22,4280600.0
2019-03-25,2234000.0
2019-02-21,2079000.0
2018-12-19,2280900.0
2018-07-12,2469600.0
2018-09-14,3101800.0
2018-08-13,3363700.0
2018-10-16,2194500.0
2019-07-31,1792200.0
2019-05-28,1841600.0
2019-04-26,2695500.0
2020-04-28,3208500.0
2019-11-25,2242800.0
2020-02-12,1946000.0
2020-05-01,1698600.0
2020-05-04,1662600.0
2019-06-12,2511300.0
2019-04-09,4297100.0
2019-03-08,2341600.0
2019-02-04,3269000.0
2018-07-27,3258600.0
2018-08-28,2984300.0
2019-01-03,3845300.0
2019-08-15,3058500.0
2018-10-31,3041900.0
2019-09-16,2340300.0
2020-02-18,2890000.0
2020-05-07,3844100.0
2018-08-17,4758700.0
2019-12-04,2543400.0
2020-02-21,2946900.0
2018-12-17,3970400.0
2019-08-30,8523800.0
2018-11-15,3150400.0
2019-07-29,3177900.0
2019-06-27,2010600.0
2019-04-24,3091700.0
2018-07-10,8022300.0
2018-09-12,1997300.0
2019-02-19,2858400.0
2019-01-18,2154400.0
2020-02-24,697100.0
2020-05-13,2176800.0
2019-12-10,3077000.0
2020-02-27,2918500.0
2019-12-13,2214200.0
2020-05-19,2672700.0
2019-03-06,1769600.0
2018-11-30,3164200.0
2019-08-13,3407100.0
2019-07-12,1945100.0
2019-06-10,1973800.0
2019-05-09,3428800.0
2018-07-25,5120200.0
2018-09-27,2562000.0
2018-10-29,2854100.0
2019-10-16,2653600.0
2019-12-16,3573700.0
2020-03-04,3227400.0
2020-05-22,2898300.0
2019-10-01,4086000.0
2019-12-19,1204200.0
2018-09-10,2309900.0
2019-05-24,2042600.0
2018-08-09,1763500.0
2019-04-22,1664300.0
2019-03-21,2899400.0
2019-01-16,2382100.0
2019-08-28,2787800.0
2018-11-13,2362800.0
2018-10-12,2277600.0
2019-06-25,2723600.0
2020-03-10,1893200.0
2020-05-28,2064300.0
2019-10-07,2124800.0
2020-03-13,2006800.0
2019-10-10,1448400.0
2020-03-16,1208200.0
2020-06-03,1868300.0
2018-11-28,1613100.0
2018-09-25,2446600.0
2018-07-23,1364600.0
2018-08-24,1774800.0
2019-07-10,1664400.0
2019-05-07,2016500.0
2019-04-05,1494000.0
2019-03-04,1442100.0
2019-01-31,1617000.0
2019-09-12,2307300.0
2019-12-31,2143800.0
2020-03-19,912600.0
2020-01-03,1324600.0
2020-06-09,952800.0
2019-02-15,1096100.0
2019-01-14,2668400.0
2018-07-06,1980100.0
2018-08-07,1143300.0
2018-10-10,1836000.0
2018-12-13,2050300.0
2019-08-26,2872500.0
2019-07-25,3067800.0
2019-05-22,2935300.0
2019-03-19,1692800.0
2020-01-06,1905800.0
2020-03-25,2387800.0
2020-06-12,2363700.0
2019-10-22,9985700.0
2020-01-09,3475700.0
2020-06-15,2067800.0
2019-10-25,2005600.0
2020-03-31,1686900.0
2020-06-18,1595300.0
2019-04-03,1407800.0
2018-08-22,1347600.0
2018-10-25,1207100.0
2019-01-29,837700.0
2018-12-28,2211700.0
2018-11-26,2414700.0
2019-08-09,1320600.0
2019-07-08,1149500.0
2019-06-06,1128800.0
2019-09-10,1004500.0
2020-01-15,1219400.0
2020-04-03,829900.0
2019-10-31,1268700.0
