Dates,XRAY
2018-06-20,45.52000045776367
2018-06-21,45.619998931884766
2018-06-25,45.18000030517578
2018-06-22,45.2400016784668
2018-06-26,44.77000045776367
2018-06-27,44.7599983215332
2018-06-28,43.970001220703125
2018-06-29,44.02000045776367
2018-07-02,44.06999969482422
2018-07-03,44.81999969482422
2018-07-05,45.040000915527344
2018-07-16,45.7599983215332
2018-09-18,46.060001373291016
2019-01-24,45.90999984741211
2019-09-05,45.400001525878906
2018-11-21,45.5
2020-01-13,45.83000183105469
2020-04-01,45.400001525878906
2020-06-19,45.720001220703125
2019-10-29,45.529998779296875
2020-01-16,45.83000183105469
2020-06-22,45.5099983215332
2018-10-03,48.310001373291016
2018-07-31,47.0
2019-03-12,46.970001220703125
2019-02-08,47.189998626708984
2019-01-07,47.349998474121094
2018-12-06,47.90999984741211
2019-08-19,48.310001373291016
2019-07-18,47.88999938964844
2019-05-15,47.29999923706055
2019-09-20,48.040000915527344
2019-11-01,48.95000076293945
2020-04-07,40.790000915527344
2020-06-25,40.560001373291016
2020-06-16,41.130001068115234
2019-11-04,40.029998779296875
2020-01-22,39.869998931884766
2019-11-07,39.810001373291016
2020-04-13,38.83000183105469
2019-07-01,38.310001373291016
2019-05-30,38.86000061035156
2018-08-15,39.099998474121094
2018-10-18,39.029998779296875
2019-03-27,38.959999084472656
2019-01-22,38.900001525878906
2018-12-21,38.59000015258789
2019-09-03,38.880001068115234
2018-11-19,39.29999923706055
2019-08-02,39.88999938964844
2020-01-28,40.099998474121094
2020-04-16,39.970001220703125
2019-11-13,39.91999816894531
2020-01-31,39.869998931884766
2018-12-04,39.810001373291016
2018-11-02,39.08000183105469
2019-07-16,38.79999923706055
2018-08-30,38.52000045776367
2018-10-01,39.02000045776367
2019-06-14,39.0
2019-05-13,38.91999816894531
2019-04-11,38.7599983215332
2019-02-06,38.36000061035156
2019-09-18,38.9900016784668
2020-02-03,39.029998779296875
2020-04-22,38.779998779296875
2019-11-19,38.650001525878906
2020-02-06,38.220001220703125
2019-11-22,38.5
2019-03-25,38.630001068115234
2019-02-21,38.11000061035156
2018-12-19,38.18000030517578
2018-07-12,37.900001525878906
2018-09-14,37.689998626708984
2018-08-13,37.099998474121094
2018-10-16,36.709999084472656
2019-07-31,36.4900016784668
2019-05-28,36.11000061035156
2019-04-26,36.349998474121094
2020-04-28,36.15999984741211
2019-11-25,36.5
2020-02-12,36.720001220703125
2020-05-01,37.189998626708984
2020-05-04,37.33000183105469
2019-06-12,37.16999816894531
2019-04-09,38.209999084472656
2019-03-08,36.290000915527344
2019-02-04,36.290000915527344
2018-07-27,36.810001373291016
2018-08-28,35.630001068115234
2019-01-03,35.16999816894531
2019-08-15,35.529998779296875
2018-10-31,35.13999938964844
2019-09-16,35.209999084472656
2020-02-18,35.38999938964844
2020-05-07,35.56999969482422
2018-08-17,35.31999969482422
2019-12-04,35.68000030517578
2020-02-21,36.560001373291016
2018-12-17,36.95000076293945
2019-08-30,38.27000045776367
2018-11-15,37.400001525878906
2019-07-29,37.31999969482422
2019-06-27,37.31999969482422
2019-04-24,37.0
2018-07-10,37.400001525878906
2018-09-12,37.59000015258789
2019-02-19,37.2599983215332
2019-01-18,37.20000076293945
2020-02-24,37.70000076293945
2020-05-13,37.150001525878906
2019-12-10,37.380001068115234
2020-02-27,37.54999923706055
2019-12-13,37.70000076293945
2020-05-19,37.90999984741211
2019-03-06,38.58000183105469
2018-11-30,37.90999984741211
2019-08-13,36.5099983215332
2019-07-12,36.9900016784668
2019-06-10,36.56999969482422
2019-05-09,37.630001068115234
2018-07-25,38.900001525878906
2018-09-27,38.5
2018-10-29,37.56999969482422
2019-10-16,37.83000183105469
2019-12-16,37.459999084472656
2020-03-04,36.84000015258789
2020-05-22,36.150001525878906
2019-10-01,36.29999923706055
2019-12-19,35.869998931884766
2018-09-10,37.2400016784668
2019-05-24,37.130001068115234
2018-08-09,37.66999816894531
2019-04-22,37.54999923706055
2019-03-21,38.56999969482422
2019-01-16,38.54999923706055
2019-08-28,39.619998931884766
2018-11-13,40.099998474121094
2018-10-12,40.599998474121094
2019-06-25,40.369998931884766
2020-03-10,40.130001068115234
2020-05-28,40.810001373291016
2019-10-07,40.52000045776367
2020-03-13,40.20000076293945
2019-10-10,40.54999923706055
2020-03-16,40.560001373291016
2020-06-03,40.95000076293945
2018-11-28,40.83000183105469
2018-09-25,41.209999084472656
2018-07-23,41.040000915527344
2018-08-24,41.56999969482422
2019-07-10,41.279998779296875
2019-05-07,41.29999923706055
2019-04-05,41.709999084472656
2019-03-04,41.970001220703125
2019-01-31,42.43000030517578
2019-09-12,43.130001068115234
2019-12-31,43.540000915527344
2020-03-19,43.5099983215332
2020-01-03,43.16999816894531
2020-06-09,42.86000061035156
2019-02-15,43.0
2019-01-14,43.439998626708984
2018-07-06,44.15999984741211
2018-08-07,43.79999923706055
2018-10-10,43.91999816894531
2018-12-13,44.0
2019-08-26,43.0099983215332
2019-07-25,42.7599983215332
2019-05-22,42.209999084472656
2019-03-19,42.119998931884766
2020-01-06,41.61000061035156
2020-03-25,41.43000030517578
2020-06-12,41.970001220703125
2019-10-22,49.45000076293945
2020-01-09,50.18000030517578
2020-06-15,49.130001068115234
2019-10-25,49.04999923706055
2020-03-31,48.31999969482422
2020-06-18,48.58000183105469
2019-04-03,49.65999984741211
2018-08-22,49.88999938964844
2018-10-25,49.689998626708984
2019-01-29,49.58000183105469
2018-12-28,49.61000061035156
2018-11-26,50.2400016784668
2019-08-09,49.7400016784668
2019-07-08,49.470001220703125
2019-06-06,50.13999938964844
2019-09-10,50.06999969482422
2020-01-15,49.45000076293945
2020-04-03,49.72999954223633
2019-10-31,49.68000030517578
2020-04-06,49.66999816894531
2020-06-24,49.65999984741211
2018-11-09,49.95000076293945
2019-07-23,50.349998474121094
2019-06-21,51.099998474121094
2019-05-20,50.380001068115234
2019-04-18,50.849998474121094
2018-09-06,50.4900016784668
2018-10-08,50.540000915527344
2019-02-13,50.720001220703125
2018-12-11,50.70000076293945
2019-09-25,51.459999084472656
2020-01-21,51.459999084472656
2020-04-09,51.5
2019-11-06,50.779998779296875
2020-01-24,49.7599983215332
2020-01-27,50.20000076293945
2020-04-15,50.20000076293945
2018-12-26,50.54999923706055
2019-08-07,50.290000915527344
2019-06-04,51.08000183105469
2018-09-21,50.970001220703125
2018-07-19,51.36000061035156
2018-08-20,51.029998779296875
2018-10-23,51.52000045776367
2019-05-03,55.880001068115234
2019-04-01,54.91999816894531
2019-02-28,55.0099983215332
2019-11-12,55.150001525878906
2020-01-30,55.130001068115234
2019-11-15,55.38999938964844
2020-04-21,54.95000076293945
2019-04-16,55.709999084472656
2019-03-15,55.189998626708984
2019-02-11,55.619998931884766
2019-01-10,55.13999938964844
2019-08-22,54.72999954223633
2018-11-07,55.36000061035156
2018-08-03,54.95000076293945
2018-09-04,54.349998474121094
2019-06-19,54.31999969482422
2019-09-23,54.439998626708984
2019-11-18,53.9900016784668
2020-02-05,53.900001525878906
2020-04-24,54.099998474121094
2019-03-29,54.15999984741211
2019-11-21,54.52000045776367
2020-04-27,55.470001220703125
2020-02-11,55.83000183105469
2020-04-30,56.119998931884766
2019-05-01,57.18000030517578
2019-02-26,57.47999954223633
2019-01-25,57.709999084472656
2018-12-24,57.15999984741211
2019-09-06,57.439998626708984
2018-07-17,56.880001068115234
2018-09-19,57.150001525878906
2019-08-05,57.83000183105469
2019-10-08,58.380001068115234
2019-12-11,59.400001525878906
2019-11-27,59.400001525878906
2020-02-14,58.18000030517578
2020-05-06,58.5
2019-01-08,57.77000045776367
2018-12-07,58.41999816894531
2019-08-20,59.22999954223633
2018-11-05,58.68000030517578
2019-07-19,58.7400016784668
2018-10-04,58.2400016784668
2019-06-17,57.939998626708984
2019-05-16,57.75
2018-08-01,57.91999816894531
2019-03-13,57.61000061035156
2019-12-03,57.5
2020-02-20,57.189998626708984
2019-12-06,57.33000183105469
2020-05-12,57.040000915527344
2019-12-09,57.189998626708984
2020-02-26,57.13999938964844
2020-05-15,56.86000061035156
2019-03-28,56.63999938964844
2018-09-17,56.709999084472656
2018-08-16,56.369998931884766
2018-10-19,56.189998626708984
2019-04-29,56.439998626708984
2019-01-23,56.88999938964844
2019-09-04,56.33000183105469
2018-11-20,54.61000061035156
2019-07-02,53.08000183105469
2019-05-31,53.09000015258789
2019-12-12,51.63999938964844
2020-05-18,51.65999984741211
2019-09-27,52.790000915527344
2020-03-03,52.90999984741211
2020-05-21,52.90999984741211
2019-05-14,53.540000915527344
2018-08-31,53.04999923706055
2018-07-30,52.52000045776367
2018-10-02,52.900001525878906
2019-04-12,53.689998626708984
2019-03-11,53.72999954223633
2019-02-07,53.4900016784668
2019-07-17,53.70000076293945
2019-09-19,53.18000030517578
2019-10-21,52.08000183105469
2019-12-18,52.31999969482422
2020-03-06,51.79999923706055
2019-10-03,52.189998626708984
2020-03-09,52.25
2020-05-27,52.470001220703125
2019-12-24,52.209999084472656
2020-03-12,51.81999969482422
2018-12-20,51.7599983215332
2019-08-01,51.25
2018-08-14,51.31999969482422
2018-07-13,51.650001525878906
2018-10-17,52.20000076293945
2019-05-29,52.40999984741211
2019-03-26,51.720001220703125
2019-02-22,51.68000030517578
2019-10-04,51.43000030517578
2019-11-05,50.22999954223633
2019-12-27,51.209999084472656
2020-06-02,52.459999084472656
2019-12-30,53.650001525878906
2020-03-18,53.349998474121094
2020-06-05,53.72999954223633
2019-07-15,53.5
2018-12-03,53.529998779296875
2019-06-13,53.77000045776367
2019-01-04,53.459999084472656
2018-08-29,52.56999969482422
2019-02-05,53.720001220703125
2018-11-01,54.040000915527344
2019-08-16,53.880001068115234
2019-04-10,54.40999984741211
2019-09-17,53.9900016784668
2019-10-15,54.650001525878906
2020-01-02,54.22999954223633
2020-06-08,53.9900016784668
2019-10-18,54.2400016784668
2020-03-24,55.06999969482422
2020-06-11,55.45000076293945
2020-01-08,55.5
2019-04-25,55.310001373291016
2019-07-30,54.650001525878906
2019-02-20,54.72999954223633
2018-07-11,53.45000076293945
2018-09-13,53.65999984741211
2018-10-15,54.349998474121094
2019-06-28,55.36000061035156
2018-12-18,55.31999969482422
2018-11-16,55.84000015258789
2019-10-02,56.439998626708984
2020-03-27,56.290000915527344
2020-01-10,55.91999816894531
2019-10-24,60.150001525878906
2020-03-30,57.5099983215332
2020-06-17,57.56999969482422
2020-01-14,56.349998474121094
2020-04-02,57.15999984741211
2019-01-02,56.90999984741211
2019-08-14,56.93000030517578
2018-10-30,56.810001373291016
2019-06-11,56.709999084472656
2019-05-10,57.04999923706055
2019-04-08,57.220001220703125
2018-08-27,57.47999954223633
2018-07-26,57.689998626708984
2018-09-28,57.880001068115234
2019-03-07,57.279998779296875
2019-10-30,57.029998779296875
2020-01-17,56.810001373291016
2020-06-23,57.400001525878906
2020-04-08,57.81999969482422
2020-06-26,58.529998779296875
2019-03-22,58.650001525878906
2019-01-17,57.97999954223633
2019-08-29,57.4900016784668
2018-11-14,57.09000015258789
2019-06-26,57.9900016784668
2018-09-11,57.83000183105469
2018-07-09,58.0099983215332
2018-08-10,57.91999816894531
2019-04-23,57.65999984741211
2019-09-30,57.689998626708984
2020-01-23,57.810001373291016
2019-11-08,57.36000061035156
2020-04-14,57.380001068115234
2019-11-11,57.119998931884766
2020-01-29,56.97999954223633
2020-04-17,57.22999954223633
2018-07-24,56.70000076293945
2018-09-26,57.5099983215332
2019-05-08,56.77000045776367
2019-03-05,56.68000030517578
2019-02-01,56.97999954223633
2018-12-31,57.709999084472656
2018-11-29,58.11000061035156
2019-08-12,57.970001220703125
2019-07-11,58.2599983215332
2019-09-13,58.779998779296875
2019-11-14,59.779998779296875
2020-04-20,60.27000045776367
2020-02-04,60.369998931884766
2020-04-23,60.619998931884766
2018-12-14,60.869998931884766
2019-08-27,60.63999938964844
2018-08-08,59.75
2018-10-11,60.45000076293945
2018-11-12,59.869998931884766
2019-07-26,59.380001068115234
2019-06-24,58.709999084472656
2019-05-23,58.4900016784668
2019-03-20,59.16999816894531
2019-01-15,56.810001373291016
2019-11-20,57.560001373291016
2020-02-07,57.83000183105469
2020-02-10,57.689998626708984
2020-04-29,57.47999954223633
2019-11-26,58.2599983215332
2020-02-13,58.220001220703125
2019-01-30,58.209999084472656
2018-08-23,58.0
2018-09-24,57.9900016784668
2018-11-27,58.900001525878906
2018-10-26,58.4900016784668
2019-07-09,57.40999984741211
2019-06-07,55.97999954223633
2019-05-06,55.849998474121094
2019-04-04,52.5
2019-09-11,51.47999954223633
2019-11-29,49.540000915527344
2020-05-05,50.599998474121094
2019-12-02,50.5099983215332
2020-02-19,48.279998779296875
2020-05-08,46.9900016784668
2019-05-21,45.099998474121094
2019-03-18,42.849998474121094
2018-09-07,44.369998931884766
2018-08-06,44.310001373291016
2018-10-09,41.849998474121094
2019-02-14,42.25
2018-12-12,37.40999984741211
2019-07-24,36.779998779296875
2019-09-26,33.529998779296875
2019-10-28,35.54999923706055
2019-12-05,36.22999954223633
2020-05-11,33.45000076293945
