Dates,XRAY
2018-06-20,45.130001068115234
2018-06-21,44.56999969482422
2018-06-25,44.95000076293945
2018-06-22,44.7400016784668
2018-06-26,44.279998779296875
2018-06-27,43.959999084472656
2018-06-28,43.63999938964844
2018-06-29,43.77000045776367
2018-07-02,43.97999954223633
2018-07-03,44.529998779296875
2018-07-05,44.90999984741211
2018-07-16,45.380001068115234
2018-09-18,45.810001373291016
2019-01-24,45.540000915527344
2019-09-05,44.900001525878906
2018-11-21,45.40999984741211
2020-01-13,45.349998474121094
2020-04-01,44.720001220703125
2020-06-19,45.70000076293945
2019-10-29,44.2400016784668
2020-01-16,45.34000015258789
2020-06-22,45.029998779296875
2018-10-03,46.529998779296875
2018-07-31,46.72999954223633
2019-03-12,46.790000915527344
2019-02-08,46.9900016784668
2019-01-07,47.279998779296875
2018-12-06,47.689998626708984
2019-08-19,48.11000061035156
2019-07-18,47.16999816894531
2019-05-15,47.2400016784668
2019-09-20,47.72999954223633
2019-11-01,48.439998626708984
2020-04-07,39.40999984741211
2020-06-25,40.38999938964844
2020-06-16,40.119998931884766
2019-11-04,39.02000045776367
2020-01-22,39.56999969482422
2019-11-07,39.0
2020-04-13,37.970001220703125
2019-07-01,38.08000183105469
2019-05-30,38.66999816894531
2018-08-15,38.86000061035156
2018-10-18,38.970001220703125
2019-03-27,38.900001525878906
2019-01-22,38.119998931884766
2018-12-21,38.5
2019-09-03,38.52000045776367
2018-11-19,39.18000030517578
2019-08-02,39.560001373291016
2020-01-28,39.65999984741211
2020-04-16,39.91999816894531
2019-11-13,38.66999816894531
2020-01-31,39.459999084472656
2018-12-04,38.900001525878906
2018-11-02,38.540000915527344
2019-07-16,38.150001525878906
2018-08-30,38.189998626708984
2018-10-01,38.75
2019-06-14,38.7400016784668
2019-05-13,38.41999816894531
2019-04-11,38.099998474121094
2019-02-06,38.189998626708984
2019-09-18,38.61000061035156
2020-02-03,38.63999938964844
2020-04-22,38.7599983215332
2019-11-19,38.09000015258789
2020-02-06,37.45000076293945
2019-11-22,38.029998779296875
2019-03-25,37.95000076293945
2019-02-21,37.7400016784668
2018-12-19,37.68000030517578
2018-07-12,37.47999954223633
2018-09-14,37.08000183105469
2018-08-13,36.189998626708984
2018-10-16,36.34000015258789
2019-07-31,36.029998779296875
2019-05-28,35.75
2019-04-26,35.900001525878906
2020-04-28,35.68000030517578
2019-11-25,35.869998931884766
2020-02-12,36.22999954223633
2020-05-01,37.13999938964844
2020-05-04,37.06999969482422
2019-06-12,35.66999816894531
2019-04-09,36.279998779296875
2019-03-08,35.97999954223633
2019-02-04,35.959999084472656
2018-07-27,35.040000915527344
2018-08-28,35.189998626708984
2019-01-03,34.33000183105469
2019-08-15,34.31999969482422
2018-10-31,34.9900016784668
2019-09-16,34.630001068115234
2020-02-18,35.2400016784668
2020-05-07,35.029998779296875
2018-08-17,34.93000030517578
2019-12-04,35.5099983215332
2020-02-21,36.5099983215332
2018-12-17,36.79999923706055
2019-08-30,36.060001373291016
2018-11-15,36.540000915527344
2019-07-29,36.709999084472656
2019-06-27,36.11000061035156
2019-04-24,36.97999954223633
2018-07-10,37.20000076293945
2018-09-12,36.91999816894531
2019-02-19,36.91999816894531
2019-01-18,36.88999938964844
2020-02-24,36.5099983215332
2020-05-13,37.0
2019-12-10,37.18000030517578
2020-02-27,37.540000915527344
2019-12-13,36.9900016784668
2020-05-19,37.779998779296875
2019-03-06,37.83000183105469
2018-11-30,36.810001373291016
2019-08-13,36.470001220703125
2019-07-12,36.310001373291016
2019-06-10,36.459999084472656
2019-05-09,37.0
2018-07-25,38.119998931884766
2018-09-27,37.720001220703125
2018-10-29,36.970001220703125
2019-10-16,37.16999816894531
2019-12-16,36.5099983215332
2020-03-04,35.959999084472656
2020-05-22,35.47999954223633
2019-10-01,35.650001525878906
2019-12-19,35.459999084472656
2018-09-10,37.189998626708984
2019-05-24,37.119998931884766
2018-08-09,37.099998474121094
2019-04-22,37.209999084472656
2019-03-21,37.88999938964844
2019-01-16,37.90999984741211
2019-08-28,39.0099983215332
2018-11-13,39.709999084472656
2018-10-12,39.439998626708984
2019-06-25,39.650001525878906
2020-03-10,40.040000915527344
2020-05-28,40.709999084472656
2019-10-07,40.06999969482422
2020-03-13,39.810001373291016
2019-10-10,40.150001525878906
2020-03-16,40.25
2020-06-03,40.83000183105469
2018-11-28,40.7599983215332
2018-09-25,41.02000045776367
2018-07-23,40.59000015258789
2018-08-24,41.40999984741211
2019-07-10,40.439998626708984
2019-05-07,41.08000183105469
2019-04-05,41.56999969482422
2019-03-04,41.95000076293945
2019-01-31,42.09000015258789
2019-09-12,42.790000915527344
2019-12-31,43.20000076293945
2020-03-19,43.27000045776367
2020-01-03,42.86000061035156
2020-06-09,42.619998931884766
2019-02-15,42.970001220703125
2019-01-14,42.97999954223633
2018-07-06,43.869998931884766
2018-08-07,43.68000030517578
2018-10-10,43.58000183105469
2018-12-13,43.84000015258789
2019-08-26,42.689998626708984
2019-07-25,41.7599983215332
2019-05-22,41.630001068115234
2019-03-19,41.540000915527344
2020-01-06,41.220001220703125
2020-03-25,41.2400016784668
2020-06-12,41.7599983215332
2019-10-22,49.130001068115234
2020-01-09,48.689998626708984
2020-06-15,48.959999084472656
2019-10-25,47.75
2020-03-31,48.220001220703125
2020-06-18,48.560001373291016
2019-04-03,49.47999954223633
2018-08-22,49.290000915527344
2018-10-25,49.560001373291016
2019-01-29,49.189998626708984
2018-12-28,49.09000015258789
2018-11-26,49.5099983215332
2019-08-09,49.45000076293945
2019-07-08,49.029998779296875
2019-06-06,50.02000045776367
2019-09-10,49.2400016784668
2020-01-15,49.33000183105469
2020-04-03,49.470001220703125
2019-10-31,49.220001220703125
2020-04-06,49.349998474121094
2020-06-24,49.59000015258789
2018-11-09,49.84000015258789
2019-07-23,50.150001525878906
2019-06-21,50.349998474121094
2019-05-20,50.2599983215332
2019-04-18,50.400001525878906
2018-09-06,50.33000183105469
2018-10-08,50.41999816894531
2019-02-13,50.61000061035156
2018-12-11,50.4900016784668
2019-09-25,51.2400016784668
2020-01-21,51.22999954223633
2020-04-09,50.380001068115234
2019-11-06,48.7599983215332
2020-01-24,49.72999954223633
2020-01-27,49.29999923706055
2020-04-15,49.7599983215332
2018-12-26,50.400001525878906
2019-08-07,50.18000030517578
2019-06-04,50.900001525878906
2018-09-21,50.59000015258789
2018-07-19,51.130001068115234
2018-08-20,50.310001373291016
2018-10-23,51.5
2019-05-03,55.04999923706055
2019-04-01,54.72999954223633
2019-02-28,54.83000183105469
2019-11-12,54.95000076293945
2020-01-30,54.9900016784668
2019-11-15,55.0099983215332
2020-04-21,54.869998931884766
2019-04-16,54.869998931884766
2019-03-15,54.970001220703125
2019-02-11,54.88999938964844
2019-01-10,54.43000030517578
2019-08-22,54.43000030517578
2018-11-07,54.91999816894531
2018-08-03,54.619998931884766
2018-09-04,53.7400016784668
2019-06-19,53.75
2019-09-23,53.65999984741211
2019-11-18,53.720001220703125
2020-02-05,53.5
2020-04-24,53.869998931884766
2019-03-29,53.86000061035156
2019-11-21,54.400001525878906
