Dates,XRAY
2018-06-20,44.959999084472656
2018-06-21,45.31999969482422
2018-06-25,44.63999938964844
2018-06-22,45.0
2018-06-26,44.72999954223633
2018-06-27,44.279998779296875
2018-06-28,43.970001220703125
2018-06-29,43.209999084472656
2018-07-02,43.65999984741211
2018-07-03,44.189998626708984
2018-07-05,44.7599983215332
2018-07-16,45.09000015258789
2018-09-18,45.310001373291016
2019-01-24,45.90999984741211
2019-09-05,44.310001373291016
2018-11-21,45.06999969482422
2020-01-13,45.47999954223633
2020-04-01,45.400001525878906
2020-06-19,44.68000030517578
2019-10-29,45.459999084472656
2020-01-16,44.75
2020-06-22,45.459999084472656
2018-10-03,44.86000061035156
2018-07-31,46.31999969482422
2019-03-12,46.810001373291016
2019-02-08,46.869998931884766
2019-01-07,46.900001525878906
2018-12-06,46.70000076293945
2019-08-19,47.869998931884766
2019-07-18,47.540000915527344
2019-05-15,47.09000015258789
2019-09-20,47.369998931884766
2019-11-01,47.84000015258789
2020-04-07,39.7599983215332
2020-06-25,39.189998626708984
2020-06-16,40.560001373291016
2019-11-04,40.0
2020-01-22,39.0
2019-11-07,39.70000076293945
2020-04-13,38.83000183105469
2019-07-01,38.22999954223633
2019-05-30,37.959999084472656
2018-08-15,38.689998626708984
2018-10-18,38.97999954223633
2019-03-27,38.959999084472656
2019-01-22,38.900001525878906
2018-12-21,38.09000015258789
2019-09-03,38.529998779296875
2018-11-19,38.68000030517578
2019-08-02,39.290000915527344
2020-01-28,39.0
2020-04-16,39.7599983215332
2019-11-13,39.81999969482422
2020-01-31,38.61000061035156
2018-12-04,39.52000045776367
2018-11-02,38.86000061035156
2019-07-16,38.7400016784668
2018-08-30,38.15999984741211
2018-10-01,38.34000015258789
2019-06-14,38.779998779296875
2019-05-13,38.75
2019-04-11,38.349998474121094
2019-02-06,38.04999923706055
2019-09-18,38.06999969482422
2020-02-03,38.72999954223633
2020-04-22,38.41999816894531
2019-11-19,38.63999938964844
2020-02-06,38.0
2019-11-22,37.310001373291016
2019-03-25,37.90999984741211
2019-02-21,37.900001525878906
2018-12-19,38.06999969482422
2018-07-12,37.66999816894531
2018-09-14,37.52000045776367
2018-08-13,37.02000045776367
2018-10-16,36.279998779296875
2019-07-31,36.29999923706055
2019-05-28,35.970001220703125
2019-04-26,35.720001220703125
2020-04-28,36.0099983215332
2019-11-25,36.02000045776367
2020-02-12,35.869998931884766
2020-05-01,36.27000045776367
2020-05-04,37.060001373291016
2019-06-12,37.15999984741211
2019-04-09,37.16999816894531
2019-03-08,36.189998626708984
2019-02-04,35.630001068115234
2018-07-27,35.86000061035156
2018-08-28,35.04999923706055
2019-01-03,34.75
2019-08-15,34.7599983215332
2018-10-31,34.47999954223633
2019-09-16,35.209999084472656
2020-02-18,34.65999984741211
2020-05-07,35.4900016784668
2018-08-17,35.11000061035156
2019-12-04,34.779998779296875
2020-02-21,35.900001525878906
2018-12-17,36.290000915527344
2019-08-30,36.849998474121094
2018-11-15,35.720001220703125
2019-07-29,36.7400016784668
2019-06-27,36.88999938964844
2019-04-24,35.83000183105469
2018-07-10,36.7599983215332
2018-09-12,37.2400016784668
2019-02-19,36.709999084472656
2019-01-18,36.9900016784668
2020-02-24,36.77000045776367
2020-05-13,36.86000061035156
2019-12-10,36.86000061035156
2020-02-27,37.33000183105469
2019-12-13,37.540000915527344
2020-05-19,37.040000915527344
2019-03-06,37.95000076293945
2018-11-30,37.7599983215332
2019-08-13,36.36000061035156
2019-07-12,36.33000183105469
2019-06-10,36.33000183105469
2019-05-09,36.810001373291016
2018-07-25,37.41999816894531
2018-09-27,38.130001068115234
2018-10-29,37.56999969482422
2019-10-16,36.810001373291016
2019-12-16,37.36000061035156
2020-03-04,36.5
2020-05-22,35.95000076293945
2019-10-01,35.68000030517578
2019-12-19,35.529998779296875
2018-09-10,35.58000183105469
2019-05-24,36.65999984741211
2018-08-09,37.33000183105469
2019-04-22,37.279998779296875
2019-03-21,36.959999084472656
2019-01-16,37.97999954223633
2019-08-28,38.0
2018-11-13,38.9900016784668
2018-10-12,40.25
2019-06-25,39.5
2020-03-10,39.47999954223633
2020-05-28,39.81999969482422
2019-10-07,40.34000015258789
2020-03-13,40.11000061035156
2019-10-10,39.81999969482422
2020-03-16,39.97999954223633
2020-06-03,40.529998779296875
2018-11-28,40.83000183105469
2018-09-25,40.869998931884766
2018-07-23,40.93000030517578
2018-08-24,40.84000015258789
2019-07-10,41.06999969482422
2019-05-07,40.720001220703125
