Dates,HIG
2018-06-20,52.099998474121094
2018-06-21,51.36000061035156
2018-06-25,51.599998474121094
2018-06-22,51.29999923706055
2018-06-26,51.15999984741211
2018-06-27,50.689998626708984
2018-06-28,50.459999084472656
2018-06-29,50.849998474121094
2018-07-02,50.470001220703125
2018-07-03,51.439998626708984
2018-07-05,51.5
2018-07-16,51.540000915527344
2018-09-18,52.0099983215332
2019-01-24,52.86000061035156
2019-09-05,52.59000015258789
2018-11-21,52.290000915527344
2020-01-13,52.18000030517578
2020-04-01,52.459999084472656
2020-06-19,52.61000061035156
2019-10-29,53.02000045776367
2020-01-16,52.630001068115234
2020-06-22,52.22999954223633
2018-10-03,51.97999954223633
2018-07-31,52.08000183105469
2019-03-12,51.7400016784668
2019-02-08,52.599998474121094
2019-01-07,51.5099983215332
2018-12-06,52.13999938964844
2019-08-19,52.380001068115234
2019-07-18,52.349998474121094
2019-05-15,52.09000015258789
2019-09-20,52.209999084472656
2019-11-01,52.380001068115234
2020-04-07,52.709999084472656
2020-06-25,52.41999816894531
2020-06-16,52.119998931884766
2019-11-04,51.34000015258789
2020-01-22,51.33000183105469
2019-11-07,51.029998779296875
2020-04-13,50.65999984741211
2019-07-01,51.220001220703125
2019-05-30,51.459999084472656
2018-08-15,51.93000030517578
2018-10-18,51.880001068115234
2019-03-27,50.02000045776367
2019-01-22,49.81999969482422
2018-12-21,49.95000076293945
2019-09-03,50.08000183105469
2018-11-19,50.79999923706055
2019-08-02,50.439998626708984
2020-01-28,50.349998474121094
2020-04-16,50.02000045776367
2019-11-13,50.11000061035156
2020-01-31,50.0099983215332
2018-12-04,49.849998474121094
2018-11-02,49.22999954223633
2019-07-16,49.33000183105469
2018-08-30,49.02000045776367
2018-10-01,48.790000915527344
2019-06-14,49.029998779296875
2019-05-13,49.15999984741211
2019-04-11,49.63999938964844
2019-02-06,49.630001068115234
2019-09-18,50.290000915527344
2020-02-03,50.29999923706055
2020-04-22,50.41999816894531
2019-11-19,50.459999084472656
2020-02-06,50.150001525878906
2019-11-22,49.630001068115234
2019-03-25,49.5099983215332
2019-02-21,49.150001525878906
2018-12-19,49.34000015258789
2018-07-12,49.189998626708984
2018-09-14,49.15999984741211
2018-08-13,49.13999938964844
2018-10-16,49.310001373291016
2019-07-31,49.45000076293945
2019-05-28,50.130001068115234
2019-04-26,48.66999816894531
2020-04-28,46.7400016784668
2019-11-25,45.959999084472656
2020-02-12,46.439998626708984
2020-05-01,46.220001220703125
2020-05-04,46.2400016784668
2019-06-12,46.189998626708984
2019-04-09,46.040000915527344
2019-03-08,45.939998626708984
2019-02-04,45.02000045776367
2018-07-27,44.810001373291016
2018-08-28,44.939998626708984
2019-01-03,43.310001373291016
2019-08-15,44.22999954223633
2018-10-31,44.029998779296875
2019-09-16,45.25
2020-02-18,45.58000183105469
2020-05-07,44.689998626708984
2018-08-17,45.06999969482422
2019-12-04,45.31999969482422
2020-02-21,45.790000915527344
2018-12-17,46.189998626708984
2019-08-30,46.220001220703125
2018-11-15,45.459999084472656
2019-07-29,45.20000076293945
2019-06-27,43.75
2019-04-24,43.31999969482422
2018-07-10,43.40999984741211
2018-09-12,43.41999816894531
2019-02-19,43.459999084472656
2019-01-18,43.84000015258789
2020-02-24,43.720001220703125
2020-05-13,44.40999984741211
2019-12-10,43.970001220703125
2020-02-27,44.029998779296875
2019-12-13,44.279998779296875
2020-05-19,43.72999954223633
2019-03-06,43.5
2018-11-30,42.72999954223633
2019-08-13,41.130001068115234
2019-07-12,41.47999954223633
2019-06-10,40.59000015258789
2019-05-09,41.040000915527344
2018-07-25,41.369998931884766
2018-09-27,40.869998931884766
2018-10-29,40.880001068115234
2019-10-16,40.97999954223633
2019-12-16,42.0
2020-03-04,42.290000915527344
2020-05-22,42.20000076293945
2019-10-01,42.06999969482422
2019-12-19,40.75
2018-09-10,40.540000915527344
2019-05-24,41.70000076293945
2018-08-09,43.52000045776367
2019-04-22,43.689998626708984
2019-03-21,42.939998626708984
2019-01-16,42.77000045776367
2019-08-28,43.369998931884766
2018-11-13,43.7599983215332
2018-10-12,42.91999816894531
2019-06-25,43.290000915527344
2020-03-10,43.70000076293945
2020-05-28,43.93000030517578
2019-10-07,44.04999923706055
2020-03-13,44.279998779296875
2019-10-10,44.810001373291016
2020-03-16,45.119998931884766
