Dates,HIG
2018-06-20,52.13999938964844
2018-06-21,51.470001220703125
2018-06-25,51.779998779296875
2018-06-22,51.65999984741211
2018-06-26,51.59000015258789
2018-06-27,50.77000045776367
2018-06-28,50.93000030517578
2018-06-29,51.130001068115234
2018-07-02,51.33000183105469
2018-07-03,51.56999969482422
2018-07-05,51.70000076293945
2018-07-16,51.849998474121094
2018-09-18,53.290000915527344
2019-01-24,53.2400016784668
2019-09-05,52.75
2018-11-21,52.529998779296875
2020-01-13,52.529998779296875
2020-04-01,53.06999969482422
2020-06-19,53.2599983215332
2019-10-29,53.630001068115234
2020-01-16,52.66999816894531
2020-06-22,52.34000015258789
2018-10-03,52.41999816894531
2018-07-31,52.38999938964844
2019-03-12,52.36000061035156
2019-02-08,53.209999084472656
2019-01-07,51.970001220703125
2018-12-06,52.66999816894531
2019-08-19,52.70000076293945
2019-07-18,52.58000183105469
2019-05-15,52.7599983215332
2019-09-20,52.7599983215332
2019-11-01,52.70000076293945
2020-04-07,52.86000061035156
2020-06-25,52.470001220703125
2020-06-16,52.20000076293945
2019-11-04,51.68000030517578
2020-01-22,51.41999816894531
2019-11-07,51.040000915527344
2020-04-13,50.9900016784668
2019-07-01,51.70000076293945
2019-05-30,51.959999084472656
2018-08-15,51.97999954223633
2018-10-18,52.34000015258789
2019-03-27,50.15999984741211
2019-01-22,49.900001525878906
2018-12-21,50.0
2019-09-03,51.0
2018-11-19,50.900001525878906
2019-08-02,50.7400016784668
2020-01-28,50.5
2020-04-16,50.369998931884766
2019-11-13,50.439998626708984
2020-01-31,50.04999923706055
2018-12-04,49.880001068115234
2018-11-02,49.59000015258789
2019-07-16,49.380001068115234
2018-08-30,49.279998779296875
2018-10-01,48.95000076293945
2019-06-14,49.36000061035156
2019-05-13,49.84000015258789
2019-04-11,49.709999084472656
2019-02-06,50.099998474121094
2019-09-18,50.58000183105469
2020-02-03,50.7599983215332
2020-04-22,50.91999816894531
2019-11-19,50.58000183105469
2020-02-06,50.16999816894531
2019-11-22,49.7599983215332
2019-03-25,49.630001068115234
2019-02-21,49.959999084472656
2018-12-19,49.40999984741211
2018-07-12,49.4900016784668
2018-09-14,49.20000076293945
2018-08-13,49.59000015258789
2018-10-16,49.61000061035156
2019-07-31,50.08000183105469
2019-05-28,50.63999938964844
2019-04-26,48.68000030517578
2020-04-28,46.81999969482422
2019-11-25,46.790000915527344
2020-02-12,46.439998626708984
2020-05-01,46.61000061035156
2020-05-04,46.7599983215332
2019-06-12,46.529998779296875
2019-04-09,46.63999938964844
2019-03-08,45.939998626708984
2019-02-04,46.0099983215332
2018-07-27,44.900001525878906
2018-08-28,45.540000915527344
2019-01-03,45.11000061035156
2019-08-15,44.560001373291016
2018-10-31,45.13999938964844
2019-09-16,45.41999816894531
2020-02-18,45.79999923706055
2020-05-07,44.88999938964844
2018-08-17,45.4900016784668
2019-12-04,46.13999938964844
2020-02-21,46.939998626708984
2018-12-17,46.459999084472656
2019-08-30,46.59000015258789
2018-11-15,45.5099983215332
2019-07-29,45.31999969482422
2019-06-27,44.06999969482422
2019-04-24,43.97999954223633
2018-07-10,43.849998474121094
2018-09-12,43.83000183105469
2019-02-19,44.06999969482422
2019-01-18,44.349998474121094
2020-02-24,44.099998474121094
2020-05-13,44.79999923706055
2019-12-10,44.119998931884766
2020-02-27,44.90999984741211
2019-12-13,44.279998779296875
2020-05-19,44.189998626708984
2019-03-06,43.7599983215332
2018-11-30,42.81999969482422
2019-08-13,42.349998474121094
2019-07-12,41.630001068115234
2019-06-10,41.56999969482422
2019-05-09,41.34000015258789
2018-07-25,41.38999938964844
2018-09-27,41.31999969482422
2018-10-29,41.27000045776367
2019-10-16,41.790000915527344
2019-12-16,42.279998779296875
2020-03-04,42.66999816894531
2020-05-22,42.5
2019-10-01,42.189998626708984
2019-12-19,40.7599983215332
2018-09-10,42.849998474121094
2019-05-24,43.869998931884766
2018-08-09,43.77000045776367
2019-04-22,44.45000076293945
2019-03-21,43.41999816894531
2019-01-16,42.81999969482422
2019-08-28,44.13999938964844
2018-11-13,43.97999954223633
2018-10-12,43.38999938964844
2019-06-25,43.77000045776367
2020-03-10,44.220001220703125
2020-05-28,44.459999084472656
2019-10-07,44.529998779296875
2020-03-13,44.88999938964844
2019-10-10,45.33000183105469
2020-03-16,46.11000061035156
2020-06-03,46.68000030517578
2018-11-28,46.209999084472656
2018-09-25,46.5
2018-07-23,46.66999816894531
2018-08-24,46.7599983215332
2019-07-10,46.65999984741211
2019-05-07,46.09000015258789
2019-04-05,46.630001068115234
2019-03-04,46.91999816894531
2019-01-31,47.02000045776367
2019-09-12,47.15999984741211
2019-12-31,48.33000183105469
2020-03-19,47.90999984741211
2020-01-03,48.20000076293945
2020-06-09,47.88999938964844
2019-02-15,48.2400016784668
2019-01-14,48.7599983215332
2018-07-06,48.7400016784668
2018-08-07,48.2400016784668
2018-10-10,48.72999954223633
2018-12-13,49.119998931884766
2019-08-26,49.06999969482422
2019-07-25,48.83000183105469
2019-05-22,48.88999938964844
2019-03-19,49.16999816894531
2020-01-06,49.0099983215332
2020-03-25,49.08000183105469
2020-06-12,49.36000061035156
2019-10-22,49.400001525878906
2020-01-09,49.08000183105469
2020-06-15,48.91999816894531
2019-10-25,48.47999954223633
2020-03-31,48.040000915527344
2020-06-18,48.11000061035156
2019-04-03,48.20000076293945
2018-08-22,48.43000030517578
2018-10-25,48.599998474121094
2019-01-29,48.810001373291016
2018-12-28,48.81999969482422
2018-11-26,49.34000015258789
2019-08-09,49.209999084472656
2019-07-08,48.22999954223633
2019-06-06,48.95000076293945
2019-09-10,48.529998779296875
2020-01-15,48.40999984741211
2020-04-03,49.09000015258789
2019-10-31,49.220001220703125
2020-04-06,49.36000061035156
2020-06-24,49.720001220703125
2018-11-09,49.86000061035156
2019-07-23,49.5099983215332
2019-06-21,49.720001220703125
2019-05-20,50.0
2019-04-18,49.93000030517578
2018-09-06,49.88999938964844
2018-10-08,49.689998626708984
2019-02-13,49.97999954223633
2018-12-11,50.56999969482422
2019-09-25,51.06999969482422
2020-01-21,50.75
2020-04-09,51.41999816894531
2019-11-06,50.58000183105469
2020-01-24,50.939998626708984
2020-01-27,50.88999938964844
2020-04-15,51.11000061035156
2018-12-26,51.2400016784668
2019-08-07,50.970001220703125
2019-06-04,51.560001373291016
2018-09-21,51.77000045776367
2018-07-19,52.310001373291016
2018-08-20,51.400001525878906
2018-10-23,52.13999938964844
2019-05-03,52.720001220703125
2019-04-01,52.54999923706055
2019-02-28,52.29999923706055
2019-11-12,52.5099983215332
2020-01-30,52.5099983215332
2019-11-15,53.0099983215332
2020-04-21,51.959999084472656
2019-04-16,52.720001220703125
2019-03-15,52.939998626708984
2019-02-11,53.599998474121094
2019-01-10,53.58000183105469
2019-08-22,53.13999938964844
2018-11-07,53.630001068115234
2018-08-03,54.209999084472656
2018-09-04,53.31999969482422
2019-06-19,53.2400016784668
2019-09-23,52.459999084472656
2019-11-18,53.189998626708984
2020-02-05,53.06999969482422
2020-04-24,52.65999984741211
2019-03-29,53.43000030517578
2019-11-21,53.900001525878906
2020-04-27,54.95000076293945
2020-02-11,54.9900016784668
2020-04-30,54.970001220703125
2019-05-01,54.83000183105469
2019-02-26,54.689998626708984
2019-01-25,54.650001525878906
2018-12-24,54.5099983215332
2019-09-06,54.95000076293945
2018-07-17,54.529998779296875
2018-09-19,54.97999954223633
2019-08-05,55.25
2019-10-08,55.630001068115234
2019-12-11,55.720001220703125
2019-11-27,55.689998626708984
2020-02-14,56.029998779296875
2020-05-06,54.880001068115234
2019-01-08,55.400001525878906
2018-12-07,55.720001220703125
2019-08-20,55.88999938964844
2018-11-05,56.279998779296875
2019-07-19,57.15999984741211
2018-10-04,56.95000076293945
2019-06-17,57.11000061035156
2019-05-16,57.08000183105469
2018-08-01,57.16999816894531
2019-03-13,56.86000061035156
2019-12-03,57.4900016784668
2020-02-20,57.720001220703125
2019-12-06,58.04999923706055
2020-05-12,57.65999984741211
2019-12-09,57.900001525878906
2020-02-26,57.11000061035156
2020-05-15,57.040000915527344
2019-03-28,56.900001525878906
2018-09-17,57.529998779296875
2018-08-16,57.630001068115234
2018-10-19,58.13999938964844
2019-04-29,57.75
2019-01-23,57.77000045776367
2019-09-04,57.630001068115234
2018-11-20,56.900001525878906
2019-07-02,57.47999954223633
2019-05-31,56.560001373291016
2019-12-12,57.619998931884766
2020-05-18,58.0099983215332
2019-09-27,58.70000076293945
2020-03-03,58.599998474121094
2020-05-21,57.970001220703125
2019-05-14,58.900001525878906
2018-08-31,57.25
2018-07-30,57.88999938964844
2018-10-02,58.470001220703125
2019-04-12,59.119998931884766
2019-03-11,58.540000915527344
2019-02-07,58.880001068115234
2019-07-17,59.47999954223633
2019-09-19,58.099998474121094
2019-10-21,58.56999969482422
2019-12-18,58.54999923706055
2020-03-06,58.40999984741211
2019-10-03,58.65999984741211
2020-03-09,58.279998779296875
2020-05-27,58.849998474121094
2019-12-24,59.709999084472656
2020-03-12,59.9900016784668
2018-12-20,60.31999969482422
2019-08-01,60.29999923706055
2018-08-14,59.29999923706055
2018-07-13,59.040000915527344
2018-10-17,59.93000030517578
2019-05-29,60.31999969482422
2019-03-26,60.029998779296875
2019-02-22,60.72999954223633
2019-10-04,60.81999969482422
2019-11-05,60.63999938964844
2019-12-27,60.439998626708984
2020-06-02,60.189998626708984
2019-12-30,60.54999923706055
2020-03-18,60.349998474121094
2020-06-05,60.61000061035156
2019-07-15,60.45000076293945
2018-12-03,60.61000061035156
2019-06-13,59.45000076293945
2019-01-04,58.06999969482422
2018-08-29,58.209999084472656
2019-02-05,59.5099983215332
2018-11-01,58.939998626708984
2019-08-16,57.81999969482422
2019-04-10,58.08000183105469
2019-09-17,58.36000061035156
2019-10-15,58.63999938964844
2020-01-02,59.16999816894531
2020-06-08,59.4900016784668
2019-10-18,58.900001525878906
2020-03-24,58.630001068115234
2020-06-11,59.0
2020-01-08,59.7599983215332
2019-04-25,57.5
2019-07-30,57.869998931884766
2019-02-20,57.4900016784668
2018-07-11,56.79999923706055
2018-09-13,56.459999084472656
2018-10-15,56.810001373291016
2019-06-28,56.939998626708984
2018-12-18,57.08000183105469
2018-11-16,57.52000045776367
2019-10-02,57.529998779296875
2020-03-27,60.38999938964844
2020-01-10,61.08000183105469
2019-10-24,61.0
2020-03-30,61.09000015258789
2020-06-17,61.349998474121094
2020-01-14,61.650001525878906
2020-04-02,61.4900016784668
2019-01-02,61.619998931884766
2019-08-14,62.0
2018-10-30,62.029998779296875
2019-06-11,62.150001525878906
2019-05-10,61.900001525878906
2019-04-08,61.630001068115234
2018-08-27,61.59000015258789
2018-07-26,61.849998474121094
2018-09-28,62.59000015258789
2019-03-07,62.52000045776367
