Dates,HIG
2018-06-20,53.18000030517578
2018-06-21,51.95000076293945
2018-06-25,51.86000061035156
2018-06-22,51.79999923706055
2018-06-26,51.54999923706055
2018-06-27,51.459999084472656
2018-06-28,50.689998626708984
2018-06-29,51.11000061035156
2018-07-02,50.880001068115234
2018-07-03,51.540000915527344
2018-07-05,51.88999938964844
2018-07-16,51.61000061035156
2018-09-18,52.040000915527344
2019-01-24,53.349998474121094
2019-09-05,53.02000045776367
2018-11-21,53.08000183105469
2020-01-13,52.33000183105469
2020-04-01,52.540000915527344
2020-06-19,53.20000076293945
2019-10-29,53.22999954223633
2020-01-16,53.4900016784668
2020-06-22,52.380001068115234
2018-10-03,52.150001525878906
2018-07-31,52.43000030517578
2019-03-12,52.189998626708984
2019-02-08,52.650001525878906
2019-01-07,52.959999084472656
2018-12-06,52.189998626708984
2019-08-19,52.880001068115234
2019-07-18,52.86000061035156
2019-05-15,52.29999923706055
2019-09-20,52.619998931884766
2019-11-01,52.779998779296875
2020-04-07,52.7400016784668
2020-06-25,52.83000183105469
2020-06-16,52.439998626708984
2019-11-04,51.83000183105469
2020-01-22,51.779998779296875
2019-11-07,51.41999816894531
2020-04-13,50.880001068115234
2019-07-01,51.22999954223633
2019-05-30,51.56999969482422
2018-08-15,52.02000045776367
2018-10-18,51.88999938964844
2019-03-27,51.0099983215332
2019-01-22,50.04999923706055
2018-12-21,50.119998931884766
2019-09-03,50.150001525878906
2018-11-19,51.20000076293945
2019-08-02,50.869998931884766
2020-01-28,50.790000915527344
2020-04-16,50.150001525878906
2019-11-13,50.38999938964844
2020-01-31,50.31999969482422
2018-12-04,50.20000076293945
2018-11-02,49.88999938964844
2019-07-16,49.97999954223633
2018-08-30,49.209999084472656
2018-10-01,49.209999084472656
2019-06-14,49.2400016784668
2019-05-13,49.15999984741211
2019-04-11,50.029998779296875
2019-02-06,49.75
2019-09-18,50.29999923706055
2020-02-03,50.779998779296875
2020-04-22,50.599998474121094
2019-11-19,51.38999938964844
2020-02-06,50.63999938964844
2019-11-22,50.310001373291016
2019-03-25,49.720001220703125
2019-02-21,49.41999816894531
2018-12-19,50.08000183105469
2018-07-12,49.36000061035156
2018-09-14,49.7599983215332
2018-08-13,49.13999938964844
2018-10-16,49.5
2019-07-31,49.45000076293945
2019-05-28,50.560001373291016
2019-04-26,50.130001068115234
2020-04-28,48.599998474121094
2019-11-25,47.34000015258789
2020-02-12,46.7400016784668
2020-05-01,46.709999084472656
2020-05-04,46.560001373291016
2019-06-12,46.689998626708984
2019-04-09,46.15999984741211
2019-03-08,46.77000045776367
2019-02-04,45.25
2018-07-27,45.849998474121094
2018-08-28,45.33000183105469
2019-01-03,45.0
2019-08-15,45.72999954223633
2018-10-31,44.7599983215332
2019-09-16,45.619998931884766
2020-02-18,45.689998626708984
2020-05-07,46.22999954223633
2018-08-17,45.06999969482422
2019-12-04,45.400001525878906
2020-02-21,46.310001373291016
2018-12-17,46.77000045776367
2019-08-30,46.369998931884766
2018-11-15,46.52000045776367
2019-07-29,45.529998779296875
2019-06-27,45.470001220703125
2019-04-24,43.59000015258789
2018-07-10,43.650001525878906
2018-09-12,43.77000045776367
2019-02-19,43.61000061035156
2019-01-18,44.130001068115234
2020-02-24,43.959999084472656
2020-05-13,44.61000061035156
2019-12-10,44.5099983215332
2020-02-27,44.150001525878906
2019-12-13,44.619998931884766
2020-05-19,43.79999923706055
2019-03-06,44.529998779296875
2018-11-30,43.97999954223633
2019-08-13,42.439998626708984
2019-07-12,42.2599983215332
2019-06-10,41.599998474121094
2019-05-09,42.130001068115234
2018-07-25,41.900001525878906
2018-09-27,41.40999984741211
2018-10-29,41.09000015258789
2019-10-16,41.18000030517578
2019-12-16,42.040000915527344
2020-03-04,42.290000915527344
2020-05-22,42.31999969482422
2019-10-01,42.40999984741211
2019-12-19,41.95000076293945
2018-09-10,40.83000183105469
2019-05-24,42.209999084472656
2018-08-09,44.150001525878906
2019-04-22,44.02000045776367
2019-03-21,43.56999969482422
2019-01-16,43.20000076293945
2019-08-28,43.470001220703125
2018-11-13,43.95000076293945
2018-10-12,44.20000076293945
2019-06-25,43.29999923706055
2020-03-10,43.72999954223633
2020-05-28,43.9900016784668
2019-10-07,44.08000183105469
2020-03-13,44.599998474121094
2019-10-10,45.22999954223633
2020-03-16,45.119998931884766
2020-06-03,46.369998931884766
2018-11-28,46.470001220703125
2018-09-25,46.310001373291016
2018-07-23,46.400001525878906
2018-08-24,46.939998626708984
2019-07-10,46.4900016784668
2019-05-07,46.5099983215332
2019-04-05,46.150001525878906
2019-03-04,46.349998474121094
2019-01-31,47.11000061035156
2019-09-12,47.25
2019-12-31,47.209999084472656
2020-03-19,48.15999984741211
2020-01-03,47.63999938964844
2020-06-09,47.779998779296875
2019-02-15,47.88999938964844
2019-01-14,48.560001373291016
2018-07-06,48.91999816894531
2018-08-07,48.369998931884766
2018-10-10,48.720001220703125
2018-12-13,48.63999938964844
2019-08-26,49.16999816894531
2019-07-25,49.20000076293945
2019-05-22,48.880001068115234
2019-03-19,49.18000030517578
2020-01-06,49.08000183105469
2020-03-25,48.86000061035156
2020-06-12,49.09000015258789
2019-10-22,49.439998626708984
2020-01-09,49.459999084472656
2020-06-15,49.04999923706055
2019-10-25,48.9900016784668
2020-03-31,48.380001068115234
2020-06-18,47.68000030517578
2019-04-03,48.27000045776367
2018-08-22,48.369998931884766
2018-10-25,48.61000061035156
2019-01-29,48.65999984741211
2018-12-28,48.75
2018-11-26,48.9900016784668
2019-08-09,49.45000076293945
2019-07-08,49.06999969482422
2019-06-06,48.060001373291016
2019-09-10,48.59000015258789
2020-01-15,48.61000061035156
2020-04-03,48.619998931884766
2019-10-31,49.099998474121094
2020-04-06,49.33000183105469
2020-06-24,49.7400016784668
2018-11-09,49.939998626708984
2019-07-23,49.869998931884766
2019-06-21,49.869998931884766
2019-05-20,49.779998779296875
2019-04-18,50.0
2018-09-06,49.93000030517578
2018-10-08,49.810001373291016
2019-02-13,49.65999984741211
2018-12-11,50.220001220703125
2019-09-25,50.97999954223633
2020-01-21,51.060001373291016
2020-04-09,50.95000076293945
2019-11-06,51.54999923706055
2020-01-24,50.47999954223633
2020-01-27,50.7400016784668
2020-04-15,50.86000061035156
2018-12-26,51.119998931884766
2019-08-07,51.0099983215332
2019-06-04,51.119998931884766
2018-09-21,51.650001525878906
2018-07-19,51.790000915527344
2018-08-20,52.20000076293945
2018-10-23,51.939998626708984
2019-05-03,52.25
2019-04-01,52.04999923706055
2019-02-28,52.40999984741211
2019-11-12,52.189998626708984
2020-01-30,52.08000183105469
2019-11-15,52.27000045776367
2020-04-21,52.439998626708984
2019-04-16,52.220001220703125
2019-03-15,52.400001525878906
2019-02-11,53.099998474121094
2019-01-10,53.119998931884766
