Dates,HIG
2018-11-30,3114700.0
2019-08-13,5102700.0
2019-07-12,3036100.0
2019-06-10,3324800.0
2019-05-09,4505000.0
2018-07-25,3146500.0
2018-09-27,3044100.0
2018-10-29,3891700.0
2019-10-16,5710300.0
2019-12-16,3723000.0
2020-03-04,5088700.0
2020-05-22,5099300.0
2019-10-01,5561900.0
2019-12-19,1670800.0
2018-09-10,3638600.0
2019-05-24,3330800.0
2018-08-09,2774400.0
2019-04-22,2232100.0
2019-03-21,3725600.0
2019-01-16,3542600.0
2019-08-28,3178300.0
2018-11-13,1874500.0
2018-10-12,3085800.0
2019-06-25,1998700.0
2020-03-10,2674000.0
2020-05-28,2053800.0
2019-10-07,1899200.0
2020-03-13,1735200.0
2019-10-10,2288400.0
2020-03-16,2515000.0
2020-06-03,3202600.0
2018-11-28,2312800.0
2018-09-25,1632000.0
2018-07-23,2159800.0
2018-08-24,2220000.0
2019-07-10,1575300.0
2019-05-07,2173300.0
2019-04-05,1638300.0
2019-03-04,2902100.0
2019-01-31,2191400.0
2019-09-12,2480000.0
2019-12-31,4050000.0
2020-03-19,2644600.0
2020-01-03,2279800.0
2020-06-09,2208200.0
2019-02-15,2863200.0
2019-01-14,1980100.0
2018-07-06,1946000.0
2018-08-07,2442300.0
2018-10-10,2276400.0
2018-12-13,2457000.0
2019-08-26,2786300.0
2019-07-25,2371600.0
2019-05-22,1529500.0
2019-03-19,1683400.0
2020-01-06,1554000.0
2020-03-25,1278700.0
2020-06-12,2475200.0
2019-10-22,1601300.0
2020-01-09,2447800.0
2020-06-15,1310200.0
2019-10-25,1500600.0
2020-03-31,2748500.0
2020-06-18,1455300.0
2019-04-03,3183200.0
2018-08-22,1465200.0
2018-10-25,1562800.0
2019-01-29,1375800.0
2018-12-28,3855800.0
2018-11-26,1489100.0
2019-08-09,3717300.0
2019-07-08,2099000.0
2019-06-06,1921500.0
2019-09-10,2181200.0
2020-01-15,2425300.0
2020-04-03,2122000.0
2019-10-31,1897000.0
2020-04-06,1737000.0
2020-06-24,1881700.0
2018-11-09,2376100.0
2019-07-23,1605800.0
2019-06-21,3282700.0
2019-05-20,1878400.0
2019-04-18,1460400.0
2018-09-06,1544200.0
2018-10-08,1187100.0
2019-02-13,1425400.0
2018-12-11,1378400.0
2019-09-25,1320000.0
2020-01-21,848500.0
2020-04-09,1150800.0
2019-11-06,1867500.0
2020-01-24,1753600.0
2020-01-27,898700.0
2020-04-15,1411300.0
2018-12-26,1733100.0
2019-08-07,1266100.0
2019-06-04,1313900.0
2018-09-21,2060500.0
2018-07-19,2534600.0
2018-08-20,2813300.0
2018-10-23,3576800.0
2019-05-03,1878000.0
2019-04-01,1722100.0
2019-02-28,2821600.0
2019-11-12,2112000.0
2020-01-30,1625900.0
2019-11-15,2742500.0
2020-04-21,1644700.0
2019-04-16,2068500.0
2019-03-15,1922700.0
2019-02-11,2060600.0
2019-01-10,2419000.0
2019-08-22,1913700.0
2018-11-07,2014500.0
2018-08-03,2929300.0
2018-09-04,2095600.0
2019-06-19,2484200.0
2019-09-23,6276500.0
2019-11-18,2804800.0
2020-02-05,1658300.0
2020-04-24,2216000.0
2019-03-29,2436100.0
2019-11-21,2882700.0
2020-04-27,2239200.0
2020-02-11,1646500.0
2020-04-30,1311700.0
2019-05-01,1308100.0
2019-02-26,1819700.0
2019-01-25,1578400.0
2018-12-24,1649500.0
2019-09-06,1606200.0
2018-07-17,1259500.0
2018-09-19,2420000.0
2019-08-05,1426100.0
2019-10-08,2114400.0
2019-12-11,4135300.0
2019-11-27,2002400.0
2020-02-14,2678900.0
2020-05-06,2161500.0
2019-01-08,2245500.0
2018-12-07,3479900.0
2019-08-20,2344800.0
2018-11-05,1854300.0
2019-07-19,1059900.0
2018-10-04,1181700.0
2019-06-17,1850300.0
2019-05-16,1934300.0
2018-08-01,1695100.0
2019-03-13,1582800.0
2019-12-03,1995600.0
2020-02-20,1464800.0
2019-12-06,2292700.0
2020-05-12,1800800.0
2019-12-09,1728400.0
2020-02-26,1962100.0
2020-05-15,1197800.0
2019-03-28,1730100.0
2018-09-17,1625400.0
2018-08-16,1619300.0
2018-10-19,1519100.0
2019-04-29,1916900.0
2019-01-23,1489500.0
2019-09-04,2214300.0
2018-11-20,3023200.0
2019-07-02,3463900.0
2019-05-31,2953600.0
2019-12-12,2002000.0
2020-05-18,1947700.0
2019-09-27,2107800.0
2020-03-03,1402200.0
2020-05-21,1642800.0
2019-05-14,1533000.0
2018-08-31,2008100.0
2018-07-30,1461300.0
2018-10-02,1768900.0
2019-04-12,1258400.0
2019-03-11,1634600.0
2019-02-07,1436900.0
2019-07-17,1200600.0
2019-09-19,1856600.0
2019-10-21,1086800.0
2019-12-18,1677000.0
2020-03-06,1225800.0
2019-10-03,2438400.0
2020-03-09,1843400.0
2020-05-27,1794100.0
2019-12-24,1877000.0
2020-03-12,2182200.0
2018-12-20,1889800.0
2019-08-01,1843300.0
2018-08-14,2259300.0
2018-07-13,1537900.0
2018-10-17,1815800.0
2019-05-29,1897300.0
2019-03-26,877800.0
2019-02-22,1543200.0
2019-10-04,1396000.0
2019-11-05,1279000.0
2019-12-27,2340000.0
2020-06-02,1558800.0
2019-12-30,2289100.0
2020-03-18,1792500.0
2020-06-05,1480800.0
2019-07-15,1464600.0
2018-12-03,1689000.0
2019-06-13,1416500.0
2019-01-04,2067400.0
2018-08-29,1659200.0
2019-02-05,1274400.0
2018-11-01,1340700.0
2019-08-16,2360200.0
2019-04-10,1389600.0
2019-09-17,1354900.0
2019-10-15,2026300.0
2020-01-02,1525600.0
2020-06-08,1580600.0
2019-10-18,2284000.0
2020-03-24,2592200.0
2020-06-11,2292200.0
2020-01-08,1237700.0
2019-04-25,2923100.0
2019-07-30,1817200.0
2019-02-20,1423600.0
2018-07-11,1770900.0
2018-09-13,2409100.0
2018-10-15,2289500.0
2019-06-28,1663500.0
2018-12-18,1654100.0
2018-11-16,1475100.0
2019-10-02,2523000.0
2020-03-27,5432200.0
2020-01-10,2757400.0
2019-10-24,2051300.0
2020-03-30,2338300.0
2020-06-17,1714600.0
2020-01-14,1781300.0
2020-04-02,1429400.0
2019-01-02,1205500.0
2019-08-14,2519500.0
2018-10-30,1478800.0
2019-06-11,1848700.0
2019-05-10,1624300.0
2019-04-08,1390300.0
2018-08-27,1307400.0
2018-07-26,1315300.0
2018-09-28,4414200.0
2019-03-07,1584200.0
2019-10-30,903900.0
2020-01-17,1489700.0
2020-06-23,2121900.0
2020-04-08,1377200.0
2020-06-26,1603900.0
2019-03-22,1758600.0
2019-01-17,1577600.0
2019-08-29,1365500.0
2018-11-14,1642800.0
2019-06-26,1485500.0
2018-09-11,1234800.0
2018-07-09,1745000.0
2018-08-10,2260200.0
2019-04-23,1926700.0
2019-09-30,1724900.0
2020-01-23,2973600.0
2019-11-08,1421100.0
2020-04-14,495300.0
2019-11-11,1254200.0
2020-01-29,965500.0
2020-04-17,771300.0
2018-07-24,1106200.0
2018-09-26,1612000.0
2019-05-08,1326800.0
2019-03-05,2050400.0
2019-02-01,1413900.0
2018-12-31,1656100.0
2018-11-29,1774900.0
2019-08-12,2479800.0
2019-07-11,2715500.0
2019-09-13,2348600.0
2019-11-14,1639800.0
2020-04-20,2772500.0
2020-02-04,2080500.0
2020-04-23,1460000.0
2018-12-14,2218500.0
2019-08-27,2668400.0
2018-08-08,2077800.0
2018-10-11,2261700.0
2018-11-12,2653800.0
2019-07-26,1585800.0
2019-06-24,2759500.0
2019-05-23,2946600.0
2019-03-20,2855500.0
2019-01-15,4980000.0
2019-11-20,2841200.0
2020-02-07,2142600.0
2020-02-10,2156400.0
2020-04-29,2967500.0
2019-11-26,1750100.0
2020-02-13,1927200.0
2019-01-30,1457400.0
2018-08-23,2059800.0
2018-09-24,2071200.0
2018-11-27,1587600.0
2018-10-26,2048900.0
2019-07-09,2380300.0
2019-06-07,1988400.0
2019-05-06,2534400.0
2019-04-04,2869800.0
2019-09-11,3371000.0
2019-11-29,4905100.0
2020-05-05,3819400.0
2019-12-02,3937800.0
2020-02-19,2835600.0
2020-05-08,2488500.0
2019-05-21,2803900.0
2019-03-18,2911500.0
2018-09-07,2534200.0
2018-08-06,3443500.0
2018-10-09,3921200.0
2019-02-14,4190600.0
2018-12-12,6291700.0
2019-07-24,7305500.0
2019-09-26,8205700.0
2019-10-28,7880300.0
2019-12-05,6196100.0
2020-05-11,4187400.0
2019-07-03,4384700.0
2020-02-25,5510700.0
2020-05-14,5248800.0
2020-02-28,4686500.0
2019-08-08,3366600.0
2019-06-05,3949600.0
2018-07-20,4283900.0
2018-08-21,4423700.0
2018-10-24,3300700.0
2019-04-02,4111900.0
2019-03-01,6481600.0
2019-01-28,4295400.0
2018-12-27,4670700.0
2019-09-09,3109900.0
2020-03-02,3887800.0
2020-05-20,3217900.0
2019-12-17,4115700.0
2020-03-05,3062700.0
2019-02-12,1756300.0
2019-01-11,2709200.0
2018-12-10,3066200.0
2019-08-23,2370800.0
2018-11-08,2819400.0
2019-07-22,2666600.0
2019-06-20,4165500.0
2018-09-05,3658300.0
2019-04-17,4924600.0
2019-09-24,2820800.0
2019-12-20,3513900.0
2020-05-26,3239600.0
2019-04-30,2335500.0
2019-12-23,2628000.0
2020-03-11,2099900.0
2020-05-29,2879800.0
2019-12-26,2899500.0
2020-06-01,3783600.0
2019-05-02,3599200.0
2019-02-27,4531700.0
2018-11-23,3159500.0
2019-08-06,2041400.0
2018-07-18,2303100.0
2018-09-20,4453700.0
2018-10-22,3959700.0
2019-07-05,3079800.0
2019-06-03,2863500.0
2019-10-09,3161400.0
2019-10-11,7541500.0
2020-03-17,3344100.0
2020-06-04,3237200.0
2019-10-14,5740500.0
2020-03-20,3732800.0
2018-11-06,4167900.0
2019-06-18,3751600.0
2019-05-17,2381100.0
2019-04-15,3515600.0
2019-03-14,3096900.0
2019-01-09,2229500.0
2018-08-02,2724100.0
2018-10-05,2636200.0
2019-08-21,2271400.0
2019-10-17,2004300.0
2020-03-23,9045100.0
2020-06-10,3470100.0
2019-02-25,2120800.0
2020-01-07,2195300.0
2020-03-26,2370000.0
2019-10-23,3414600.0
