Dates,TWTR
2018-06-20,45.439998626708984
2018-06-21,44.20000076293945
2018-06-25,44.5
2018-06-22,43.33000183105469
2018-06-26,43.5099983215332
2018-06-27,43.68000030517578
2018-06-28,42.4900016784668
2018-06-29,43.560001373291016
2018-07-02,42.75
2018-07-03,43.79999923706055
2018-07-05,43.54999923706055
2018-07-16,44.61000061035156
2018-09-18,42.08000183105469
2019-01-24,43.630001068115234
2019-09-05,42.220001220703125
2018-11-21,44.36000061035156
2020-01-13,43.93000030517578
2020-04-01,43.90999984741211
2020-06-19,43.150001525878906
2019-10-29,42.7400016784668
2020-01-16,43.11000061035156
2020-06-22,43.22999954223633
2018-10-03,42.400001525878906
2018-07-31,41.59000015258789
2019-03-12,42.349998474121094
2019-02-08,42.13999938964844
2019-01-07,33.900001525878906
2018-12-06,31.06999969482422
2019-08-19,31.06999969482422
2019-07-18,31.459999084472656
2019-05-15,31.34000015258789
2019-09-20,31.799999237060547
2019-11-01,31.450000762939453
2020-04-07,32.54999923706055
2020-06-25,31.809999465942383
2020-06-16,31.610000610351562
2019-11-04,31.469999313354492
2020-01-22,32.02000045776367
2019-11-07,32.52000045776367
2020-04-13,31.950000762939453
2019-07-01,32.41999816894531
2019-05-30,32.34000015258789
2018-08-15,32.20000076293945
2018-10-18,32.599998474121094
2019-03-27,33.349998474121094
2019-01-22,33.720001220703125
2018-12-21,33.93000030517578
2019-09-03,34.47999954223633
2018-11-19,34.88999938964844
2019-08-02,34.810001373291016
2020-01-28,35.209999084472656
2020-04-16,34.59000015258789
2019-11-13,34.47999954223633
2020-01-31,32.5099983215332
2018-12-04,30.6200008392334
2018-11-02,29.81999969482422
2019-07-16,29.950000762939453
2018-08-30,30.350000381469727
2018-10-01,29.25
2019-06-14,29.860000610351562
2019-05-13,30.059999465942383
2019-04-11,28.43000030517578
2019-02-06,28.75
2019-09-18,28.81999969482422
2020-02-03,29.239999771118164
2020-04-22,28.489999771118164
2019-11-19,27.93000030517578
2020-02-06,28.440000534057617
2019-11-22,28.799999237060547
2019-03-25,28.8799991607666
2019-02-21,28.40999984741211
2018-12-19,28.0
2018-07-12,27.90999984741211
2018-09-14,28.25
2018-08-13,27.8700008392334
2018-10-16,27.969999313354492
2019-07-31,27.719999313354492
2019-05-28,28.34000015258789
2019-04-26,26.760000228881836
2020-04-28,26.190000534057617
2019-11-25,27.260000228881836
2020-02-12,27.59000015258789
2020-05-01,28.84000015258789
2020-05-04,28.959999084472656
2019-06-12,28.979999542236328
2019-04-09,28.68000030517578
2019-03-08,28.309999465942383
