Dates,TWTR
2018-06-20,45.560001373291016
2018-06-21,46.36000061035156
2018-06-25,45.58000183105469
2018-06-22,45.470001220703125
2018-06-26,44.36000061035156
2018-06-27,45.5
2018-06-28,43.650001525878906
2018-06-29,45.04999923706055
2018-07-02,43.060001373291016
2018-07-03,45.36000061035156
2018-07-05,44.06999969482422
2018-07-16,44.90999984741211
2018-09-18,46.7400016784668
2019-01-24,44.20000076293945
2019-09-05,42.630001068115234
2018-11-21,44.79999923706055
2020-01-13,45.279998779296875
2020-04-01,44.29999923706055
2020-06-19,43.59000015258789
2019-10-29,44.189998626708984
2020-01-16,43.27000045776367
2020-06-22,43.5
2018-10-03,43.45000076293945
2018-07-31,43.77000045776367
2019-03-12,42.349998474121094
2019-02-08,42.869998931884766
2019-01-07,37.25
2018-12-06,34.16999816894531
2019-08-19,31.950000762939453
2019-07-18,32.25
2019-05-15,31.579999923706055
2019-09-20,32.58000183105469
2019-11-01,31.81999969482422
2020-04-07,33.099998474121094
2020-06-25,32.75
2020-06-16,31.850000381469727
2019-11-04,31.649999618530273
2020-01-22,32.040000915527344
2019-11-07,33.400001525878906
2020-04-13,32.810001373291016
2019-07-01,32.70000076293945
2019-05-30,32.7400016784668
2018-08-15,32.790000915527344
2018-10-18,32.75
2019-03-27,33.45000076293945
2019-01-22,33.900001525878906
2018-12-21,34.0
2019-09-03,34.65999984741211
2018-11-19,35.97999954223633
2019-08-02,35.40999984741211
2020-01-28,35.27000045776367
2020-04-16,35.56999969482422
2019-11-13,34.75
2020-01-31,34.650001525878906
2018-12-04,32.86000061035156
2018-11-02,30.309999465942383
2019-07-16,30.5
2018-08-30,30.440000534057617
2018-10-01,30.610000610351562
2019-06-14,30.100000381469727
2019-05-13,30.450000762939453
2019-04-11,29.049999237060547
2019-02-06,28.84000015258789
2019-09-18,29.149999618530273
2020-02-03,29.700000762939453
2020-04-22,29.860000610351562
2019-11-19,28.329999923706055
2020-02-06,28.75
2019-11-22,29.200000762939453
2019-03-25,29.059999465942383
2019-02-21,29.25
2018-12-19,28.510000228881836
2018-07-12,28.139999389648438
2018-09-14,28.3799991607666
2018-08-13,28.75
2018-10-16,28.34000015258789
2019-07-31,28.209999084472656
2019-05-28,28.700000762939453
2019-04-26,29.1200008392334
2020-04-28,26.350000381469727
2019-11-25,28.09000015258789
2020-02-12,27.850000381469727
2020-05-01,29.100000381469727
2020-05-04,29.950000762939453
2019-06-12,29.399999618530273
2019-04-09,29.329999923706055
2019-03-08,29.049999237060547
2019-02-04,28.479999542236328
2018-07-27,28.850000381469727
2018-08-28,31.31999969482422
2019-01-03,31.200000762939453
2019-08-15,32.459999084472656
2018-10-31,31.770000457763672
2019-09-16,34.369998931884766
2020-02-18,34.599998474121094
2020-05-07,34.869998931884766
2018-08-17,34.2599983215332
2019-12-04,33.959999084472656
2020-02-21,34.75
2018-12-17,34.880001068115234
2019-08-30,33.75
2018-11-15,34.0
2019-07-29,32.2400016784668
2019-06-27,32.88999938964844
2019-04-24,32.790000915527344
2018-07-10,32.83000183105469
2018-09-12,33.560001373291016
2019-02-19,29.969999313354492
2019-01-18,31.670000076293945
2020-02-24,31.299999237060547
2020-05-13,31.600000381469727
2019-12-10,32.439998626708984
2020-02-27,33.0
2019-12-13,32.459999084472656
2020-05-19,31.149999618530273
2019-03-06,32.2400016784668
2018-11-30,33.279998779296875
2019-08-13,32.459999084472656
2019-07-12,32.84000015258789
2019-06-10,32.72999954223633
2019-05-09,34.130001068115234
2018-07-25,34.970001220703125
2018-09-27,36.400001525878906
2018-10-29,35.25
2019-10-16,35.68000030517578
2019-12-16,33.630001068115234
2020-03-04,33.709999084472656
2020-05-22,32.59000015258789
2019-10-01,29.309999465942383
2019-12-19,26.549999237060547
2018-09-10,27.0
2019-05-24,28.139999389648438
2018-08-09,28.93000030517578
2019-04-22,28.600000381469727
2019-03-21,28.260000228881836
2019-01-16,28.3799991607666
2019-08-28,28.389999389648438
2018-11-13,30.200000762939453
2018-10-12,31.700000762939453
2019-06-25,31.799999237060547
2020-03-10,33.08000183105469
2020-05-28,32.849998474121094
2019-10-07,32.380001068115234
2020-03-13,32.5099983215332
2019-10-10,33.099998474121094
2020-03-16,32.470001220703125
2020-06-03,33.04999923706055
2018-11-28,32.970001220703125
2018-09-25,32.2599983215332
2018-07-23,30.940000534057617
2018-08-24,31.989999771118164
2019-07-10,32.650001525878906
2019-05-07,33.33000183105469
2019-04-05,32.040000915527344
2019-03-04,33.06999969482422
2019-01-31,33.560001373291016
2019-09-12,33.34000015258789
2019-12-31,34.290000915527344
2020-03-19,35.04999923706055
2020-01-03,31.170000076293945
2020-06-09,30.469999313354492
2019-02-15,30.170000076293945
2019-01-14,30.440000534057617
2018-07-06,30.56999969482422
2018-08-07,30.860000610351562
2018-10-10,31.200000762939453
2018-12-13,31.229999542236328
2019-08-26,31.709999084472656
2019-07-25,31.360000610351562
2019-05-22,30.809999465942383
2019-03-19,31.989999771118164
2020-01-06,31.889999389648438
2020-03-25,30.950000762939453
2020-06-12,30.25
2019-10-22,31.170000076293945
2020-01-09,30.780000686645508
2020-06-15,30.5
2019-10-25,30.940000534057617
2020-03-31,30.760000228881836
2020-06-18,29.639999389648438
2019-04-03,30.239999771118164
2018-08-22,31.149999618530273
2018-10-25,31.309999465942383
2019-01-29,31.280000686645508
2018-12-28,31.040000915527344
2018-11-26,31.25
2019-08-09,31.149999618530273
2019-07-08,31.239999771118164
2019-06-06,32.310001373291016
2019-09-10,32.5
2020-01-15,32.83000183105469
2020-04-03,32.97999954223633
2019-10-31,32.93000030517578
2020-04-06,32.290000915527344
2020-06-24,33.099998474121094
2018-11-09,33.15999984741211
2019-07-23,33.439998626708984
2019-06-21,34.0
2019-05-20,34.70000076293945
2019-04-18,34.54999923706055
2018-09-06,34.790000915527344
2018-10-08,34.84000015258789
2019-02-13,35.2599983215332
2018-12-11,34.75
2019-09-25,34.66999816894531
2020-01-21,34.380001068115234
2020-04-09,34.84000015258789
2019-11-06,34.72999954223633
2020-01-24,34.66999816894531
2020-01-27,34.400001525878906
2020-04-15,36.93000030517578
2018-12-26,39.86000061035156
2019-08-07,39.2599983215332
2019-06-04,38.59000015258789
2018-09-21,38.630001068115234
2018-07-19,39.790000915527344
2018-08-20,40.0
2018-10-23,39.2400016784668
2019-05-03,40.47999954223633
