Dates,TWTR
2018-06-20,46.130001068115234
2018-06-21,45.2400016784668
2018-06-25,45.880001068115234
2018-06-22,44.16999816894531
2018-06-26,44.84000015258789
2018-06-27,43.70000076293945
2018-06-28,44.790000915527344
2018-06-29,43.66999816894531
2018-07-02,44.97999954223633
2018-07-03,43.88999938964844
2018-07-05,45.060001373291016
2018-07-16,46.650001525878906
2018-09-18,44.13999938964844
2019-01-24,43.75
2019-09-05,43.869998931884766
2018-11-21,45.2599983215332
2020-01-13,44.4900016784668
2020-04-01,44.2599983215332
2020-06-19,44.709999084472656
2019-10-29,43.34000015258789
2020-01-16,43.439998626708984
2020-06-22,43.41999816894531
2018-10-03,43.310001373291016
2018-07-31,42.16999816894531
2019-03-12,44.220001220703125
2019-02-08,42.939998626708984
2019-01-07,34.119998931884766
2018-12-06,31.3799991607666
2019-08-19,31.8700008392334
2019-07-18,31.90999984741211
2019-05-15,32.81999969482422
2019-09-20,31.959999084472656
2019-11-01,32.97999954223633
2020-04-07,32.66999816894531
2020-06-25,31.84000015258789
2020-06-16,31.959999084472656
2019-11-04,32.0099983215332
2020-01-22,32.79999923706055
2019-11-07,33.189998626708984
2020-04-13,32.380001068115234
2019-07-01,32.83000183105469
2019-05-30,32.72999954223633
2018-08-15,32.599998474121094
2018-10-18,33.689998626708984
2019-03-27,33.810001373291016
2019-01-22,33.880001068115234
2018-12-21,34.279998779296875
2019-09-03,35.88999938964844
2018-11-19,35.4900016784668
2019-08-02,35.349998474121094
2020-01-28,35.63999938964844
2020-04-16,35.18000030517578
2019-11-13,34.84000015258789
2020-01-31,32.72999954223633
2018-12-04,30.809999465942383
2018-11-02,30.489999771118164
2019-07-16,30.540000915527344
2018-08-30,30.889999389648438
2018-10-01,29.75
2019-06-14,30.389999389648438
2019-05-13,30.1200008392334
2019-04-11,28.860000610351562
2019-02-06,29.219999313354492
2019-09-18,29.520000457763672
2020-02-03,29.850000381469727
2020-04-22,28.5
2019-11-19,28.600000381469727
2020-02-06,29.110000610351562
2019-11-22,29.010000228881836
2019-03-25,29.420000076293945
2019-02-21,28.459999084472656
2018-12-19,28.309999465942383
2018-07-12,28.190000534057617
2018-09-14,29.010000228881836
2018-08-13,28.229999542236328
2018-10-16,28.389999389648438
2019-07-31,28.450000762939453
2019-05-28,29.270000457763672
2019-04-26,26.790000915527344
2020-04-28,27.0
2019-11-25,27.989999771118164
2020-02-12,28.610000610351562
2020-05-01,29.8700008392334
2020-05-04,29.549999237060547
2019-06-12,29.290000915527344
2019-04-09,28.829999923706055
2019-03-08,29.18000030517578
2019-02-04,28.770000457763672
2018-07-27,27.540000915527344
2018-08-28,31.799999237060547
2019-01-03,32.36000061035156
2019-08-15,32.38999938964844
2018-10-31,33.86000061035156
2019-09-16,34.75
2020-02-18,34.619998931884766
2020-05-07,34.29999923706055
2018-08-17,34.02000045776367
2019-12-04,34.41999816894531
2020-02-21,34.9900016784668
2018-12-17,34.18000030517578
2019-08-30,34.08000183105469
2018-11-15,32.0099983215332
2019-07-29,32.4900016784668
2019-06-27,32.90999984741211
2019-04-24,33.150001525878906
2018-07-10,33.66999816894531
2018-09-12,31.979999542236328
2019-02-19,31.059999465942383
2019-01-18,31.610000610351562
2020-02-24,31.1200008392334
2020-05-13,32.81999969482422
2019-12-10,32.61000061035156
2020-02-27,32.72999954223633
2019-12-13,31.299999237060547
2020-05-19,31.450000762939453
2019-03-06,33.65999984741211
2018-11-30,32.560001373291016
2019-08-13,32.959999084472656
2019-07-12,32.83000183105469
2019-06-10,33.43000030517578
2019-05-09,34.45000076293945
2018-07-25,36.25
2018-09-27,35.88999938964844
2018-10-29,35.869998931884766
2019-10-16,33.43000030517578
2019-12-16,33.7400016784668
2020-03-04,32.93000030517578
2020-05-22,29.290000915527344
2019-10-01,27.309999465942383
2019-12-19,26.450000762939453
2018-09-10,28.65999984741211
2019-05-24,28.68000030517578
2018-08-09,28.43000030517578
2019-04-22,28.739999771118164
2019-03-21,28.809999465942383
2019-01-16,27.989999771118164
2019-08-28,29.950000762939453
2018-11-13,31.34000015258789
2018-10-12,31.799999237060547
2019-06-25,32.25
2020-03-10,33.09000015258789
2020-05-28,32.869998931884766
2019-10-07,32.369998931884766
2020-03-13,33.02000045776367
2019-10-10,32.470001220703125
2020-03-16,32.849998474121094
2020-06-03,33.27000045776367
2018-11-28,32.25
2018-09-25,30.969999313354492
2018-07-23,31.610000610351562
2018-08-24,32.900001525878906
2019-07-10,33.130001068115234
2019-05-07,31.639999389648438
2019-04-05,32.2599983215332
2019-03-04,33.560001373291016
2019-01-31,33.189998626708984
2019-09-12,33.939998626708984
2019-12-31,34.369998931884766
2020-03-19,34.15999984741211
2020-01-03,30.799999237060547
2020-06-09,30.010000228881836
2019-02-15,30.229999542236328
2019-01-14,30.389999389648438
2018-07-06,31.1200008392334
2018-08-07,30.959999084472656
2018-10-10,31.229999542236328
2018-12-13,31.649999618530273
2019-08-26,31.3700008392334
2019-07-25,30.760000228881836
2019-05-22,31.709999084472656
2019-03-19,31.989999771118164
2020-01-06,31.010000228881836
2020-03-25,30.40999984741211
2020-06-12,30.780000686645508
2019-10-22,30.6200008392334
2020-01-09,30.5
2020-06-15,31.030000686645508
2019-10-25,30.799999237060547
2020-03-31,30.1200008392334
2020-06-18,30.040000915527344
2019-04-03,30.8700008392334
2018-08-22,31.15999984741211
2018-10-25,31.299999237060547
2019-01-29,31.030000686645508
2018-12-28,31.219999313354492
2018-11-26,31.079999923706055
2019-08-09,31.270000457763672
2019-07-08,32.56999969482422
2019-06-06,32.61000061035156
2019-09-10,33.02000045776367
2020-01-15,32.59000015258789
2020-04-03,33.060001373291016
2019-10-31,32.279998779296875
2020-04-06,32.869998931884766
2020-06-24,32.880001068115234
2018-11-09,33.439998626708984
2019-07-23,33.75
2019-06-21,34.380001068115234
2019-05-20,34.41999816894531
2019-04-18,34.720001220703125
2018-09-06,34.86000061035156
2018-10-08,35.13999938964844
2019-02-13,34.75
2018-12-11,34.58000183105469
2019-09-25,34.369998931884766
2020-01-21,34.709999084472656
2020-04-09,34.459999084472656
2019-11-06,34.47999954223633
2020-01-24,34.400001525878906
2020-01-27,34.38999938964844
2020-04-15,39.77000045776367
2018-12-26,39.290000915527344
2019-08-07,38.47999954223633
2019-06-04,38.66999816894531
2018-09-21,39.779998779296875
2018-07-19,39.90999984741211
2018-08-20,39.290000915527344
2018-10-23,39.95000076293945
2019-05-03,40.79999923706055
2019-04-01,40.22999954223633
2019-02-28,38.619998931884766
2019-11-12,38.58000183105469
2020-01-30,38.790000915527344
2019-11-15,38.45000076293945
2020-04-21,36.59000015258789
2019-04-16,36.93000030517578
2019-03-15,37.900001525878906
2019-02-11,38.29999923706055
2019-01-10,37.5
2019-08-22,37.150001525878906
2018-11-07,37.470001220703125
2018-08-03,38.58000183105469
2018-09-04,37.189998626708984
2019-06-19,37.40999984741211
2019-09-23,37.290000915527344
2019-11-18,36.849998474121094
2020-02-05,37.13999938964844
2020-04-24,36.439998626708984
2019-03-29,34.43000030517578
2019-11-21,36.099998474121094
2020-04-27,36.33000183105469
2020-02-11,36.59000015258789
2020-04-30,37.93000030517578
2019-05-01,37.63999938964844
2019-02-26,37.209999084472656
2019-01-25,37.4900016784668
2018-12-24,36.34000015258789
2019-09-06,36.150001525878906
2018-07-17,36.439998626708984
2018-09-19,36.650001525878906
2019-08-05,36.290000915527344
2019-10-08,35.439998626708984
2019-12-11,35.02000045776367
2019-11-27,35.58000183105469
2020-02-14,34.720001220703125
2020-05-06,35.220001220703125
2019-01-08,34.75
2018-12-07,34.900001525878906
2019-08-20,36.08000183105469
2018-11-05,36.220001220703125
2019-07-19,36.02000045776367
2018-10-04,36.25
2019-06-17,36.45000076293945
2019-05-16,37.650001525878906
2018-08-01,37.470001220703125
2019-03-13,37.209999084472656
2019-12-03,37.84000015258789
2020-02-20,38.68000030517578
2019-12-06,37.9900016784668
2020-05-12,37.70000076293945
2019-12-09,37.65999984741211
2020-02-26,36.77000045776367
2020-05-15,37.58000183105469
2019-03-28,37.900001525878906
2018-09-17,38.72999954223633
2018-08-16,38.119998931884766
2018-10-19,41.52000045776367
2019-04-29,41.5
2019-01-23,41.0
2019-09-04,42.310001373291016
2018-11-20,42.08000183105469
2019-07-02,42.849998474121094
2019-05-31,40.369998931884766
2019-12-12,41.31999969482422
2020-05-18,41.72999954223633
2019-09-27,42.06999969482422
2020-03-03,41.529998779296875
2020-05-21,40.47999954223633
2019-05-14,41.810001373291016
2018-08-31,40.650001525878906
2018-07-30,40.09000015258789
2018-10-02,40.58000183105469
2019-04-12,41.70000076293945
2019-03-11,42.290000915527344
2019-02-07,42.79999923706055
2019-07-17,42.18000030517578
2019-09-19,41.0
2019-10-21,41.439998626708984
2019-12-18,42.13999938964844
2020-03-06,41.68000030517578
2019-10-03,42.4900016784668
2020-03-09,42.650001525878906
2020-05-27,41.959999084472656
2019-12-24,43.36000061035156
2020-03-12,45.29999923706055
2018-12-20,45.41999816894531
2019-08-01,44.2599983215332
2018-08-14,43.25
2018-07-13,43.25
2018-10-17,43.20000076293945
2019-05-29,42.630001068115234
2019-03-26,42.7599983215332
2019-02-22,43.2400016784668
2019-10-04,43.2400016784668
2019-11-05,42.93000030517578
2019-12-27,43.22999954223633
2020-06-02,43.380001068115234
2019-12-30,41.41999816894531
2020-03-18,42.5
2020-06-05,42.439998626708984
2019-07-15,41.349998474121094
2018-12-03,41.20000076293945
2019-06-13,40.25
2019-01-04,39.70000076293945
2018-08-29,40.0
2019-02-05,40.36000061035156
2018-11-01,40.79999923706055
2019-08-16,39.70000076293945
2019-04-10,39.5
2019-09-17,39.540000915527344
2019-10-15,40.36000061035156
2020-01-02,39.779998779296875
2020-06-08,40.279998779296875
2019-10-18,39.90999984741211
2020-03-24,39.61000061035156
2020-06-11,38.9900016784668
2020-01-08,40.09000015258789
2019-04-25,38.810001373291016
2019-07-30,38.83000183105469
2019-02-20,30.75
2018-07-11,30.299999237060547
2018-09-13,30.059999465942383
2018-10-15,29.850000381469727
2019-06-28,29.860000610351562
2018-12-18,29.969999313354492
