Dates,JPY=X
2020-01-01,108.68099975585938
2020-01-02,108.71299743652344
2020-01-07,108.54299926757812
2020-01-03,107.96399688720703
2020-01-06,108.40599822998047
2020-01-08,108.01599884033203
2020-01-09,109.03099822998047
2020-01-10,109.50700378417969
2020-01-13,109.56600189208984
2020-01-14,109.99199676513672
2020-01-15,109.85399627685547
2020-01-27,109.88300323486328
2020-02-20,110.17500305175781
2020-02-12,110.18000030517578
2020-02-04,110.1729965209961
2020-04-08,109.90799713134766
2020-05-28,109.72799682617188
2020-07-08,109.552001953125
2020-05-31,108.802001953125
2020-05-12,108.91999816894531
2020-06-22,109.13200378417969
2020-06-03,108.98699951171875
2020-03-06,108.87699890136719
2020-02-27,108.37200164794922
2020-02-19,108.61199951171875
2020-04-15,109.4469985961914
2020-02-03,109.81400299072266
2020-02-11,109.96800231933594
2020-04-07,109.6449966430664
2020-03-30,109.76599884033203
2020-04-23,109.84300231933594
2020-05-17,109.84600067138672
2020-07-14,109.75800323486328
2020-06-25,109.79100036621094
2020-06-16,109.83000183105469
2020-05-18,109.91899871826172
2020-04-29,111.20999908447266
2020-06-28,111.9540023803711
2020-06-09,111.55699920654297
2020-05-21,110.85700225830078
2020-01-17,110.28600311279297
2020-03-13,110.36299896240234
2020-03-05,109.66000366210938
2020-02-26,107.6969985961914
2020-02-18,108.48699951171875
2020-03-29,107.03700256347656
2020-02-10,107.677001953125
2020-04-14,106.24800109863281
2020-04-06,103.93800354003906
2020-04-22,103.11199951171875
2020-07-01,105.0260009765625
2020-05-24,104.55000305175781
2020-04-16,104.61000061035156
2020-06-15,106.68800354003906
2020-05-27,106.17500305175781
2020-07-07,107.37699890136719
2020-03-31,108.36000061035156
2020-06-18,111.29100036621094
2020-04-05,110.46199798583984
2020-04-13,110.8270034790039
2020-03-20,111.12000274658203
2020-03-12,110.8759994506836
2020-01-16,109.10900115966797
2020-01-24,107.41300201416016
2020-03-04,108.03500366210938
2020-02-25,107.50800323486328
2020-02-17,107.25700378417969
2020-04-21,108.0009994506836
2020-05-11,108.69300079345703
2020-06-21,109.11499786376953
2020-06-02,108.6510009765625
2020-05-14,108.9219970703125
2020-07-13,108.56099700927734
2020-06-24,108.33599853515625
2020-02-28,107.62300109863281
2020-01-23,107.10399627685547
2020-02-24,107.60900115966797
2020-04-12,107.94499969482422
2020-01-31,107.66999816894531
2020-03-19,107.66899871826172
2020-03-27,107.72100067138672
2020-03-11,107.81300354003906
2020-03-03,107.66699981689453
2020-04-20,107.49500274658203
2020-04-28,107.28299713134766
2020-07-16,106.74099731445312
2020-06-08,106.61000061035156
2020-05-20,107.28500366210938
2020-06-30,106.73799896240234
2020-06-11,106.6969985961914
2020-03-10,106.4520034790039
2020-03-02,106.19100189208984
2020-01-22,106.35900115966797
2020-01-30,106.91899871826172
2020-02-07,107.56600189208984
2020-03-26,107.13800048828125
2020-03-18,106.93299865722656
2020-04-19,107.36499786376953
2020-04-27,107.20800018310547
2020-05-05,107.38099670410156
2020-05-26,107.80999755859375
2020-06-14,107.59100341796875
2020-05-07,107.63099670410156
2020-07-06,107.73500061035156
2020-06-17,107.68699645996094
2020-05-10,107.49099731445312
2020-07-09,107.7979965209961
2020-06-01,107.64299774169922
2020-01-21,107.70800018310547
2020-01-29,107.5479965209961
2020-03-25,108.80899810791016
2020-03-17,108.9990005493164
2020-03-09,109.1500015258789
2020-02-14,109.63400268554688
2020-02-06,108.40899658203125
2020-04-02,107.7969970703125
2020-04-26,106.98100280761719
2020-05-04,106.8030014038086
2020-05-13,107.31099700927734
2020-07-12,107.46399688720703
2020-06-23,107.41000366210938
2020-06-04,106.89399719238281
2020-06-07,107.00599670410156
2020-05-19,106.83100128173828
2020-04-30,106.90299987792969
2020-04-09,106.43199920654297
2020-04-01,107.04399871826172
2020-03-24,107.15499877929688
2020-03-16,107.21800231933594
2020-01-20,107.58999633789062
2020-01-28,107.98899841308594
2020-02-05,107.36599731445312
2020-02-21,107.49700164794922
2020-02-13,107.5790023803711
2020-03-23,107.35900115966797
2020-06-29,107.5780029296875
2020-06-10,107.28299713134766
2020-05-03,107.23600006103516
2020-07-02,106.91000366210938
2020-05-25,107.2760009765625
2020-05-06,107.24500274658203
2020-07-05,107.27999877929688
