Dates,JPY=X
2020-01-01,108.68000030517578
2020-01-02,108.71399688720703
2020-01-07,108.54000091552734
2020-01-03,107.9990005493164
2020-01-06,108.41100311279297
2020-01-08,107.97799682617188
2020-01-09,109.04900360107422
2020-01-10,109.4990005493164
2020-01-13,109.53399658203125
2020-01-14,110.0
2020-01-15,109.8740005493164
2020-01-27,109.8759994506836
2020-02-20,110.16899871826172
2020-02-12,110.19499969482422
2020-02-04,110.17900085449219
2020-04-08,109.91899871826172
2020-05-28,109.73600006103516
2020-07-08,109.56500244140625
2020-05-31,108.81400299072266
2020-05-12,108.92900085449219
2020-06-22,109.12999725341797
2020-06-03,108.99600219726562
2020-03-06,108.90899658203125
2020-02-27,108.38099670410156
2020-02-19,108.61000061035156
2020-04-15,109.44400024414062
2020-02-03,109.80400085449219
2020-02-11,109.95500183105469
2020-04-07,109.62899780273438
2020-03-30,109.75800323486328
2020-04-23,109.83699798583984
2020-05-17,109.85700225830078
2020-07-14,109.78600311279297
2020-06-25,109.7770004272461
2020-06-16,109.8290023803711
2020-05-18,109.9280014038086
2020-04-29,111.2020034790039
2020-06-28,111.96700286865234
2020-06-09,111.55500030517578
2020-05-21,110.86699676513672
2020-01-17,110.27899932861328
2020-03-13,110.35800170898438
2020-03-05,109.65799713134766
2020-02-26,107.75199890136719
2020-02-18,108.4469985961914
2020-03-29,107.06900024414062
2020-02-10,107.65299987792969
2020-04-14,106.26100158691406
2020-04-06,103.9729995727539
2020-04-22,103.10800170898438
2020-07-01,105.07099914550781
2020-05-24,104.63999938964844
2020-04-16,104.70899963378906
2020-06-15,106.5790023803711
2020-05-27,106.25900268554688
2020-07-07,107.34200286865234
2020-03-31,108.41300201416016
2020-06-18,111.30000305175781
2020-04-05,110.40399932861328
2020-04-13,110.86399841308594
2020-03-20,111.11499786376953
2020-03-12,110.85800170898438
2020-01-16,109.13600158691406
2020-01-24,107.43900299072266
2020-03-04,108.05599975585938
2020-02-25,107.45700073242188
2020-02-17,107.28600311279297
2020-04-21,108.0469970703125
2020-05-11,108.67900085449219
2020-06-21,109.08599853515625
2020-06-02,108.66500091552734
2020-05-14,108.89900207519531
2020-07-13,108.5510025024414
2020-06-24,108.3499984741211
2020-02-28,107.63200378417969
2020-01-23,107.10399627685547
2020-02-24,107.61599731445312
2020-04-12,107.93399810791016
2020-01-31,107.68900299072266
2020-03-19,107.6709976196289
2020-03-27,107.75
2020-03-11,107.81199645996094
2020-03-03,107.64900207519531
2020-04-20,107.50399780273438
2020-04-28,107.28600311279297
2020-07-16,106.75199890136719
2020-06-08,106.60099792480469
2020-05-20,107.30500030517578
2020-06-30,106.7509994506836
2020-06-11,106.68299865722656
2020-03-10,106.43099975585938
2020-03-02,106.20999908447266
2020-01-22,106.38999938964844
2020-01-30,106.90499877929688
2020-02-07,107.58799743652344
2020-03-26,107.16300201416016
2020-03-18,106.91400146484375
2020-04-19,107.36100006103516
2020-04-27,107.22899627685547
2020-05-05,107.37699890136719
2020-05-26,107.81900024414062
2020-06-14,107.5989990234375
2020-05-07,107.63400268554688
2020-07-06,107.73999786376953
2020-06-17,107.69000244140625
2020-05-10,107.48899841308594
2020-07-09,107.8030014038086
2020-06-01,107.6259994506836
2020-01-21,107.71399688720703
2020-01-29,107.5459976196289
2020-03-25,108.81800079345703
2020-03-17,108.98100280761719
2020-03-09,109.12000274658203
2020-02-14,109.58999633789062
2020-02-06,108.36900329589844
2020-04-02,107.81700134277344
2020-04-26,107.01499938964844
2020-05-04,106.8219985961914
2020-05-13,107.30699920654297
2020-07-12,107.46499633789062
2020-06-23,107.37999725341797
2020-06-04,106.86299896240234
2020-06-07,106.99199676513672
2020-05-19,106.81800079345703
2020-04-30,106.88600158691406
2020-04-09,106.41300201416016
2020-04-01,107.03199768066406
2020-03-24,107.15299987792969
2020-03-16,107.22200012207031
2020-01-20,107.60099792480469
2020-01-28,107.98500061035156
2020-02-05,107.35800170898438
2020-02-21,107.50900268554688
2020-02-13,107.5790023803711
2020-03-23,107.35299682617188
2020-06-29,107.5739974975586
2020-06-10,107.26499938964844
2020-05-03,107.23300170898438
2020-07-02,106.91200256347656
2020-05-25,107.29000091552734
2020-05-06,107.24500274658203
2020-07-05,106.93000030517578
