Dates,JPY=X
2020-01-01,111.41000366210938
2020-01-02,108.86000061035156
2020-01-07,108.5510025024414
2020-01-03,108.41000366210938
2020-01-06,108.61699676513672
2020-01-08,109.08899688720703
2020-01-09,109.57599639892578
2020-01-10,109.67500305175781
2020-01-13,109.93499755859375
2020-01-14,110.1709976196289
2020-01-15,109.99600219726562
2020-01-27,110.16999816894531
2020-02-20,110.2750015258789
2020-02-12,110.21299743652344
2020-02-04,110.21800231933594
2020-04-08,110.0770034790039
2020-05-28,109.75
2020-07-08,109.64600372314453
2020-05-31,109.13200378417969
2020-05-12,109.18800354003906
2020-06-22,109.22599792480469
2020-06-03,109.03800201416016
2020-03-06,109.11499786376953
2020-02-27,108.7959976196289
2020-02-19,109.43800354003906
2020-04-15,109.83399963378906
2020-02-03,109.9800033569336
2020-02-11,109.97899627685547
2020-04-07,109.87000274658203
2020-03-30,109.9540023803711
2020-04-23,110.12100219726562
2020-05-17,109.97699737548828
2020-07-14,109.90799713134766
2020-06-25,109.9540023803711
2020-06-16,109.94000244140625
2020-05-18,111.302001953125
2020-04-29,112.18599700927734
2020-06-28,112.16799926757812
2020-06-09,111.65699768066406
2020-05-21,111.03500366210938
2020-01-17,110.68900299072266
2020-03-13,110.38800048828125
2020-03-05,109.65799713134766
2020-02-26,108.55799865722656
2020-02-18,108.4469985961914
2020-03-29,107.6709976196289
2020-02-10,107.65299987792969
2020-04-14,106.33599853515625
2020-04-06,104.25700378417969
2020-04-22,105.18900299072266
2020-07-01,105.28099822998047
2020-05-24,105.71600341796875
2020-04-16,107.47100067138672
2020-06-15,107.52899932861328
2020-05-27,107.56099700927734
2020-07-07,108.48799896240234
2020-03-31,110.13899993896484
2020-06-18,111.33699798583984
2020-04-05,111.3489990234375
2020-04-13,111.48699951171875
2020-03-20,111.66799926757812
2020-03-12,110.93399810791016
2020-01-16,109.36399841308594
2020-01-24,108.28700256347656
2020-03-04,108.71199798583984
2020-02-25,107.89700317382812
2020-02-17,107.97799682617188
2020-04-21,108.6719970703125
2020-05-11,109.35299682617188
2020-06-21,109.12699890136719
2020-06-02,109.0739974975586
2020-05-14,109.05799865722656
2020-07-13,108.56400299072266
2020-06-24,108.37100219726562
2020-02-28,107.7490005493164
2020-01-23,107.83699798583984
2020-02-24,108.0770034790039
2020-04-12,107.94300079345703
2020-01-31,107.94599914550781
2020-03-19,107.81199645996094
2020-03-27,107.93099975585938
2020-03-11,107.97000122070312
2020-03-03,107.75
2020-04-20,107.61599731445312
2020-04-28,107.33399963378906
2020-07-16,106.75800323486328
2020-06-08,107.10800170898438
2020-05-20,107.39900207519531
2020-06-30,107.05500030517578
2020-06-11,106.88899993896484
2020-03-10,106.43099975585938
2020-03-02,106.64600372314453
2020-01-22,106.72000122070312
2020-01-30,107.72799682617188
2020-02-07,107.6729965209961
2020-03-26,107.2509994506836
2020-03-18,107.16400146484375
2020-04-19,107.43199920654297
2020-04-27,107.49500274658203
2020-05-05,108.0739974975586
2020-05-26,107.9749984741211
2020-06-14,107.84700012207031
2020-05-07,107.76000213623047
2020-07-06,107.77200317382812
2020-06-17,107.91600036621094
2020-05-10,107.93199920654297
2020-07-09,107.89600372314453
2020-06-01,107.81199645996094
2020-01-21,107.8499984741211
2020-01-29,108.65799713134766
2020-03-25,108.9739990234375
2020-03-17,109.15299987792969
2020-03-09,109.84600067138672
2020-02-14,109.5999984741211
2020-02-06,108.36900329589844
2020-04-02,107.86699676513672
2020-04-26,107.22699737548828
2020-05-04,107.5510025024414
2020-05-13,107.47699737548828
2020-07-12,107.62000274658203
2020-06-23,107.43699645996094
2020-06-04,107.12300109863281
2020-06-07,107.04000091552734
2020-05-19,106.99800109863281
2020-04-30,107.21700286865234
2020-04-09,106.97599792480469
2020-04-01,107.44499969482422
2020-03-24,107.3489990234375
2020-03-16,107.87999725341797
2020-01-20,107.9219970703125
2020-01-28,108.15799713134766
2020-02-05,107.71700286865234
2020-02-21,107.56600189208984
2020-02-13,107.7699966430664
2020-03-23,107.78800201416016
2020-06-29,107.70500183105469
2020-06-10,107.39199829101562
2020-05-03,107.26200103759766
2020-07-02,107.31099700927734
2020-05-25,107.41200256347656
2020-05-06,107.30500030517578
2020-07-05,107.30000305175781
