Dates,EXPE
2018-06-20,124.12999725341797
2018-06-21,123.27999877929688
2018-06-25,124.06999969482422
2018-06-22,121.86000061035156
2018-06-26,121.22000122070312
2018-06-27,120.30999755859375
2018-06-28,118.80999755859375
2018-06-29,119.52999877929688
2018-07-02,119.52999877929688
2018-07-03,121.54000091552734
2018-07-05,122.72000122070312
2018-07-16,123.41999816894531
2018-09-18,125.93000030517578
2019-01-24,126.3499984741211
2019-09-05,123.80999755859375
2018-11-21,125.12999725341797
2020-01-13,126.02999877929688
2020-04-01,126.23999786376953
2020-06-19,125.75
2019-10-29,127.26000213623047
2020-01-16,126.91000366210938
2020-06-22,125.33000183105469
2018-10-03,124.16000366210938
2018-07-31,126.43000030517578
2019-03-12,125.77999877929688
2019-02-08,125.08999633789062
2019-01-07,135.33999633789062
2018-12-06,134.4199981689453
2019-08-19,132.1999969482422
2019-07-18,132.4499969482422
2019-05-15,131.25999450683594
2019-09-20,131.77999877929688
2019-11-01,131.25999450683594
2020-04-07,132.9600067138672
2020-06-25,131.02999877929688
2020-06-16,130.8699951171875
2019-11-04,130.89999389648438
2020-01-22,131.13999938964844
2019-11-07,131.5500030517578
2020-04-13,130.3300018310547
2019-07-01,130.9499969482422
2019-05-30,129.91000366210938
2018-08-15,130.72000122070312
2018-10-18,131.25999450683594
2019-03-27,128.39999389648438
2019-01-22,127.95999908447266
2018-12-21,128.88999938964844
2019-09-03,130.36000061035156
2018-11-19,131.22999572753906
2019-08-02,131.57000732421875
2020-01-28,131.17999267578125
2020-04-16,130.25999450683594
2019-11-13,126.63999938964844
2020-01-31,123.44999694824219
2018-12-04,121.83999633789062
2018-11-02,123.37000274658203
2019-07-16,128.0399932861328
2018-08-30,127.48999786376953
2018-10-01,126.69999694824219
2019-06-14,129.5
2019-05-13,129.25999450683594
2019-04-11,126.91000366210938
2019-02-06,128.80999755859375
2019-09-18,130.0
2020-02-03,133.07000732421875
2020-04-22,133.5500030517578
2019-11-19,130.9199981689453
2020-02-06,130.4499969482422
2019-11-22,131.07000732421875
2019-03-25,131.22000122070312
2019-02-21,129.69000244140625
2018-12-19,130.13999938964844
2018-07-12,128.7899932861328
2018-09-14,126.5999984741211
2018-08-13,126.7300033569336
2018-10-16,122.08999633789062
2019-07-31,121.0199966430664
2019-05-28,121.13999938964844
2019-04-26,116.69999694824219
2020-04-28,114.23999786376953
2019-11-25,115.86000061035156
2020-02-12,116.44999694824219
2020-05-01,118.55999755859375
2020-05-04,118.87000274658203
2019-06-12,117.55999755859375
2019-04-09,117.33000183105469
2019-03-08,117.41999816894531
2019-02-04,113.69000244140625
2018-07-27,113.87000274658203
2018-08-28,113.8499984741211
2019-01-03,118.54000091552734
2019-08-15,119.22000122070312
2018-10-31,120.1500015258789
2019-09-16,125.1500015258789
2020-02-18,124.56999969482422
2020-05-07,125.41000366210938
2018-08-17,125.04000091552734
2019-12-04,124.61000061035156
2020-02-21,126.30999755859375
2018-12-17,124.72000122070312
2019-08-30,123.80999755859375
2018-11-15,121.83999633789062
2019-07-29,121.4800033569336
2019-06-27,121.41000366210938
2019-04-24,117.88999938964844
2018-07-10,115.55999755859375
2018-09-12,112.54000091552734
2019-02-19,110.26000213623047
2019-01-18,112.47000122070312
2020-02-24,112.0199966430664
2020-05-13,114.62000274658203
2019-12-10,115.36000061035156
2020-02-27,116.97000122070312
2019-12-13,118.87000274658203
2020-05-19,120.0
2019-03-06,120.02999877929688
2018-11-30,118.47000122070312
2019-08-13,116.06999969482422
2019-07-12,117.12999725341797
2019-06-10,117.16999816894531
2019-05-09,118.13999938964844
2018-07-25,119.80000305175781
2018-09-27,118.4000015258789
2018-10-29,117.54000091552734
2019-10-16,115.6500015258789
2019-12-16,117.11000061035156
2020-03-04,114.12000274658203
2020-05-22,112.68000030517578
2019-10-01,109.93000030517578
2019-12-19,108.41000366210938
2018-09-10,108.63999938964844
2019-05-24,110.55000305175781
2018-08-09,112.51000213623047
2019-04-22,111.52999877929688
2019-03-21,110.19999694824219
2019-01-16,108.11000061035156
2019-08-28,110.55999755859375
2018-11-13,112.37999725341797
2018-10-12,114.41000366210938
2019-06-25,111.5
2020-03-10,113.0199966430664
2020-05-28,113.06999969482422
2019-10-07,112.44000244140625
2020-03-13,114.97000122070312
2019-10-10,115.26000213623047
2020-03-16,114.9000015258789
2020-06-03,115.76000213623047
2018-11-28,114.30000305175781
2018-09-25,115.06999969482422
2018-07-23,115.95999908447266
2018-08-24,117.0
2019-07-10,115.37000274658203
2019-05-07,115.83000183105469
2019-04-05,117.25
2019-03-04,117.94000244140625
2019-01-31,119.36000061035156
2019-09-12,121.69000244140625
2019-12-31,123.93000030517578
2020-03-19,125.36000061035156
2020-01-03,126.27999877929688
2020-06-09,129.05999755859375
2019-02-15,126.3499984741211
2019-01-14,125.86000061035156
2018-07-06,125.08000183105469
2018-08-07,125.5
2018-10-10,126.44000244140625
2018-12-13,124.30999755859375
2019-08-26,127.97000122070312
2019-07-25,126.61000061035156
2019-05-22,126.72000122070312
2019-03-19,125.73999786376953
2020-01-06,125.45999908447266
2020-03-25,126.6500015258789
2020-06-12,122.80999755859375
2019-10-22,123.9800033569336
2020-01-09,123.62000274658203
2020-06-15,124.20999908447266
2019-10-25,124.62999725341797
2020-03-31,122.47000122070312
2020-06-18,120.70999908447266
2019-04-03,120.33000183105469
2018-08-22,119.27999877929688
2018-10-25,119.52999877929688
2019-01-29,120.13999938964844
2018-12-28,121.05000305175781
2018-11-26,120.87999725341797
2019-08-09,121.1500015258789
2019-07-08,121.3499984741211
