Dates,EXPE
2018-06-20,124.9000015258789
2018-06-21,123.62999725341797
2018-06-25,124.83000183105469
2018-06-22,122.88999938964844
2018-06-26,122.02999877929688
2018-06-27,120.33999633789062
2018-06-28,120.5
2018-06-29,120.19000244140625
2018-07-02,121.80000305175781
2018-07-03,123.25
2018-07-05,123.83000183105469
2018-07-16,126.0
2018-09-18,127.01000213623047
2019-01-24,127.26000213623047
2019-09-05,125.13999938964844
2018-11-21,127.37000274658203
2020-01-13,126.94999694824219
2020-04-01,126.66000366210938
2020-06-19,128.7899932861328
2019-10-29,127.48999786376953
2020-01-16,127.80999755859375
2020-06-22,125.5
2018-10-03,126.37999725341797
2018-07-31,127.23999786376953
2019-03-12,127.55999755859375
2019-02-08,125.80000305175781
2019-01-07,137.7899932861328
2018-12-06,134.80999755859375
2019-08-19,133.83999633789062
2019-07-18,133.72999572753906
2019-05-15,132.85000610351562
2019-09-20,132.10000610351562
2019-11-01,133.08999633789062
2020-04-07,133.0399932861328
2020-06-25,131.7100067138672
2020-06-16,132.74000549316406
2019-11-04,131.88999938964844
2020-01-22,131.49000549316406
2019-11-07,133.49000549316406
2020-04-13,131.6999969482422
2019-07-01,131.1999969482422
2019-05-30,131.02999877929688
2018-08-15,131.55999755859375
2018-10-18,131.50999450683594
2019-03-27,128.8800048828125
2019-01-22,128.9199981689453
2018-12-21,130.22000122070312
2019-09-03,131.89999389648438
2018-11-19,131.55999755859375
2019-08-02,132.77999877929688
2020-01-28,131.4499969482422
2020-04-16,130.5
2019-11-13,127.37000274658203
2020-01-31,123.8499984741211
2018-12-04,124.52999877929688
2018-11-02,128.82000732421875
2019-07-16,129.0500030517578
2018-08-30,129.77000427246094
2018-10-01,131.24000549316406
2019-06-14,130.41000366210938
2019-05-13,129.74000549316406
2019-04-11,128.97999572753906
2019-02-06,130.67999267578125
2019-09-18,132.77999877929688
2020-02-03,134.42999267578125
2020-04-22,133.72999572753906
2019-11-19,132.2100067138672
2020-02-06,130.77999877929688
2019-11-22,131.63999938964844
2019-03-25,131.5
2019-02-21,130.47999572753906
2018-12-19,130.32000732421875
2018-07-12,128.9600067138672
2018-09-14,129.3699951171875
2018-08-13,126.94000244140625
2018-10-16,123.7300033569336
2019-07-31,122.58999633789062
2019-05-28,121.36000061035156
2019-04-26,116.76000213623047
2020-04-28,115.69000244140625
2019-11-25,118.55999755859375
2020-02-12,118.55000305175781
2020-05-01,121.91000366210938
2020-05-04,120.55000305175781
2019-06-12,118.44000244140625
2019-04-09,118.31999969482422
2019-03-08,118.5
2019-02-04,117.20999908447266
2018-07-27,114.22000122070312
2018-08-28,117.56999969482422
2019-01-03,120.5
2019-08-15,121.7300033569336
2018-10-31,124.48999786376953
2019-09-16,125.43000030517578
2020-02-18,127.62000274658203
2020-05-07,126.51000213623047
2018-08-17,126.88999938964844
2019-12-04,125.02999877929688
2020-02-21,128.3800048828125
2018-12-17,125.43000030517578
2019-08-30,124.04000091552734
2018-11-15,122.25
2019-07-29,122.37999725341797
2019-06-27,121.93000030517578
2019-04-24,119.75
2018-07-10,116.94999694824219
2018-09-12,113.0999984741211
2019-02-19,111.62000274658203
2019-01-18,113.08999633789062
2020-02-24,113.13999938964844
2020-05-13,116.58000183105469
2019-12-10,117.54000091552734
2020-02-27,120.16000366210938
2019-12-13,119.73999786376953
2020-05-19,120.79000091552734
2019-03-06,120.6500015258789
2018-11-30,118.77999877929688
2019-08-13,120.6500015258789
2019-07-12,118.23999786376953
2019-06-10,118.77999877929688
2019-05-09,118.3499984741211
2018-07-25,121.0999984741211
2018-09-27,119.58999633789062
2018-10-29,118.36000061035156
2019-10-16,116.93000030517578
2019-12-16,118.26000213623047
2020-03-04,115.1500015258789
2020-05-22,114.30999755859375
2019-10-01,110.1500015258789
2019-12-19,109.0999984741211
2018-09-10,114.19999694824219
2019-05-24,114.37000274658203
2018-08-09,113.29000091552734
2019-04-22,112.6500015258789
2019-03-21,111.9800033569336
2019-01-16,108.5199966430664
2019-08-28,113.08999633789062
2018-11-13,114.55999755859375
2018-10-12,116.97000122070312
2019-06-25,114.62000274658203
2020-03-10,114.19999694824219
2020-05-28,114.22000122070312
2019-10-07,115.20999908447266
2020-03-13,116.7300033569336
2019-10-10,116.0
2020-03-16,116.70999908447266
2020-06-03,118.4800033569336
2018-11-28,115.6500015258789
2018-09-25,116.6500015258789
2018-07-23,117.41999816894531
2018-08-24,117.11000061035156
2019-07-10,117.04000091552734
2019-05-07,117.08000183105469
