Dates,EXPE
2018-06-20,124.69000244140625
2018-06-21,125.62999725341797
2018-06-25,124.58000183105469
2018-06-22,124.06999969482422
2018-06-26,122.75
2018-06-27,122.62999725341797
2018-06-28,120.16999816894531
2018-06-29,121.62000274658203
2018-07-02,119.62000274658203
2018-07-03,122.4000015258789
2018-07-05,123.66000366210938
2018-07-16,124.29000091552734
2018-09-18,126.43000030517578
2019-01-24,127.25
2019-09-05,126.12999725341797
2018-11-21,125.29000091552734
2020-01-13,127.45999908447266
2020-04-01,126.83000183105469
2020-06-19,125.75
2019-10-29,128.4199981689453
2020-01-16,127.30999755859375
2020-06-22,127.33000183105469
2018-10-03,125.41999816894531
2018-07-31,127.5999984741211
2019-03-12,126.75
2019-02-08,127.72000122070312
2019-01-07,138.07000732421875
2018-12-06,137.0
2019-08-19,134.6699981689453
2019-07-18,133.17999267578125
2019-05-15,131.88999938964844
2019-09-20,132.92999267578125
2019-11-01,131.80999755859375
2020-04-07,134.0
2020-06-25,132.66000366210938
2020-06-16,130.9600067138672
2019-11-04,132.16000366210938
2020-01-22,132.5
2019-11-07,132.0
2020-04-13,132.5500030517578
2019-07-01,133.27999877929688
2019-05-30,131.10000610351562
2018-08-15,130.86000061035156
2018-10-18,131.52000427246094
2019-03-27,130.2100067138672
2019-01-22,128.8800048828125
2018-12-21,129.05999755859375
2019-09-03,130.36000061035156
2018-11-19,131.6999969482422
2019-08-02,132.1199951171875
2020-01-28,132.0500030517578
2020-04-16,130.82000732421875
2019-11-13,130.13999938964844
2020-01-31,126.98999786376953
2018-12-04,124.52999877929688
2018-11-02,123.80999755859375
2019-07-16,129.13999938964844
2018-08-30,127.55000305175781
2018-10-01,126.69999694824219
2019-06-14,131.60000610351562
2019-05-13,130.7899932861328
2019-04-11,129.72999572753906
2019-02-06,129.0500030517578
2019-09-18,130.5
2020-02-03,133.3699951171875
2020-04-22,134.99000549316406
2019-11-19,132.94000244140625
2020-02-06,132.52000427246094
2019-11-22,131.07000732421875
2019-03-25,132.0
2019-02-21,130.9499969482422
2018-12-19,131.44000244140625
2018-07-12,130.38999938964844
2018-09-14,128.13999938964844
2018-08-13,129.1300048828125
2018-10-16,127.0999984741211
2019-07-31,123.12999725341797
2019-05-28,122.12999725341797
2019-04-26,121.02999877929688
2020-04-28,117.12999725341797
2019-11-25,118.86000061035156
2020-02-12,118.2300033569336
2020-05-01,118.83000183105469
2020-05-04,121.45999908447266
2019-06-12,119.81999969482422
2019-04-09,119.16999816894531
2019-03-08,119.16999816894531
2019-02-04,116.05999755859375
2018-07-27,118.0
2018-08-28,115.31999969482422
2019-01-03,122.66000366210938
2019-08-15,122.22000122070312
2018-10-31,121.27999877929688
2019-09-16,125.87000274658203
2020-02-18,125.66000366210938
2020-05-07,128.27999877929688
2018-08-17,126.58999633789062
2019-12-04,126.22000122070312
2020-02-21,126.52999877929688
2018-12-17,128.25
2019-08-30,124.94999694824219
2018-11-15,123.87000274658203
2019-07-29,122.97000122070312
2019-06-27,123.01000213623047
2019-04-24,121.01000213623047
2018-07-10,118.6500015258789
2018-09-12,117.2300033569336
2019-02-19,111.05000305175781
2019-01-18,112.47000122070312
2020-02-24,112.5999984741211
2020-05-13,115.0999984741211
2019-12-10,115.70999908447266
2020-02-27,118.0
2019-12-13,119.4000015258789
2020-05-19,120.16000366210938
2019-03-06,123.30000305175781
2018-11-30,120.13999938964844
2019-08-13,116.62000274658203
2019-07-12,120.43000030517578
2019-06-10,118.01000213623047
2019-05-09,120.55999755859375
2018-07-25,119.80000305175781
2018-09-27,121.41999816894531
2018-10-29,118.55000305175781
2019-10-16,117.66999816894531
2019-12-16,117.83999633789062
2020-03-04,118.58000183105469
2020-05-22,115.0
2019-10-01,114.19000244140625
2019-12-19,109.70999908447266
2018-09-10,109.80999755859375
2019-05-24,112.2699966430664
2018-08-09,114.06999969482422
2019-04-22,114.33000183105469
2019-03-21,110.4000015258789
2019-01-16,111.16999816894531
2019-08-28,111.04000091552734
2018-11-13,112.91999816894531
2018-10-12,115.44000244140625
2019-06-25,113.66000366210938
2020-03-10,113.4800033569336
2020-05-28,113.48999786376953
2019-10-07,112.8499984741211
2020-03-13,115.4000015258789
2019-10-10,116.69999694824219
2020-03-16,115.45999908447266
2020-06-03,118.0
2018-11-28,117.02999877929688
2018-09-25,116.05000305175781
2018-07-23,116.54000091552734
2018-08-24,117.75
2019-07-10,115.80000305175781
2019-05-07,117.0
2019-04-05,117.88999938964844
2019-03-04,119.12000274658203
2019-01-31,119.5199966430664
2019-09-12,121.77999877929688
2019-12-31,124.23999786376953
2020-03-19,126.5999984741211
2020-01-03,127.18000030517578
2020-06-09,135.0
2019-02-15,131.0
2019-01-14,127.63999938964844
2018-07-06,125.98999786376953
2018-08-07,126.08000183105469
2018-10-10,127.25
2018-12-13,124.55999755859375
2019-08-26,128.27999877929688
2019-07-25,128.3300018310547
2019-05-22,128.27999877929688
2019-03-19,127.81999969482422
2020-01-06,125.94999694824219
2020-03-25,126.9000015258789
2020-06-12,126.30000305175781
2019-10-22,125.18000030517578
2020-01-09,126.04000091552734
2020-06-15,125.05999755859375
2019-10-25,125.93000030517578
2020-03-31,125.0
2020-06-18,121.7699966430664
2019-04-03,122.05999755859375
2018-08-22,121.9800033569336
2018-10-25,120.5199966430664
2019-01-29,121.0199966430664
2018-12-28,121.33000183105469
2018-11-26,121.44999694824219
2019-08-09,121.43000030517578
2019-07-08,122.55000305175781
2019-06-06,122.48999786376953
2019-09-10,123.69999694824219
2020-01-15,120.93000030517578
2020-04-03,123.16999816894531
2019-10-31,122.62999725341797
2020-04-06,120.0199966430664
2020-06-24,119.8499984741211
2018-11-09,120.55000305175781
2019-07-23,120.0
2019-06-21,121.5
2019-05-20,122.2300033569336
2019-04-18,123.16000366210938
2018-09-06,122.25
2018-10-08,123.11000061035156
2019-02-13,123.8499984741211
2018-12-11,124.47000122070312
2019-09-25,125.0999984741211
2020-01-21,126.19000244140625
2020-04-09,127.95999908447266
2019-11-06,126.58999633789062
2020-01-24,125.16999816894531
2020-01-27,124.33999633789062
2020-04-15,124.44999694824219
2018-12-26,126.0
2019-08-07,124.62000274658203
2019-06-04,125.88999938964844
2018-09-21,127.61000061035156
2018-07-19,129.38999938964844
2018-08-20,130.02999877929688
2018-10-23,128.55999755859375
2019-05-03,124.38999938964844
2019-04-01,124.5199966430664
2019-02-28,123.0999984741211
2019-11-12,122.2300033569336
2020-01-30,120.05999755859375
2019-11-15,120.2300033569336
2020-04-21,116.16999816894531
2019-04-16,117.55000305175781
2019-03-15,118.69999694824219
2019-02-11,119.33000183105469
2019-01-10,117.75
2019-08-22,115.23999786376953
2018-11-07,117.25
2018-08-03,116.26000213623047
2018-09-04,114.58000183105469
2019-06-19,117.0
2019-09-23,116.04000091552734
2019-11-18,115.44000244140625
2020-02-05,116.11000061035156
2020-04-24,115.16999816894531
2019-03-29,114.62000274658203
2019-11-21,117.01000213623047
2020-04-27,120.19999694824219
2020-02-11,121.0
2020-04-30,120.87999725341797
2019-05-01,123.19999694824219
2019-02-26,122.51000213623047
2019-01-25,122.88999938964844
2018-12-24,124.91000366210938
2019-09-06,125.79000091552734
2018-07-17,126.62999725341797
2018-09-19,127.69000244140625
2019-08-05,127.33999633789062
2019-10-08,130.0
2019-12-11,129.67999267578125
2019-11-27,131.0
2020-02-14,130.82000732421875
2020-05-06,130.0399932861328
2019-01-08,128.38999938964844
2018-12-07,130.38999938964844
