Dates,EXPE
2018-06-20,122.40223693847656
2018-06-21,121.15763854980469
2018-06-25,122.3336410522461
2018-06-22,120.43242645263672
2018-06-26,119.58963012695312
2018-06-27,117.93344116210938
2018-06-28,118.0902328491211
2018-06-29,117.78643798828125
2018-07-02,119.3642349243164
2018-07-03,120.78524017333984
2018-07-05,121.3536376953125
2018-07-16,123.48023223876953
2018-09-18,124.47004699707031
2019-01-24,124.71504211425781
2019-09-05,122.637451171875
2018-11-21,124.8228530883789
2020-01-13,124.41123962402344
2020-04-01,124.1270523071289
2020-06-19,126.21443176269531
2019-10-29,124.94043731689453
2020-01-16,125.25404357910156
2020-06-22,122.99024200439453
2018-10-03,123.8526382446289
2018-07-31,124.69544219970703
2019-03-12,125.00904083251953
2019-02-08,123.28424072265625
2019-01-07,135.0344696044922
2018-12-06,132.11407470703125
2019-08-19,131.16346740722656
2019-07-18,131.05564880371094
2019-05-15,130.19325256347656
2019-09-20,129.458251953125
2019-11-01,130.42843627929688
2020-04-07,130.37942504882812
2020-06-25,129.07606506347656
2020-06-16,130.08546447753906
2019-11-04,129.25244140625
2020-01-22,128.86045837402344
2019-11-07,130.82046508789062
2020-04-13,129.0662384033203
2019-07-01,128.57626342773438
2019-05-30,128.40965270996094
2018-08-15,128.92904663085938
2018-10-18,128.8800506591797
2019-03-27,126.6107406616211
2019-01-22,126.6500244140625
2018-12-21,127.9271240234375
2019-09-03,129.5775604248047
2018-11-19,129.2435302734375
2019-08-02,130.4420623779297
2020-01-28,129.13548278808594
2020-04-16,128.2022247314453
2019-11-13,125.12732696533203
2020-01-31,121.66929626464844
2018-12-04,122.33732604980469
2018-11-02,126.55178833007812
2019-07-16,126.7777328491211
2018-08-30,127.48507690429688
2018-10-01,128.92918395996094
2019-06-14,128.11380004882812
2019-05-13,127.45559692382812
2019-04-11,126.7089614868164
2019-02-06,128.3790283203125
2019-09-18,130.4420623779297
2020-02-03,132.06301879882812
2020-04-22,131.37533569335938
2019-11-19,129.88211059570312
2020-02-06,128.47727966308594
2019-11-22,129.3221435546875
2019-03-25,129.18458557128906
2019-02-21,128.1825408935547
2018-12-19,128.025390625
2018-07-12,126.68932342529297
2018-09-14,127.09209442138672
2018-08-13,124.70489501953125
2018-10-16,121.5514144897461
2019-07-31,120.43148040771484
2019-05-28,119.22313690185547
2019-04-26,114.70413208007812
2020-04-28,113.6529769897461
2019-11-25,116.4724349975586
2020-02-12,116.4626235961914
2020-05-01,119.76346588134766
2020-05-04,118.42740631103516
2019-06-12,116.35455322265625
2019-04-09,116.23666381835938
2019-03-08,116.41349029541016
2019-02-04,115.14620971679688
2018-07-27,112.20885467529297
2018-08-28,115.4998779296875
2019-01-03,118.37828826904297
2019-08-15,119.58663177490234
2018-10-31,122.29801940917969
2019-09-16,123.22148132324219
2020-02-18,125.37291717529297
2020-05-07,124.28246307373047
2018-08-17,124.65577697753906
2019-12-04,122.82852172851562
2020-02-21,126.11953735351562
2018-12-17,123.22148132324219
2019-08-30,121.85594940185547
2018-11-15,120.09746551513672
2019-07-29,120.22518157958984
2019-06-27,120.09712219238281
2019-04-24,117.94990539550781
2018-07-10,115.19198608398438
2018-09-12,111.39986419677734
2019-02-19,109.9421157836914
2019-01-18,111.3900146484375
2020-02-24,111.43927001953125
2020-05-13,114.82756042480469
2019-12-10,115.77312469482422
2020-02-27,118.35375213623047
2019-12-13,117.9400634765625
2020-05-19,118.97427368164062
2019-03-06,118.83637237548828
2018-11-30,116.99447631835938
2019-08-13,118.83637237548828
2019-07-12,116.46259307861328
2019-06-10,116.99447631835938
2019-05-09,116.5709457397461
2018-07-25,119.27961730957031
2018-09-27,117.79231262207031
2018-10-29,116.58080291748047
2019-10-16,115.17229461669922
2019-12-16,116.48230743408203
2020-03-04,113.41905212402344
2020-05-22,112.5916748046875
2019-10-01,108.49420928955078
2019-12-19,107.4599838256836
2018-09-10,112.48332977294922
2019-05-24,112.65077209472656
2018-08-09,111.5870132446289
2019-04-22,110.9566421508789
2019-03-21,110.29670715332031
2019-01-16,106.88871002197266
2019-08-28,111.3900146484375
2018-11-13,112.8379135131836
2018-10-12,115.2116928100586
2019-06-25,112.89701843261719
2020-03-10,112.48332977294922
2020-05-28,112.5030288696289
2019-10-07,113.47815704345703
2020-03-13,114.97529602050781
2019-10-10,114.25627136230469
2020-03-16,114.95559692382812
2020-06-03,116.6989974975586
2018-11-28,113.91153717041016
2018-09-25,114.89649963378906
2018-07-23,115.65492248535156
2018-08-24,115.3495864868164
2019-07-10,115.28064727783203
2019-05-07,115.3200454711914
2019-04-05,117.6248550415039
2019-03-04,117.45741271972656
2019-01-31,120.13653564453125
2019-09-12,121.68292999267578
2019-12-31,124.31278991699219
2020-03-19,125.95768737792969
2020-01-03,125.94784545898438
2020-06-09,128.8338165283203
2019-02-15,124.72647857666016
2019-01-14,124.67723846435547
2018-07-06,125.54399871826172
2018-08-07,124.85453033447266
2018-10-10,125.17957305908203
2018-12-13,126.32212829589844
2019-08-26,126.65701293945312
2019-07-25,126.17439270019531
2019-05-22,125.07122802734375
2019-03-19,124.2635498046875
2020-01-06,125.64249420166016
2020-03-25,126.27287292480469
2020-06-12,121.45639038085938
2019-10-22,123.38692474365234
2020-01-09,123.12098693847656
2020-06-15,124.07640075683594
2019-10-25,123.7110366821289
2020-03-31,121.61759185791016
2020-06-18,119.84013366699219
2019-04-03,120.34374237060547
2018-08-22,119.040283203125
2018-10-25,118.97115325927734
2019-01-29,119.28713989257812
2018-12-28,120.03762817382812
2018-11-26,119.63276672363281
2019-08-09,120.70911407470703
2019-07-08,120.93622589111328
2019-06-06,122.54581451416016
2019-09-10,120.11662292480469
2020-01-15,120.55111694335938
2020-04-03,120.57086181640625
2019-10-31,118.29967498779297
2020-04-06,117.56893157958984
2020-06-24,117.50968933105469
2018-11-09,118.74403381347656
2019-07-23,118.93165588378906
2019-06-21,120.54122924804688
2019-05-20,121.01522827148438
2019-04-18,120.96585083007812
2018-09-06,121.66696166992188
2018-10-08,122.38782501220703
2019-02-13,122.60507202148438
2018-12-11,123.02967834472656
2019-09-25,124.21464538574219
2020-01-21,123.87890625
2020-04-09,124.41214752197266
2019-11-06,123.25679779052734
2020-01-24,122.95068359375
2020-01-27,122.79267883300781
2020-04-15,124.30352783203125
2018-12-26,122.9309310913086
2019-08-07,123.65179443359375
2019-06-04,126.15997314453125
2018-09-21,128.3521728515625
2018-07-19,128.2139434814453
2018-08-20,127.19681549072266
