Dates,EXPE
2018-12-27,66.05999755859375
2019-09-09,63.0
2020-03-02,62.380001068115234
2020-05-20,61.18000030517578
2019-12-17,59.939998626708984
2020-03-05,63.77000045776367
2019-02-12,63.279998779296875
2019-01-11,58.59000015258789
2018-12-10,64.12000274658203
2019-08-23,67.36000061035156
2018-11-08,67.23999786376953
2019-07-22,69.68000030517578
2019-06-20,73.25
2018-09-05,76.54000091552734
2019-04-17,73.9800033569336
2019-09-24,69.91000366210938
2019-12-20,67.44000244140625
2020-05-26,68.41000366210938
2019-04-30,65.9800033569336
2019-12-23,67.30000305175781
2020-03-11,69.48999786376953
2020-05-29,69.37999725341797
2019-12-26,68.41999816894531
2020-06-01,64.75
2019-05-02,64.5199966430664
2019-02-27,67.16000366210938
2018-11-23,80.45999908447266
2019-08-06,79.44999694824219
2018-07-18,79.88999938964844
2018-09-20,83.11000061035156
2018-10-22,78.73999786376953
2019-07-05,86.3499984741211
2019-06-03,86.87999725341797
2019-10-09,81.9800033569336
2019-10-11,80.13999938964844
2020-03-17,83.16999816894531
2020-06-04,84.62999725341797
2019-10-14,89.7699966430664
2020-03-20,91.41000366210938
2018-11-06,95.26000213623047
2019-06-18,97.58999633789062
2019-05-17,91.8499984741211
2019-04-15,89.75
2019-03-14,83.7300033569336
2019-01-09,84.2300033569336
2018-08-02,84.91000366210938
2018-10-05,89.18000030517578
2019-08-21,86.08000183105469
2019-10-17,86.69999694824219
2020-03-23,86.2699966430664
2020-06-10,83.2699966430664
2019-02-25,87.02999877929688
2020-01-07,86.27999877929688
2020-03-26,82.9000015258789
2019-10-23,83.94999694824219
