Dates,EXPE
2019-09-16,2391600.0
2020-02-18,1912500.0
2020-05-07,1612300.0
2018-08-17,1750600.0
2019-12-04,2118300.0
2020-02-21,1839800.0
2018-12-17,1678500.0
2019-08-30,1676200.0
2018-11-15,1562500.0
2019-07-29,1210200.0
2019-06-27,1598000.0
2019-04-24,2799600.0
2018-07-10,2373200.0
2018-09-12,2037500.0
2019-02-19,1983800.0
2019-01-18,1421200.0
2020-02-24,573500.0
2020-05-13,1272000.0
2019-12-10,981800.0
2020-02-27,1286500.0
2019-12-13,1109300.0
2020-05-19,1316100.0
2019-03-06,1368000.0
2018-11-30,1520800.0
2019-08-13,1519900.0
2019-07-12,1888800.0
2019-06-10,1570700.0
2019-05-09,1576800.0
2018-07-25,1401000.0
2018-09-27,1161500.0
2018-10-29,986300.0
2019-10-16,1531300.0
2019-12-16,1171400.0
2020-03-04,2155400.0
2020-05-22,1625300.0
2019-10-01,2916500.0
2019-12-19,718900.0
2018-09-10,1903100.0
2019-05-24,1347800.0
2018-08-09,1364800.0
2019-04-22,1162500.0
2019-03-21,1235100.0
2019-01-16,1645100.0
2019-08-28,2289200.0
2018-11-13,1232100.0
2018-10-12,1777200.0
2019-06-25,2859000.0
2020-03-10,1506100.0
2020-05-28,1001100.0
2019-10-07,1475600.0
2020-03-13,1324000.0
2019-10-10,915300.0
2020-03-16,1208600.0
2020-06-03,973500.0
2018-11-28,1241800.0
2018-09-25,1286700.0
2018-07-23,959700.0
2018-08-24,1206400.0
2019-07-10,939600.0
2019-05-07,732700.0
2019-04-05,1114100.0
2019-03-04,1289800.0
2019-01-31,1400700.0
2019-09-12,1812400.0
2019-12-31,2294300.0
2020-03-19,1858400.0
2020-01-03,3283400.0
2020-06-09,5798900.0
2019-02-15,2479000.0
2019-01-14,2603600.0
2018-07-06,1632000.0
2018-08-07,1253300.0
2018-10-10,1488100.0
2018-12-13,1410200.0
2019-08-26,951600.0
2019-07-25,1161700.0
2019-05-22,1190800.0
2019-03-19,1444000.0
2020-01-06,1639600.0
2020-03-25,1628500.0
2020-06-12,2602400.0
2019-10-22,1330900.0
2020-01-09,1262700.0
2020-06-15,1235000.0
2019-10-25,1363100.0
2020-03-31,1912600.0
2020-06-18,1242500.0
2019-04-03,1633500.0
2018-08-22,1534400.0
2018-10-25,1284800.0
2019-01-29,1088500.0
2018-12-28,1843700.0
2018-11-26,1857600.0
2019-08-09,1339900.0
2019-07-08,1122200.0
2019-06-06,890300.0
2019-09-10,1219600.0
2020-01-15,1024500.0
2020-04-03,2181400.0
2019-10-31,1860600.0
2020-04-06,1380400.0
2020-06-24,1688800.0
2018-11-09,2331600.0
2019-07-23,1953100.0
2019-06-21,1962100.0
2019-05-20,794500.0
2019-04-18,1080200.0
2018-09-06,1435900.0
2018-10-08,908500.0
2019-02-13,752600.0
2018-12-11,687400.0
2019-09-25,1066500.0
2020-01-21,869200.0
2020-04-09,2014400.0
2019-11-06,1985400.0
2020-01-24,1154600.0
2020-01-27,1591200.0
2020-04-15,1631600.0
2018-12-26,1252900.0
2019-08-07,1328200.0
2019-06-04,1850100.0
2018-09-21,1791500.0
2018-07-19,1800000.0
2018-08-20,1604100.0
2018-10-23,2238300.0
2019-05-03,3869900.0
2019-04-01,1889200.0
2019-02-28,2425200.0
2019-11-12,1574600.0
2020-01-30,1550700.0
2019-11-15,2343000.0
2020-04-21,2155100.0
2019-04-16,2271200.0
2019-03-15,1724500.0
2019-02-11,2238700.0
2019-01-10,1793100.0
2019-08-22,2485800.0
2018-11-07,1450700.0
2018-08-03,1029900.0
2018-09-04,1417300.0
2019-06-19,1416800.0
2019-09-23,1588700.0
2019-11-18,1460200.0
2020-02-05,1381700.0
2020-04-24,1422800.0
2019-03-29,1738300.0
2019-11-21,2118100.0
2020-04-27,1543900.0
2020-02-11,1949200.0
2020-04-30,1384700.0
2019-05-01,1468200.0
2019-02-26,1376800.0
2019-01-25,1209700.0
2018-12-24,1308700.0
2019-09-06,1632500.0
2018-07-17,1357900.0
2018-09-19,1308600.0
2019-08-05,1692100.0
2019-10-08,1305100.0
2019-12-11,1731200.0
2019-11-27,1047400.0
2020-02-14,1007900.0
2020-05-06,1502400.0
2019-01-08,1029500.0
2018-12-07,1710100.0
2019-08-20,1280900.0
2018-11-05,1047500.0
2019-07-19,733600.0
2018-10-04,736400.0
2019-06-17,1127600.0
2019-05-16,827200.0
2018-08-01,1143600.0
2019-03-13,994900.0
2019-12-03,1044700.0
2020-02-20,1472600.0
2019-12-06,1314600.0
2020-05-12,1229800.0
2019-12-09,1459800.0
2020-02-26,1554700.0
2020-05-15,1717400.0
2019-03-28,1239900.0
2018-09-17,1832100.0
2018-08-16,2320600.0
2018-10-19,9142800.0
2019-04-29,2162000.0
2019-01-23,2853600.0
2019-09-04,2543400.0
2018-11-20,2839100.0
2019-07-02,2430500.0
2019-05-31,1716000.0
2019-12-12,1472000.0
2020-05-18,1740700.0
2019-09-27,1963800.0
2020-03-03,1627300.0
2020-05-21,1387800.0
2019-05-14,1336400.0
2018-08-31,2121600.0
2018-07-30,1386700.0
2018-10-02,1053000.0
2019-04-12,2582000.0
2019-03-11,1099400.0
2019-02-07,1005000.0
2019-07-17,1048000.0
2019-09-19,1363200.0
2019-10-21,1040100.0
2019-12-18,1358700.0
2020-03-06,993600.0
2019-10-03,1346300.0
2020-03-09,760800.0
2020-05-27,1052500.0
2019-12-24,1049500.0
2020-03-12,1384200.0
2018-12-20,1406700.0
2019-08-01,1772700.0
2018-08-14,1789100.0
2018-07-13,1250300.0
2018-10-17,1216700.0
2019-05-29,1074900.0
2019-03-26,1272600.0
2019-02-22,1396500.0
2019-10-04,1744300.0
2019-11-05,1998000.0
2019-12-27,2206200.0
2020-06-02,1428500.0
2019-12-30,1820200.0
2020-03-18,1407700.0
2020-06-05,1292100.0
2019-07-15,1296100.0
2018-12-03,1223400.0
2019-06-13,990700.0
2019-01-04,1501000.0
2018-08-29,1197100.0
2019-02-05,896300.0
2018-11-01,800800.0
2019-08-16,727900.0
2019-04-10,774700.0
2019-09-17,1279600.0
2019-10-15,1287700.0
2020-01-02,935000.0
2020-06-08,977800.0
2019-10-18,1008000.0
2020-03-24,711100.0
2020-06-11,1061900.0
2020-01-08,1014700.0
2019-04-25,968900.0
2019-07-30,1122600.0
2019-02-20,2139800.0
2018-07-11,2345700.0
2018-09-13,949600.0
2018-10-15,1089400.0
2019-06-28,971000.0
2018-12-18,1156900.0
2018-11-16,1661600.0
2019-10-02,1969700.0
2020-03-27,1916300.0
2020-01-10,3347900.0
2019-10-24,30819900.0
2020-03-30,10007800.0
2020-06-17,5832100.0
2020-01-14,7972400.0
2020-04-02,3335400.0
2019-01-02,3483800.0
2019-08-14,2935700.0
2018-10-30,3256300.0
2019-06-11,3096700.0
2019-05-10,2387600.0
2019-04-08,2572600.0
2018-08-27,2782800.0
2018-07-26,2842800.0
2018-09-28,2871300.0
2019-03-07,2719700.0
2019-10-30,1759800.0
2020-01-17,2958100.0
2020-06-23,2335100.0
2020-04-08,16733800.0
2020-06-26,5457000.0
2019-03-22,4764800.0
2019-01-17,2824000.0
2019-08-29,4827300.0
2018-11-14,2505600.0
2019-06-26,2346900.0
2018-09-11,2110500.0
2018-07-09,2272900.0
2018-08-10,3523600.0
2019-04-23,3007000.0
2019-09-30,3695000.0
2020-01-23,5047900.0
2019-11-08,2543300.0
2020-04-14,1684700.0
2019-11-11,1847900.0
2020-01-29,1647100.0
2020-04-17,1555600.0
2018-07-24,1824500.0
2018-09-26,3481200.0
2019-05-08,2027100.0
2019-03-05,2218300.0
2019-02-01,1813100.0
2018-12-31,1990000.0
2018-11-29,1746000.0
2019-08-12,1781500.0
2019-07-11,1544700.0
2019-09-13,1159300.0
2019-11-14,2080600.0
2020-04-20,1650300.0
2020-02-04,1795100.0
2020-04-23,3218400.0
2018-12-14,1578400.0
2019-08-27,3225400.0
2018-08-08,1693600.0
2018-10-11,2036500.0
2018-11-12,1666900.0
2019-07-26,1239400.0
2019-06-24,2083400.0
2019-05-23,3281400.0
2019-03-20,2970800.0
2019-01-15,1825900.0
2019-11-20,1238700.0
2020-02-07,1233200.0
2020-02-10,1798900.0
2020-04-29,2039300.0
2019-11-26,2065300.0
2020-02-13,2656800.0
2019-01-30,3732300.0
2018-08-23,10382900.0
2018-09-24,3219000.0
2018-11-27,3216900.0
2018-10-26,2184400.0
2019-07-09,2060400.0
2019-06-07,4563600.0
2019-05-06,3447200.0
2019-04-04,5075600.0
2019-09-11,6147800.0
2019-11-29,5329400.0
2020-05-05,4849000.0
2019-12-02,3376400.0
2020-02-19,3954200.0
2020-05-08,4449800.0
2019-05-21,4773900.0
2019-03-18,4359000.0
2018-09-07,3947700.0
2018-08-06,6358200.0
2018-10-09,6498800.0
2019-02-14,9199200.0
2018-12-12,5743800.0
2019-07-24,7689200.0
2019-09-26,7369900.0
2019-10-28,8405200.0
2019-12-05,7312100.0
2020-05-11,6602100.0
2019-07-03,4982600.0
2020-02-25,5872200.0
2020-05-14,5244600.0
2020-02-28,4990300.0
2019-08-08,5845600.0
2019-06-05,4767200.0
2018-07-20,4743100.0
2018-08-21,4987600.0
2018-10-24,3753400.0
2019-04-02,5498800.0
2019-03-01,6205000.0
2019-01-28,5534700.0
2018-12-27,5275700.0
2019-09-09,3206600.0
2020-03-02,4060400.0
2020-05-20,3814700.0
2019-12-17,5386200.0
2020-03-05,4584200.0
2019-02-12,4036800.0
2019-01-11,3911000.0
2018-12-10,5622900.0
2019-08-23,8139300.0
2018-11-08,4399600.0
2019-07-22,4027300.0
2019-06-20,3837500.0
2018-09-05,4846300.0
2019-04-17,4562900.0
2019-09-24,3483200.0
2019-12-20,3071600.0
2020-05-26,5488400.0
2019-04-30,2495600.0
2019-12-23,2542700.0
2020-03-11,2760700.0
2020-05-29,1977500.0
2019-12-26,3290600.0
2020-06-01,4480500.0
2019-05-02,3616100.0
2019-02-27,2886900.0
2018-11-23,12336400.0
2019-08-06,4969000.0
2018-07-18,5891400.0
2018-09-20,11953500.0
2018-10-22,3481800.0
2019-07-05,6863900.0
2019-06-03,7131700.0
2019-10-09,6356100.0
2019-10-11,6801800.0
2020-03-17,3796100.0
2020-06-04,3968200.0
2019-10-14,6050100.0
2020-03-20,3662700.0
2018-11-06,6752500.0
2019-06-18,4695200.0
2019-05-17,4549900.0
2019-04-15,5757600.0
2019-03-14,6088600.0
2019-01-09,3883700.0
2018-08-02,3427300.0
2018-10-05,3604500.0
2019-08-21,3161400.0
2019-10-17,2359100.0
2020-03-23,4972300.0
2020-06-10,2798600.0
2019-02-25,3109200.0
2020-01-07,6730200.0
2020-03-26,3954800.0
2019-10-23,8055900.0
