Dates,MRO
2018-06-20,21.059999465942383
2018-06-21,19.920000076293945
2018-06-25,21.479999542236328
2018-06-22,20.299999237060547
2018-06-26,20.729999542236328
2018-06-27,21.219999313354492
2018-06-28,20.700000762939453
2018-06-29,20.860000610351562
2018-07-02,20.65999984741211
2018-07-03,21.270000457763672
2018-07-05,20.700000762939453
2018-07-16,21.09000015258789
2018-09-18,21.90999984741211
2019-01-24,21.979999542236328
2019-09-05,21.299999237060547
2018-11-21,21.43000030517578
2020-01-13,21.479999542236328
2020-04-01,20.040000915527344
2020-06-19,20.059999465942383
2019-10-29,20.3700008392334
2020-01-16,20.540000915527344
2020-06-22,20.479999542236328
2018-10-03,20.459999084472656
2018-07-31,20.850000381469727
2019-03-12,21.18000030517578
2019-02-08,21.239999771118164
2019-01-07,20.829999923706055
2018-12-06,21.110000610351562
2019-08-19,21.1200008392334
2019-07-18,20.309999465942383
2019-05-15,20.829999923706055
2019-09-20,20.540000915527344
2019-11-01,20.610000610351562
2020-04-07,20.719999313354492
2020-06-25,20.139999389648438
2020-06-16,20.09000015258789
2019-11-04,20.3799991607666
2020-01-22,20.079999923706055
2019-11-07,20.450000762939453
2020-04-13,19.0
2019-07-01,19.31999969482422
2019-05-30,19.829999923706055
2018-08-15,19.979999542236328
2018-10-18,20.209999084472656
2019-03-27,20.8700008392334
2019-01-22,20.780000686645508
2018-12-21,20.610000610351562
2019-09-03,20.8700008392334
2018-11-19,20.700000762939453
2019-08-02,21.770000457763672
2020-01-28,21.6299991607666
2020-04-16,21.510000228881836
2019-11-13,21.059999465942383
2020-01-31,21.209999084472656
2018-12-04,20.360000610351562
2018-11-02,20.520000457763672
2019-07-16,20.350000381469727
2018-08-30,20.540000915527344
2018-10-01,20.559999465942383
2019-06-14,20.670000076293945
2019-05-13,20.8799991607666
2019-04-11,20.8700008392334
2019-02-06,21.5
2019-09-18,21.760000228881836
2020-02-03,21.549999237060547
2020-04-22,21.860000610351562
2019-11-19,22.34000015258789
2020-02-06,22.489999771118164
2019-11-22,22.440000534057617
2019-03-25,22.729999542236328
2019-02-21,23.280000686645508
2018-12-19,23.860000610351562
2018-07-12,23.510000228881836
2018-09-14,23.989999771118164
2018-08-13,23.719999313354492
2018-10-16,23.40999984741211
2019-07-31,22.8799991607666
2019-05-28,22.93000030517578
2019-04-26,21.15999984741211
2020-04-28,19.959999084472656
2019-11-25,20.520000457763672
2020-02-12,20.84000015258789
2020-05-01,21.18000030517578
2020-05-04,20.889999389648438
2019-06-12,20.549999237060547
2019-04-09,20.670000076293945
2019-03-08,20.459999084472656
2019-02-04,19.479999542236328
2018-07-27,18.350000381469727
2018-08-28,18.790000915527344
2019-01-03,18.690000534057617
2019-08-15,18.149999618530273
2018-10-31,18.68000030517578
2019-09-16,18.989999771118164
2020-02-18,18.610000610351562
2020-05-07,18.209999084472656
2018-08-17,18.690000534057617
2019-12-04,18.329999923706055
2020-02-21,18.510000228881836
2018-12-17,18.049999237060547
2019-08-30,17.84000015258789
2018-11-15,17.260000228881836
2019-07-29,16.469999313354492
2019-06-27,16.68000030517578
2019-04-24,17.149999618530273
2018-07-10,17.190000534057617
2018-09-12,17.1200008392334
2019-02-19,15.930000305175781
2019-01-18,16.40999984741211
2020-02-24,15.649999618530273
2020-05-13,16.229999542236328
