Dates,MRO
2018-06-20,20.579999923706055
2018-06-21,19.8799991607666
2018-06-25,20.770000457763672
2018-06-22,20.260000228881836
2018-06-26,20.100000381469727
2018-06-27,20.969999313354492
2018-06-28,20.600000381469727
2018-06-29,20.709999084472656
2018-07-02,20.170000076293945
2018-07-03,20.950000762939453
2018-07-05,20.670000076293945
2018-07-16,20.3799991607666
2018-09-18,21.15999984741211
2019-01-24,21.700000762939453
2019-09-05,21.139999389648438
2018-11-21,21.110000610351562
2020-01-13,21.399999618530273
2020-04-01,19.780000686645508
2020-06-19,19.700000762939453
2019-10-29,19.40999984741211
2020-01-16,20.110000610351562
2020-06-22,20.290000915527344
2018-10-03,20.3799991607666
2018-07-31,20.469999313354492
2019-03-12,20.790000915527344
2019-02-08,21.049999237060547
2019-01-07,20.799999237060547
2018-12-06,21.059999465942383
2019-08-19,20.649999618530273
2019-07-18,20.1200008392334
2019-05-15,19.649999618530273
2019-09-20,20.290000915527344
2019-11-01,20.25
2020-04-07,20.649999618530273
2020-06-25,19.959999084472656
2020-06-16,19.959999084472656
2019-11-04,19.979999542236328
2020-01-22,20.06999969482422
2019-11-07,20.270000457763672
2020-04-13,18.979999542236328
2019-07-01,19.170000076293945
2019-05-30,19.459999084472656
2018-08-15,19.719999313354492
2018-10-18,20.15999984741211
2019-03-27,20.43000030517578
2019-01-22,20.479999542236328
2018-12-21,20.5
2019-09-03,20.65999984741211
2018-11-19,20.450000762939453
2019-08-02,20.920000076293945
2020-01-28,21.479999542236328
2020-04-16,21.290000915527344
2019-11-13,21.040000915527344
2020-01-31,20.799999237060547
2018-12-04,20.1200008392334
2018-11-02,19.829999923706055
2019-07-16,20.350000381469727
2018-08-30,20.079999923706055
2018-10-01,20.40999984741211
2019-06-14,20.200000762939453
2019-05-13,20.600000381469727
2019-04-11,20.780000686645508
2019-02-06,21.0
2019-09-18,21.420000076293945
2020-02-03,21.360000610351562
2020-04-22,21.5
2019-11-19,22.100000381469727
2020-02-06,22.299999237060547
2019-11-22,22.219999313354492
2019-03-25,22.520000457763672
2019-02-21,22.649999618530273
2018-12-19,23.260000228881836
2018-07-12,23.40999984741211
2018-09-14,23.329999923706055
2018-08-13,23.43000030517578
2018-10-16,23.020000457763672
2019-07-31,22.739999771118164
2019-05-28,22.700000762939453
2019-04-26,21.1299991607666
2020-04-28,19.920000076293945
2019-11-25,20.010000228881836
2020-02-12,20.40999984741211
2020-05-01,20.709999084472656
2020-05-04,20.450000762939453
2019-06-12,20.34000015258789
2019-04-09,20.559999465942383
2019-03-08,20.149999618530273
2019-02-04,19.170000076293945
2018-07-27,18.329999923706055
2018-08-28,18.389999389648438
2019-01-03,18.170000076293945
2019-08-15,17.770000457763672
2018-10-31,17.850000381469727
2019-09-16,18.889999389648438
2020-02-18,18.510000228881836
2020-05-07,17.950000762939453
2018-08-17,18.360000610351562
2019-12-04,17.959999084472656
2020-02-21,18.18000030517578
2018-12-17,17.989999771118164
2019-08-30,17.209999084472656
2018-11-15,17.219999313354492
2019-07-29,16.3700008392334
2019-06-27,16.3700008392334
2019-04-24,16.59000015258789
2018-07-10,16.809999465942383
2018-09-12,16.790000915527344
2019-02-19,15.800000190734863
2019-01-18,16.059999465942383
2020-02-24,15.489999771118164
2020-05-13,15.850000381469727
2019-12-10,15.899999618530273
2020-02-27,15.859999656677246
2019-12-13,16.329999923706055
2020-05-19,16.079999923706055
2019-03-06,17.079999923706055
2018-11-30,16.770000457763672
2019-08-13,15.600000381469727
2019-07-12,16.030000686645508
2019-06-10,15.130000114440918
2019-05-09,15.020000457763672
2018-07-25,15.510000228881836
2018-09-27,15.270000457763672
2018-10-29,14.949999809265137
2019-10-16,14.619999885559082
2019-12-16,14.15999984741211
2020-03-04,13.779999732971191
2020-05-22,13.420000076293945
2019-10-01,13.390000343322754
2019-12-19,12.65999984741211
2018-09-10,12.569999694824219
2019-05-24,13.569999694824219
2018-08-09,13.960000038146973
2019-04-22,14.029999732971191
2019-03-21,13.859999656677246
2019-01-16,14.199999809265137
2019-08-28,14.789999961853027
2018-11-13,15.25
2018-10-12,15.300000190734863
2019-06-25,15.550000190734863
2020-03-10,15.699999809265137
2020-05-28,15.819999694824219
2019-10-07,15.779999732971191
2020-03-13,15.779999732971191
2019-10-10,15.510000228881836
2020-03-16,15.329999923706055
2020-06-03,15.789999961853027
2018-11-28,15.539999961853027
2018-09-25,15.369999885559082
2018-07-23,15.449999809265137
2018-08-24,15.880000114440918
2019-07-10,15.510000228881836
2019-05-07,15.869999885559082
2019-04-05,15.84000015258789
2019-03-04,15.59000015258789
2019-01-31,15.8100004196167
2019-09-12,15.84000015258789
2019-12-31,15.869999885559082
2020-03-19,15.729999542236328
2020-01-03,15.180000305175781
2020-06-09,14.829999923706055
2019-02-15,14.899999618530273
2019-01-14,15.399999618530273
2018-07-06,15.390000343322754
2018-08-07,15.649999618530273
2018-10-10,16.940000534057617
2018-12-13,16.850000381469727
2019-08-26,16.959999084472656
2019-07-25,16.610000610351562
2019-05-22,16.579999923706055
2019-03-19,16.649999618530273
2020-01-06,16.5
2020-03-25,16.510000228881836
2020-06-12,16.459999084472656
2019-10-22,16.68000030517578
2020-01-09,17.0
2020-06-15,17.149999618530273
2019-10-25,16.75
2020-03-31,16.739999771118164
2020-06-18,16.030000686645508
2019-04-03,16.200000762939453
2018-08-22,16.6299991607666
2018-10-25,17.040000915527344
2019-01-29,17.25
2018-12-28,17.09000015258789
2018-11-26,17.260000228881836
2019-08-09,17.040000915527344
2019-07-08,17.020000457763672
2019-06-06,17.299999237060547
2019-09-10,16.559999465942383
2020-01-15,16.420000076293945
2020-04-03,16.920000076293945
2019-10-31,16.920000076293945
2020-04-06,16.649999618530273
2020-06-24,16.670000076293945
2018-11-09,16.81999969482422
2019-07-23,17.100000381469727
2019-06-21,16.829999923706055
2019-05-20,16.790000915527344
2019-04-18,17.170000076293945
2018-09-06,17.489999771118164
2018-10-08,17.18000030517578
2019-02-13,17.200000762939453
2018-12-11,17.059999465942383
2019-09-25,17.610000610351562
2020-01-21,17.350000381469727
2020-04-09,17.25
2019-11-06,17.549999237060547
2020-01-24,17.5
2020-01-27,17.889999389648438
2020-04-15,18.540000915527344
2018-12-26,18.110000610351562
2019-08-07,17.920000076293945
2019-06-04,17.1299991607666
2018-09-21,17.110000610351562
2018-07-19,16.989999771118164
2018-08-20,16.520000457763672
2018-10-23,15.350000381469727
2019-05-03,15.5
2019-04-01,15.270000457763672
2019-02-28,15.25
2019-11-12,15.380000114440918
2020-01-30,15.15999984741211
2019-11-15,15.010000228881836
2020-04-21,14.859999656677246
2019-04-16,15.029999732971191
2019-03-15,15.1899995803833
2019-02-11,15.529999732971191
2019-01-10,15.460000038146973
2019-08-22,15.399999618530273
2018-11-07,15.600000381469727
2018-08-03,15.3100004196167
2018-09-04,14.5
2019-06-19,14.3100004196167
2019-09-23,14.289999961853027
2019-11-18,13.829999923706055
2020-02-05,13.569999694824219
2020-04-24,13.0600004196167
2019-03-29,13.220000267028809
2019-11-21,13.260000228881836
2020-04-27,12.960000038146973
2020-02-11,13.020000457763672
2020-04-30,13.170000076293945
2019-05-01,13.3100004196167
2019-02-26,13.399999618530273
2019-01-25,12.960000038146973
2018-12-24,13.039999961853027
2019-09-06,12.899999618530273
2018-07-17,12.800000190734863
2018-09-19,13.420000076293945
2019-08-05,13.489999771118164
2019-10-08,13.90999984741211
2019-12-11,14.039999961853027
2019-11-27,13.8100004196167
2020-02-14,13.789999961853027
2020-05-06,14.050000190734863
2019-01-08,14.140000343322754
2018-12-07,14.069999694824219
2019-08-20,14.119999885559082
2018-11-05,13.539999961853027
2019-07-19,13.430000305175781
2018-10-04,13.529999732971191
2019-06-17,13.510000228881836
2019-05-16,13.199999809265137
2018-08-01,13.649999618530273
2019-03-13,13.619999885559082
2019-12-03,13.609999656677246
2020-02-20,13.449999809265137
2019-12-06,13.1899995803833
2020-05-12,13.180000305175781
2019-12-09,13.149999618530273
2020-02-26,13.300000190734863
2020-05-15,13.550000190734863
2019-03-28,13.520000457763672
2018-09-17,13.680000305175781
2018-08-16,13.649999618530273
2018-10-19,13.550000190734863
2019-04-29,13.329999923706055
2019-01-23,13.350000381469727
2019-09-04,13.90999984741211
2018-11-20,13.319999694824219
2019-07-02,12.920000076293945
2019-05-31,12.460000038146973
2019-12-12,12.0600004196167
2020-05-18,11.5600004196167
2019-09-27,12.220000267028809
2020-03-03,12.789999961853027
2020-05-21,12.699999809265137
2019-05-14,12.520000457763672
2018-08-31,12.270000457763672
2018-07-30,11.930000305175781
2018-10-02,12.020000457763672
2019-04-12,12.649999618530273
2019-03-11,12.579999923706055
2019-02-07,12.390000343322754
2019-07-17,12.25
2019-09-19,11.710000038146973
2019-10-21,11.59000015258789
2019-12-18,11.390000343322754
2020-03-06,11.569999694824219
2019-10-03,12.050000190734863
2020-03-09,11.770000457763672
2020-05-27,11.390000343322754
2019-12-24,11.869999885559082
2020-03-12,12.220000267028809
2018-12-20,12.220000267028809
2019-08-01,12.5600004196167
2018-08-14,12.739999771118164
2018-07-13,12.800000190734863
2018-10-17,12.4399995803833
2019-05-29,12.510000228881836
2019-03-26,13.680000305175781
2019-02-22,13.010000228881836
2019-10-04,12.779999732971191
2019-11-05,12.949999809265137
2019-12-27,12.970000267028809
2020-06-02,12.930000305175781
2019-12-30,12.140000343322754
2020-03-18,11.9399995803833
2020-06-05,11.829999923706055
2019-07-15,11.75
2018-12-03,12.069999694824219
2019-06-13,11.789999961853027
2019-01-04,11.279999732971191
2018-08-29,11.069999694824219
2019-02-05,11.319999694824219
2018-11-01,11.329999923706055
2019-08-16,11.09000015258789
2019-04-10,11.0600004196167
2019-09-17,11.1899995803833
2019-10-15,11.529999732971191
2020-01-02,11.369999885559082
2020-06-08,11.609999656677246
2019-10-18,11.619999885559082
2020-03-24,11.359999656677246
2020-06-11,11.260000228881836
2020-01-08,11.229999542236328
2019-04-25,11.390000343322754
2019-07-30,11.539999961853027
2019-02-20,11.680000305175781
2018-07-11,11.720000267028809
2018-09-13,11.84000015258789
2018-10-15,11.59000015258789
2019-06-28,11.520000457763672
2018-12-18,11.229999542236328
2018-11-16,11.619999885559082
2019-10-02,12.289999961853027
2020-03-27,12.609999656677246
2020-01-10,12.119999885559082
2019-10-24,12.119999885559082
2020-03-30,11.989999771118164
2020-06-17,12.079999923706055
2020-01-14,11.90999984741211
2020-04-02,11.8100004196167
2019-01-02,11.829999923706055
2019-08-14,11.960000038146973
2018-10-30,11.619999885559082
2019-06-11,11.390000343322754
2019-05-10,11.390000343322754
2019-04-08,11.619999885559082
2018-08-27,11.880000114440918
2018-07-26,11.960000038146973
2018-09-28,11.800000190734863
2019-03-07,11.630000114440918
2019-10-30,11.510000228881836
2020-01-17,11.720000267028809
2020-06-23,11.579999923706055
2020-04-08,11.899999618530273
2020-06-26,11.960000038146973
2019-03-22,12.0600004196167
2019-01-17,12.289999961853027
2019-08-29,12.5
2018-11-14,12.550000190734863
2019-06-26,12.609999656677246
2018-09-11,12.710000038146973
2018-07-09,12.859999656677246
2018-08-10,13.050000190734863
2019-04-23,13.300000190734863
2019-09-30,13.149999618530273
2020-01-23,13.079999923706055
2019-11-08,13.180000305175781
2020-04-14,13.5600004196167
2019-11-11,13.65999984741211
2020-01-29,13.449999809265137
2020-04-17,13.390000343322754
2018-07-24,13.1899995803833
2018-09-26,13.550000190734863
2019-05-08,13.600000381469727
2019-03-05,13.739999771118164
2019-02-01,13.609999656677246
2018-12-31,13.020000457763672
2018-11-29,12.90999984741211
2019-08-12,13.119999885559082
2019-07-11,12.890000343322754
2019-09-13,13.079999923706055
2019-11-14,13.119999885559082
2020-04-20,13.270000457763672
2020-02-04,13.140000343322754
2020-04-23,12.84000015258789
2018-12-14,12.430000305175781
2019-08-27,11.960000038146973
2018-08-08,11.739999771118164
2018-10-11,11.569999694824219
2018-11-12,11.609999656677246
2019-07-26,11.739999771118164
2019-06-24,11.550000190734863
2019-05-23,11.359999656677246
2019-03-20,11.25
2019-01-15,11.699999809265137
2019-11-20,12.0
2020-02-07,11.90999984741211
2020-02-10,11.609999656677246
2020-04-29,11.289999961853027
2019-11-26,11.430000305175781
2020-02-13,11.460000038146973
2019-01-30,10.640000343322754
2018-08-23,10.59000015258789
2018-09-24,10.279999732971191
2018-11-27,10.149999618530273
2018-10-26,10.239999771118164
2019-07-09,9.970000267028809
2019-06-07,9.390000343322754
2019-05-06,8.8100004196167
2019-04-04,8.390000343322754
2019-09-11,7.809999942779541
2019-11-29,7.539999961853027
2020-05-05,7.929999828338623
2019-12-02,7.849999904632568
2020-02-19,7.940000057220459
2020-05-08,7.670000076293945
2019-05-21,6.78000020980835
2019-03-18,3.319999933242798
2018-09-07,3.5199999809265137
2018-08-06,4.0
2018-10-09,3.6500000953674316
2019-02-14,3.7100000381469727
2018-12-12,3.799999952316284
2019-07-24,3.549999952316284
2019-09-26,3.200000047683716
2019-10-28,3.4100000858306885
2019-12-05,3.4200000762939453
2020-05-11,3.309999942779541
2019-07-03,3.4600000381469727
2020-02-25,3.4100000858306885
2020-05-14,3.5999999046325684
2020-02-28,3.490000009536743
2019-08-08,3.1500000953674316
2019-06-05,3.25
2018-07-20,3.0199999809265137
2018-08-21,3.1500000953674316
2018-10-24,3.3299999237060547
2019-04-02,3.509999990463257
2019-03-01,3.5999999046325684
2019-01-28,3.6600000858306885
2018-12-27,3.819999933242798
2019-09-09,4.150000095367432
2020-03-02,4.099999904632568
2020-05-20,3.9200000762939453
2019-12-17,3.880000114440918
2020-03-05,3.9200000762939453
2019-02-12,3.9800000190734863
2019-01-11,3.9600000381469727
2018-12-10,4.400000095367432
2019-08-23,4.659999847412109
2018-11-08,4.75
2019-07-22,4.570000171661377
2019-06-20,4.800000190734863
2018-09-05,5.179999828338623
2019-04-17,5.75
2019-09-24,5.460000038146973
2019-12-20,5.239999771118164
2020-05-26,5.5
2019-04-30,5.449999809265137
2019-12-23,5.349999904632568
2020-03-11,5.519999980926514
2020-05-29,5.610000133514404
2019-12-26,5.809999942779541
2020-06-01,5.360000133514404
2019-05-02,5.199999809265137
2019-02-27,5.570000171661377
2018-11-23,5.889999866485596
2019-08-06,5.789999961853027
2018-07-18,5.880000114440918
2018-09-20,5.860000133514404
2018-10-22,5.75
2019-07-05,5.929999828338623
2019-06-03,5.860000133514404
2019-10-09,5.699999809265137
2019-10-11,5.309999942779541
2020-03-17,5.25
2020-06-04,5.730000019073486
2019-10-14,5.840000152587891
2020-03-20,5.820000171661377
2018-11-06,6.789999961853027
2019-06-18,7.849999904632568
2019-05-17,7.5
2019-04-15,7.099999904632568
2019-03-14,6.190000057220459
2019-01-09,6.320000171661377
2018-08-02,6.119999885559082
2018-10-05,6.570000171661377
2019-08-21,6.360000133514404
2019-10-17,6.230000019073486
2020-03-23,6.269999980926514
2020-06-10,6.070000171661377
2019-02-25,6.260000228881836
2020-01-07,5.730000019073486
2020-03-26,5.550000190734863
2019-10-23,5.619999885559082
