Dates,MRO
2019-02-11,9776200.0
2019-01-10,9007000.0
2019-08-22,10925900.0
2018-11-07,11141900.0
2018-08-03,12053700.0
2018-09-04,14136600.0
2019-06-19,8827400.0
2019-09-23,8830000.0
2019-11-18,14676900.0
2020-02-05,12146300.0
2020-04-24,13256400.0
2019-03-29,12762700.0
2019-11-21,10045900.0
2020-04-27,17933900.0
2020-02-11,13406300.0
2020-04-30,11536300.0
2019-05-01,8306200.0
2019-02-26,8501100.0
2019-01-25,11107500.0
2018-12-24,12087900.0
2019-09-06,9027800.0
2018-07-17,10631800.0
2018-09-19,11841100.0
2019-08-05,9804600.0
2019-10-08,17483100.0
2019-12-11,13234100.0
2019-11-27,8721600.0
2020-02-14,9211800.0
2020-05-06,10871800.0
2019-01-08,7430900.0
2018-12-07,10205400.0
2019-08-20,9195900.0
2018-11-05,11173700.0
2019-07-19,6382800.0
2018-10-04,7194400.0
2019-06-17,7711600.0
2019-05-16,7237200.0
2018-08-01,7363700.0
2019-03-13,5848600.0
2019-12-03,7002900.0
2020-02-20,9323200.0
2019-12-06,11431900.0
2020-05-12,12724100.0
2019-12-09,9858800.0
2020-02-26,9224100.0
2020-05-15,10073300.0
2019-03-28,7851800.0
2018-09-17,8340300.0
2018-08-16,8621600.0
2018-10-19,7039900.0
2019-04-29,9132800.0
2019-01-23,11972700.0
2019-09-04,9589600.0
2018-11-20,16134900.0
2019-07-02,14177800.0
2019-05-31,16870700.0
2019-12-12,13255300.0
2020-05-18,20579100.0
2019-09-27,20747000.0
2020-03-03,11947800.0
2020-05-21,10170900.0
2019-05-14,11807500.0
2018-08-31,14325700.0
2018-07-30,12160400.0
2018-10-02,10589500.0
2019-04-12,9857300.0
2019-03-11,8523900.0
2019-02-07,11895900.0
2019-07-17,7948200.0
2019-09-19,14130800.0
2019-10-21,8680100.0
2019-12-18,8011800.0
2020-03-06,9074700.0
2019-10-03,10028700.0
2020-03-09,9587300.0
2020-05-27,10039900.0
2019-12-24,7212700.0
2020-03-12,11374800.0
2018-12-20,12409900.0
2019-08-01,12783000.0
2018-08-14,10453900.0
2018-07-13,11736300.0
2018-10-17,14044400.0
2019-05-29,7715700.0
2019-03-26,29418300.0
2019-02-22,19976700.0
2019-10-04,16993900.0
2019-11-05,12369400.0
2019-12-27,15725500.0
2020-06-02,9709400.0
2019-12-30,16061500.0
2020-03-18,12912100.0
2020-06-05,12786000.0
2019-07-15,14130600.0
2018-12-03,9163900.0
2019-06-13,12543900.0
2019-01-04,15302200.0
2018-08-29,12311300.0
2019-02-05,10702900.0
2018-11-01,13163400.0
2019-08-16,10457100.0
2019-04-10,10467500.0
2019-09-17,10299600.0
2019-10-15,10294500.0
2020-01-02,12651900.0
2020-06-08,11020600.0
2019-10-18,8034200.0
2020-03-24,9794400.0
2020-06-11,12563500.0
2020-01-08,7350800.0
2019-04-25,9216700.0
2019-07-30,9310400.0
2019-02-20,8002400.0
2018-07-11,10132200.0
2018-09-13,7489900.0
2018-10-15,8982700.0
2019-06-28,11170900.0
2018-12-18,11492000.0
2018-11-16,12586600.0
2019-10-02,13325200.0
2020-03-27,14027200.0
2020-01-10,18587200.0
2019-10-24,16015300.0
2020-03-30,15567300.0
2020-06-17,11866100.0
2020-01-14,12289200.0
2020-04-02,11414600.0
2019-01-02,9465200.0
2019-08-14,9164300.0
2018-10-30,9683100.0
2019-06-11,9683200.0
2019-05-10,13862500.0
2019-04-08,11167500.0
2018-08-27,15753100.0
2018-07-26,18262800.0
2018-09-28,18954100.0
2019-03-07,9950700.0
2019-10-30,7395400.0
2020-01-17,12638700.0
2020-06-23,10529400.0
2020-04-08,12498100.0
2020-06-26,10411700.0
2019-03-22,11114900.0
2019-01-17,9062800.0
2019-08-29,8362600.0
2018-11-14,7991400.0
2019-06-26,10807400.0
2018-09-11,9678600.0
2018-07-09,10286400.0
2018-08-10,11856400.0
2019-04-23,12425000.0
2019-09-30,11183100.0
2020-01-23,20634700.0
2019-11-08,10029100.0
2020-04-14,4065000.0
2019-11-11,7329100.0
2020-01-29,7386900.0
2020-04-17,6503800.0
2018-07-24,7024900.0
2018-09-26,10437700.0
2019-05-08,14858400.0
2019-03-05,12021000.0
2019-02-01,9554100.0
2018-12-31,15588600.0
2018-11-29,14048300.0
2019-08-12,11210300.0
2019-07-11,12674700.0
2019-09-13,11708500.0
2019-11-14,8458600.0
2020-04-20,9898800.0
2020-02-04,8375300.0
2020-04-23,12326600.0
2018-12-14,10680700.0
2019-08-27,10974700.0
2018-08-08,14343400.0
2018-10-11,16137400.0
2018-11-12,11955000.0
2019-07-26,14525700.0
2019-06-24,16276300.0
2019-05-23,21638300.0
2019-03-20,14591700.0
2019-01-15,15017400.0
2019-11-20,14443600.0
2020-02-07,11759900.0
2020-02-10,10401700.0
2020-04-29,12410000.0
2019-11-26,11352100.0
2020-02-13,23898500.0
2019-01-30,30411400.0
2018-08-23,19189500.0
2018-09-24,17992600.0
2018-11-27,17660400.0
2018-10-26,14551100.0
2019-07-09,18987900.0
2019-06-07,21076900.0
2019-05-06,27736200.0
2019-04-04,26970000.0
2019-09-11,35223800.0
2019-11-29,32563600.0
2020-05-05,23726100.0
2019-12-02,28467100.0
2020-02-19,19274400.0
2020-05-08,19893900.0
2019-05-21,31805300.0
2019-03-18,105292500.0
2018-09-07,103558800.0
2018-08-06,69880200.0
2018-10-09,51908800.0
2019-02-14,46499500.0
2018-12-12,40301300.0
2019-07-24,43146500.0
2019-09-26,37555200.0
2019-10-28,38897500.0
2019-12-05,48008100.0
2020-05-11,32313300.0
2019-07-03,45463000.0
2020-02-25,45456400.0
2020-05-14,49996700.0
2020-02-28,44091900.0
2019-08-08,51862500.0
2019-06-05,45654200.0
2018-07-20,52822600.0
2018-08-21,86465000.0
2018-10-24,69728200.0
2019-04-02,63813600.0
2019-03-01,76558200.0
2019-01-28,60575900.0
2018-12-27,100806200.0
2019-09-09,56835400.0
2020-03-02,45640900.0
2020-05-20,42160600.0
2019-12-17,40223100.0
2020-03-05,48008500.0
2019-02-12,50013400.0
2019-01-11,41721300.0
2018-12-10,38178700.0
2019-08-23,47762800.0
2018-11-08,52861700.0
2019-07-22,32910600.0
2019-06-20,30201400.0
2018-09-05,49212900.0
2019-04-17,76883100.0
2019-09-24,37538000.0
2019-12-20,31074200.0
2020-05-26,51969900.0
2019-04-30,30066000.0
2019-12-23,41313100.0
2020-03-11,33772200.0
2020-05-29,29083100.0
2019-12-26,46900300.0
2020-06-01,67595800.0
2019-05-02,33303700.0
2019-02-27,35936000.0
2018-11-23,45410800.0
2019-08-06,34827500.0
2018-07-18,36032500.0
2018-09-20,30115800.0
2018-10-22,19179900.0
2019-07-05,28896700.0
2019-06-03,35656300.0
2019-10-09,46655700.0
2019-10-11,107575400.0
2020-03-17,44194400.0
2020-06-04,36405500.0
2019-10-14,33631200.0
2020-03-20,47124900.0
2018-11-06,65424600.0
2019-06-18,70676900.0
2019-05-17,48244400.0
2019-04-15,38036800.0
2019-03-14,42126100.0
2019-01-09,37662500.0
2018-08-02,30214800.0
2018-10-05,37950700.0
2019-08-21,32722500.0
2019-10-17,19947800.0
2020-03-23,44425600.0
2020-06-10,25006200.0
2019-02-25,24071900.0
2020-01-07,32388600.0
2020-03-26,25389200.0
2019-10-23,28808300.0
