Dates,MGM
2018-06-20,30.540000915527344
2018-06-21,30.309999465942383
2018-06-25,30.06999969482422
2018-06-22,29.270000457763672
2018-06-26,29.15999984741211
2018-06-27,28.3700008392334
2018-06-28,28.3799991607666
2018-06-29,29.030000686645508
2018-07-02,28.15999984741211
2018-07-03,27.979999542236328
2018-07-05,28.40999984741211
2018-07-16,28.969999313354492
2018-09-18,29.459999084472656
2019-01-24,29.93000030517578
2019-09-05,29.889999389648438
2018-11-21,30.5
2020-01-13,30.950000762939453
2020-04-01,31.1200008392334
2020-06-19,31.25
2019-10-29,31.020000457763672
2020-01-16,30.81999969482422
2020-06-22,31.200000762939453
2018-10-03,30.969999313354492
2018-07-31,30.770000457763672
2019-03-12,31.520000457763672
2019-02-08,31.219999313354492
2019-01-07,30.719999313354492
2018-12-06,30.770000457763672
2019-08-19,31.3700008392334
2019-07-18,28.510000228881836
2019-05-15,28.969999313354492
2019-09-20,28.530000686645508
2019-11-01,29.329999923706055
2020-04-07,29.6299991607666
2020-06-25,28.950000762939453
2020-06-16,29.110000610351562
2019-11-04,28.860000610351562
2020-01-22,29.030000686645508
2019-11-07,28.979999542236328
2020-04-13,28.3700008392334
2019-07-01,28.280000686645508
2019-05-30,28.549999237060547
2018-08-15,28.579999923706055
2018-10-18,29.010000228881836
2019-03-27,28.829999923706055
2019-01-22,28.549999237060547
2018-12-21,28.5
2019-09-03,29.229999542236328
2018-11-19,29.15999984741211
2019-08-02,29.600000381469727
2020-01-28,28.8799991607666
2020-04-16,28.989999771118164
2019-11-13,27.959999084472656
2020-01-31,27.65999984741211
2018-12-04,27.0
2018-11-02,26.75
2019-07-16,26.950000762939453
2018-08-30,26.93000030517578
2018-10-01,27.260000228881836
2019-06-14,27.479999542236328
2019-05-13,27.68000030517578
2019-04-11,27.420000076293945
2019-02-06,27.59000015258789
2019-09-18,28.3700008392334
2020-02-03,28.530000686645508
2020-04-22,28.489999771118164
2019-11-19,27.90999984741211
2020-02-06,27.8700008392334
2019-11-22,27.600000381469727
2019-03-25,27.719999313354492
2019-02-21,27.90999984741211
2018-12-19,26.93000030517578
2018-07-12,26.81999969482422
2018-09-14,27.530000686645508
2018-08-13,26.90999984741211
2018-10-16,26.239999771118164
2019-07-31,26.469999313354492
2019-05-28,27.34000015258789
2019-04-26,26.229999542236328
2020-04-28,25.950000762939453
