Dates,MGM
2018-08-29,5063200.0
2019-02-05,2740100.0
2018-11-01,4405300.0
2019-08-16,4946000.0
2019-04-10,2969800.0
2019-09-17,5937500.0
2019-10-15,5196900.0
2020-01-02,5453200.0
2020-06-08,7483100.0
2019-10-18,8541000.0
2020-03-24,5475700.0
2020-06-11,5476500.0
2020-01-08,3642500.0
2019-04-25,3425200.0
2019-07-30,3221400.0
2019-02-20,3135600.0
2018-07-11,3140100.0
2018-09-13,4313800.0
2018-10-15,3934300.0
2019-06-28,6736700.0
2018-12-18,5807100.0
2018-11-16,4367700.0
2019-10-02,6307400.0
2020-03-27,7196900.0
2020-01-10,6718400.0
2019-10-24,6587600.0
2020-03-30,5246900.0
2020-06-17,4101600.0
2020-01-14,4157900.0
2020-04-02,3860300.0
2019-01-02,5151900.0
2019-08-14,5951800.0
2018-10-30,4770400.0
2019-06-11,4536000.0
2019-05-10,5256600.0
2019-04-08,4641400.0
2018-08-27,3240800.0
2018-07-26,4050300.0
2018-09-28,4420900.0
2019-03-07,3110700.0
2019-10-30,2028800.0
2020-01-17,3712900.0
2020-06-23,4346000.0
2020-04-08,3077600.0
2020-06-26,2594600.0
2019-03-22,3315700.0
2019-01-17,2954500.0
2019-08-29,2342200.0
2018-11-14,3645700.0
2019-06-26,5156600.0
2018-09-11,3618500.0
2018-07-09,5635700.0
2018-08-10,3401300.0
2019-04-23,4830200.0
2019-09-30,4379300.0
2020-01-23,5135200.0
2019-11-08,2726000.0
2020-04-14,1057800.0
2019-11-11,2028800.0
2020-01-29,3308400.0
2020-04-17,3824800.0
2018-07-24,3674700.0
2018-09-26,3466700.0
2019-05-08,3299300.0
2019-03-05,4060200.0
2019-02-01,3613900.0
2018-12-31,4213400.0
2018-11-29,2176400.0
2019-08-12,3626700.0
2019-07-11,3680700.0
2019-09-13,4582800.0
2019-11-14,3484900.0
2020-04-20,7146900.0
2020-02-04,7306400.0
2020-04-23,10123900.0
2018-12-14,7372900.0
2019-08-27,7721200.0
2018-08-08,6878000.0
2018-10-11,8361000.0
2018-11-12,5531300.0
2019-07-26,5923500.0
2019-06-24,6918000.0
2019-05-23,6999900.0
2019-03-20,4918200.0
2019-01-15,5925100.0
2019-11-20,3847500.0
2020-02-07,4078400.0
2020-02-10,7201300.0
2020-04-29,5116700.0
2019-11-26,5504100.0
2020-02-13,12411000.0
2019-01-30,15763500.0
2018-08-23,10274900.0
2018-09-24,9385900.0
2018-11-27,6107000.0
2018-10-26,6731800.0
2019-07-09,8036600.0
2019-06-07,11664300.0
2019-05-06,14198000.0
2019-04-04,16980700.0
2019-09-11,14394000.0
2019-11-29,18396500.0
2020-05-05,15648000.0
2019-12-02,15690400.0
2020-02-19,14876700.0
2020-05-08,22895800.0
2019-05-21,19551100.0
2019-03-18,26213700.0
2018-09-07,43886300.0
2018-08-06,47127600.0
2018-10-09,34800100.0
2019-02-14,41141600.0
2018-12-12,32036600.0
2019-07-24,31209800.0
2019-09-26,47724000.0
2019-10-28,39224100.0
2019-12-05,56192300.0
2020-05-11,31171300.0
2019-07-03,52043500.0
2020-02-25,53358000.0
2020-05-14,46143400.0
2020-02-28,37027000.0
2019-08-08,32826800.0
2019-06-05,25953600.0
2018-07-20,30333300.0
2018-08-21,20579500.0
2018-10-24,37802700.0
2019-04-02,32889800.0
2019-03-01,41110900.0
2019-01-28,30180100.0
2018-12-27,40500600.0
2019-09-09,30428500.0
2020-03-02,26957300.0
2020-05-20,20144900.0
2019-12-17,20950300.0
2020-03-05,34046400.0
2019-02-12,24091700.0
2019-01-11,19203800.0
2018-12-10,14067300.0
2019-08-23,24742600.0
2018-11-08,19165000.0
2019-07-22,30512300.0
2019-06-20,28916500.0
2018-09-05,33001800.0
2019-04-17,27774400.0
2019-09-24,27992600.0
2019-12-20,22999500.0
2020-05-26,23022700.0
2019-04-30,16904200.0
2019-12-23,26180900.0
2020-03-11,23502800.0
2020-05-29,21349100.0
2019-12-26,25007700.0
2020-06-01,35509500.0
2019-05-02,33336000.0
2019-02-27,25530400.0
2018-11-23,32223400.0
2019-08-06,24387300.0
2018-07-18,37198300.0
2018-09-20,31416300.0
2018-10-22,20793300.0
2019-07-05,38790100.0
2019-06-03,43058700.0
2019-10-09,28755000.0
2019-10-11,24242900.0
2020-03-17,21636600.0
2020-06-04,26330800.0
2019-10-14,41459400.0
2020-03-20,57471200.0
2018-11-06,56687900.0
2019-06-18,38734600.0
2019-05-17,31656000.0
2019-04-15,40248200.0
2019-03-14,41227700.0
2019-01-09,31538900.0
2018-08-02,32622900.0
2018-10-05,40032400.0
2019-08-21,18903000.0
2019-10-17,24687700.0
2020-03-23,28606600.0
2020-06-10,20377200.0
2019-02-25,15983100.0
2020-01-07,30565300.0
2020-03-26,24652600.0
2019-10-23,27652500.0
