Dates,MGM
2018-06-20,14759300.0
2018-06-21,7988800.0
2018-06-25,9180400.0
2018-06-22,9597500.0
2018-06-26,8641500.0
2018-06-27,10263000.0
2018-06-28,8555800.0
2018-06-29,12614900.0
2018-07-02,15410200.0
2018-07-03,5212200.0
2018-07-05,7308800.0
2018-07-16,5859700.0
2018-09-18,5561700.0
2019-01-24,8528400.0
2019-09-05,7087800.0
2018-11-21,8607400.0
2020-01-13,9606300.0
2020-04-01,10424700.0
2020-06-19,11232500.0
2019-10-29,8120100.0
2020-01-16,7096400.0
2020-06-22,10371800.0
2018-10-03,3940300.0
2018-07-31,7958600.0
2019-03-12,8191800.0
2019-02-08,6389500.0
2019-01-07,6695100.0
2018-12-06,6567400.0
2019-08-19,19673200.0
2019-07-18,30729600.0
2019-05-15,41271800.0
2019-09-20,15152900.0
2019-11-01,11043700.0
2020-04-07,11813200.0
2020-06-25,14881100.0
2020-06-16,6084100.0
2019-11-04,7741900.0
2020-01-22,6980500.0
2019-11-07,5285900.0
2020-04-13,8535800.0
2019-07-01,5462800.0
2019-05-30,8581400.0
2018-08-15,6864800.0
2018-10-18,8386700.0
2019-03-27,4295700.0
2019-01-22,5723900.0
2018-12-21,4465800.0
2019-09-03,8254200.0
2018-11-19,3207400.0
2019-08-02,10271400.0
2020-01-28,5362000.0
2020-04-16,6078300.0
2019-11-13,10440200.0
2020-01-31,8050000.0
2018-12-04,11254200.0
2018-11-02,8771800.0
2019-07-16,13850100.0
2018-08-30,10786200.0
2018-10-01,10159100.0
2019-06-14,7962700.0
2019-05-13,6393100.0
2019-04-11,4619500.0
2019-02-06,4659400.0
2019-09-18,8616600.0
2020-02-03,5900000.0
2020-04-22,8933300.0
2019-11-19,5398400.0
2020-02-06,4577800.0
2019-11-22,4699300.0
2019-03-25,7719800.0
2019-02-21,8959700.0
2018-12-19,10766800.0
2018-07-12,5952500.0
2018-09-14,6078800.0
2018-08-13,6422000.0
2018-10-16,10992500.0
2019-07-31,7526300.0
2019-05-28,11563100.0
2019-04-26,15582400.0
2020-04-28,12023200.0
2019-11-25,8052200.0
2020-02-12,8051900.0
2020-05-01,6856000.0
2020-05-04,9112600.0
2019-06-12,6381000.0
2019-04-09,8801000.0
2019-03-08,5925800.0
2019-02-04,11379600.0
2018-07-27,11208900.0
2018-08-28,10005500.0
2019-01-03,8665800.0
2019-08-15,8771400.0
2018-10-31,12584400.0
2019-09-16,14945800.0
2020-02-18,10815300.0
2020-05-07,6491600.0
2018-08-17,5296700.0
2019-12-04,5011000.0
2020-02-21,6444300.0
2018-12-17,7639900.0
2019-08-30,9697500.0
2018-11-15,9791100.0
2019-07-29,6196500.0
2019-06-27,8332900.0
2019-04-24,5721400.0
2018-07-10,6473900.0
2018-09-12,6671700.0
2019-02-19,7144900.0
2019-01-18,5797300.0
2020-02-24,2567900.0
2020-05-13,8379100.0
2019-12-10,10398800.0
2020-02-27,6313100.0
2019-12-13,5681200.0
2020-05-19,7872900.0
2019-03-06,14702900.0
2018-11-30,7980500.0
2019-08-13,9349200.0
2019-07-12,9749200.0
2019-06-10,11409400.0
2019-05-09,12520400.0
2018-07-25,9935300.0
2018-09-27,6078900.0
2018-10-29,4657900.0
2019-10-16,6577200.0
2019-12-16,6164700.0
2020-03-04,8822600.0
2020-05-22,15510800.0
2019-10-01,15370000.0
2019-12-19,5398600.0
2018-09-10,12890300.0
2019-05-24,13074000.0
2018-08-09,10059000.0
2019-04-22,6158900.0
2019-03-21,8980800.0
2019-01-16,9653500.0
2019-08-28,11818400.0
2018-11-13,9521000.0
2018-10-12,9039100.0
2019-06-25,12290600.0
2020-03-10,19197900.0
2020-05-28,8963100.0
2019-10-07,6391600.0
2020-03-13,8127400.0
2019-10-10,4813500.0
2020-03-16,6311700.0
2020-06-03,13682800.0
2018-11-28,9169500.0
2018-09-25,10284900.0
2018-07-23,11511200.0
2018-08-24,9110800.0
2019-07-10,11141800.0
2019-05-07,6452600.0
2019-04-05,7548200.0
2019-03-04,8718600.0
2019-01-31,12104300.0
2019-09-12,5637300.0
2019-12-31,5837100.0
2020-03-19,5241200.0
2020-01-03,5161800.0
2020-06-09,4558300.0
2019-02-15,9964100.0
2019-01-14,7703800.0
2018-07-06,8636400.0
2018-08-07,25148700.0
2018-10-10,13098200.0
2018-12-13,6902100.0
2019-08-26,8659100.0
2019-07-25,10808900.0
2019-05-22,11864500.0
2019-03-19,7331600.0
2020-01-06,8362800.0
2020-03-25,4897500.0
2020-06-12,9752500.0
2019-10-22,6644900.0
2020-01-09,5105900.0
2020-06-15,4479300.0
2019-10-25,5524600.0
2020-03-31,7519000.0
2020-06-18,6514600.0
2019-04-03,5744500.0
2018-08-22,3342200.0
2018-10-25,4187800.0
2019-01-29,3976300.0
2018-12-28,9894900.0
2018-11-26,4902500.0
2019-08-09,4775100.0
2019-07-08,4932200.0
2019-06-06,6258200.0
2019-09-10,5681400.0
2020-01-15,6357700.0
2020-04-03,5327100.0
2019-10-31,8953500.0
2020-04-06,8125000.0
2020-06-24,7182100.0
2018-11-09,8150700.0
2019-07-23,4595100.0
2019-06-21,8058300.0
2019-05-20,4033400.0
2019-04-18,5262800.0
2018-09-06,4090500.0
2018-10-08,7521000.0
2019-02-13,5456500.0
2018-12-11,3623800.0
2019-09-25,5230400.0
2020-01-21,4258900.0
2020-04-09,9292200.0
2019-11-06,5755200.0
2020-01-24,4296300.0
2020-01-27,3474500.0
2020-04-15,3227900.0
2018-12-26,4183300.0
2019-08-07,4074000.0
2019-06-04,5969800.0
2018-09-21,9537800.0
2018-07-19,17075400.0
2018-08-20,8403600.0
2018-10-23,9012900.0
2019-05-03,7548400.0
2019-04-01,6209000.0
2019-02-28,6398200.0
2019-11-12,11590300.0
2020-01-30,8296200.0
2019-11-15,7783100.0
2020-04-21,10239600.0
2019-04-16,6853300.0
2019-03-15,5713600.0
2019-02-11,8569500.0
2019-01-10,7548900.0
2019-08-22,7582800.0
2018-11-07,4707000.0
2018-08-03,4647400.0
2018-09-04,3876200.0
2019-06-19,2517000.0
2019-09-23,3999800.0
2019-11-18,5470900.0
2020-02-05,3610700.0
2020-04-24,6058600.0
2019-03-29,10844400.0
2019-11-21,8920600.0
2020-04-27,7048400.0
2020-02-11,8572000.0
2020-04-30,7088500.0
2019-05-01,7882300.0
2019-02-26,7279900.0
2019-01-25,4795800.0
2018-12-24,4865400.0
2019-09-06,4176700.0
2018-07-17,3504600.0
2018-09-19,5430000.0
2019-08-05,5238900.0
2019-10-08,5370700.0
2019-12-11,5091900.0
2019-11-27,6603700.0
2020-02-14,5038200.0
2020-05-06,5078100.0
2019-01-08,4087800.0
2018-12-07,5642500.0
2019-08-20,7299000.0
2018-11-05,4185100.0
2019-07-19,2692500.0
2018-10-04,4730500.0
2019-06-17,4444300.0
2019-05-16,4614200.0
2018-08-01,5155500.0
2019-03-13,4784300.0
2019-12-03,4653400.0
2020-02-20,3819100.0
2019-12-06,3400700.0
2020-05-12,4406600.0
2019-12-09,6284600.0
2020-02-26,3677900.0
2020-05-15,5922200.0
2019-03-28,6455600.0
2018-09-17,6505300.0
2018-08-16,5650900.0
2018-10-19,12595700.0
2019-04-29,5115600.0
2019-01-23,5422000.0
2019-09-04,4039100.0
2018-11-20,6295000.0
2019-07-02,5388200.0
2019-05-31,7889900.0
2019-12-12,5053900.0
2020-05-18,5318600.0
2019-09-27,4786800.0
2020-03-03,3289600.0
2020-05-21,3410300.0
2019-05-14,4541000.0
2018-08-31,6626700.0
2018-07-30,3942400.0
2018-10-02,4222100.0
2019-04-12,5527900.0
2019-03-11,2320100.0
2019-02-07,2702500.0
2019-07-17,3774100.0
2019-09-19,4913400.0
2019-10-21,3111300.0
2019-12-18,3112000.0
2020-03-06,3048600.0
2019-10-03,3841300.0
2020-03-09,4770900.0
2020-05-27,7849800.0
2019-12-24,10889100.0
2020-03-12,9052900.0
2018-12-20,5756100.0
2019-08-01,6097800.0
2018-08-14,9692500.0
2018-07-13,5380700.0
2018-10-17,8420700.0
2019-05-29,4672800.0
2019-03-26,13569500.0
2019-02-22,5830500.0
2019-10-04,5854600.0
2019-11-05,3744800.0
2019-12-27,6673000.0
2020-06-02,3100700.0
2019-12-30,5109100.0
2020-03-18,2873200.0
2020-06-05,5208000.0
2019-07-15,4152400.0
2018-12-03,4607300.0
2019-06-13,4006900.0
2019-01-04,7143600.0
