Dates,MGM
2018-06-20,30.040000915527344
2018-06-21,30.139999389648438
2018-06-25,30.010000228881836
2018-06-22,28.940000534057617
2018-06-26,28.649999618530273
2018-06-27,28.360000610351562
2018-06-28,27.899999618530273
2018-06-29,28.450000762939453
2018-07-02,27.969999313354492
2018-07-03,27.889999389648438
2018-07-05,27.8799991607666
2018-07-16,28.25
2018-09-18,29.040000915527344
2019-01-24,29.350000381469727
2019-09-05,29.450000762939453
2018-11-21,29.84000015258789
2020-01-13,30.170000076293945
2020-04-01,30.760000228881836
2020-06-19,30.8799991607666
2019-10-29,30.90999984741211
2020-01-16,30.489999771118164
2020-06-22,30.540000915527344
2018-10-03,30.75
2018-07-31,30.610000610351562
2019-03-12,30.829999923706055
2019-02-08,30.84000015258789
2019-01-07,30.5
2018-12-06,30.639999389648438
2019-08-19,30.84000015258789
2019-07-18,28.229999542236328
2019-05-15,26.850000381469727
2019-09-20,28.420000076293945
2019-11-01,28.030000686645508
2020-04-07,29.299999237060547
2020-06-25,28.920000076293945
2020-06-16,29.049999237060547
2019-11-04,28.56999969482422
2020-01-22,28.709999084472656
2019-11-07,28.68000030517578
2020-04-13,28.100000381469727
2019-07-01,28.209999084472656
2019-05-30,28.030000686645508
2018-08-15,28.299999237060547
2018-10-18,28.639999389648438
2019-03-27,28.790000915527344
2019-01-22,28.40999984741211
2018-12-21,28.40999984741211
2019-09-03,28.75
2018-11-19,28.920000076293945
2019-08-02,28.81999969482422
2020-01-28,28.829999923706055
2020-04-16,28.639999389648438
2019-11-13,27.84000015258789
2020-01-31,27.219999313354492
2018-12-04,26.829999923706055
2018-11-02,26.469999313354492
2019-07-16,26.639999389648438
2018-08-30,26.309999465942383
2018-10-01,26.40999984741211
2019-06-14,27.079999923706055
2019-05-13,27.450000762939453
2019-04-11,27.34000015258789
2019-02-06,27.09000015258789
2019-09-18,28.030000686645508
2020-02-03,28.25
2020-04-22,28.420000076293945
2019-11-19,27.899999618530273
2020-02-06,27.600000381469727
2019-11-22,27.520000457763672
2019-03-25,27.260000228881836
2019-02-21,27.579999923706055
2018-12-19,26.899999618530273
2018-07-12,26.719999313354492
2018-09-14,27.049999237060547
2018-08-13,26.600000381469727
2018-10-16,25.90999984741211
2019-07-31,25.850000381469727
2019-05-28,26.43000030517578
2019-04-26,26.110000610351562
2020-04-28,25.700000762939453
2019-11-25,25.989999771118164
2020-02-12,26.219999313354492
2020-05-01,26.81999969482422
2020-05-04,27.149999618530273
2019-06-12,27.209999084472656
