Dates,CLX
2018-06-20,120.41849517822266
2018-06-21,120.55143737792969
2018-06-25,122.41265869140625
2018-06-22,125.73624420166016
2018-06-26,124.55874633789062
2018-06-27,124.04595947265625
2018-06-28,127.11315155029297
2018-06-29,128.43309020996094
2018-07-02,126.7903060913086
2018-07-03,126.13507080078125
2018-07-05,128.1862030029297
2018-07-16,128.61351013183594
2018-09-18,125.251953125
2019-01-24,125.80270385742188
2019-09-05,126.5624008178711
2018-11-21,126.72382354736328
2020-01-13,127.68291473388672
2020-04-01,127.4360122680664
2020-06-19,128.21470642089844
2019-10-29,123.00138854980469
2020-01-16,123.77056884765625
2020-06-22,125.15699768066406
2018-10-03,124.1029281616211
2018-07-31,123.09637451171875
2019-03-12,123.7420883178711
2019-02-08,125.1189956665039
2019-01-07,126.0306396484375
2018-12-06,127.8348617553711
2019-08-19,129.27903747558594
2019-07-18,128.31307983398438
2019-05-15,136.23220825195312
2019-09-20,136.8443145751953
2019-11-01,137.26513671875
2020-04-07,135.3140411376953
2020-06-25,134.7210693359375
2020-06-16,134.09939575195312
2019-11-04,134.09939575195312
2020-01-22,135.06536865234375
2019-11-07,135.6583709716797
2020-04-13,138.65194702148438
2019-07-01,140.37351989746094
2019-05-30,141.10035705566406
2018-08-15,141.76986694335938
2018-10-18,140.16307067871094
2019-03-27,138.8336639404297
2019-01-22,139.52232360839844
2018-12-21,139.32144165039062
2019-09-03,138.3745880126953
2018-11-19,138.4224090576172
2019-08-02,138.47023010253906
2020-01-28,138.68063354492188
2020-04-16,138.66151428222656
2019-11-13,139.7518310546875
2020-01-31,141.98983764648438
2018-12-04,143.19493103027344
2018-11-02,144.1704864501953
2019-07-16,143.99832153320312
2018-08-30,143.6157684326172
2018-10-01,144.26611328125
2019-06-14,144.6199951171875
2019-05-13,144.78256225585938
2019-04-11,145.30860900878906
2019-02-06,145.2321319580078
2019-09-18,144.0939483642578
2020-02-03,145.26080322265625
2020-04-22,145.82508850097656
2019-11-19,143.41490173339844
2020-02-06,143.11843872070312
2019-11-22,143.81658935546875
2019-03-25,142.77410888671875
