Dates,CLX
2018-06-20,127.43000030517578
2018-06-21,127.0
2018-06-25,127.0
2018-06-22,129.0
2018-06-26,132.0399932861328
2018-06-27,131.19000244140625
2018-06-28,131.0800018310547
2018-06-29,133.58999633789062
2018-07-02,134.19000244140625
2018-07-03,133.7899932861328
2018-07-05,133.02000427246094
2018-07-16,135.3699951171875
2018-09-18,135.0
2019-01-24,132.14999389648438
2019-09-05,132.85000610351562
2018-11-21,133.4600067138672
2020-01-13,134.0
2020-04-01,134.60000610351562
2020-06-19,134.27000427246094
2019-10-29,131.2100067138672
2020-01-16,127.75
2020-06-22,130.4499969482422
2018-10-03,131.7899932861328
2018-07-31,130.0500030517578
2019-03-12,129.8300018310547
2019-02-08,130.6699981689453
2019-01-07,131.00999450683594
2018-12-06,132.02000427246094
2019-08-19,134.07000732421875
2019-07-18,134.80999755859375
2019-05-15,137.5
2019-09-20,142.39999389648438
2019-11-01,143.11000061035156
2020-04-07,142.97000122070312
2020-06-25,141.33999633789062
2020-06-16,141.02999877929688
2019-11-04,140.08999633789062
2020-01-22,140.92999267578125
2019-11-07,141.2899932861328
2020-04-13,142.5399932861328
2019-07-01,145.27000427246094
2019-05-30,146.88999938964844
2018-08-15,147.72999572753906
2018-10-18,147.80999755859375
2019-03-27,146.6999969482422
2019-01-22,144.77999877929688
2018-12-21,145.6300048828125
2019-09-03,146.3300018310547
2018-11-19,145.0
2019-08-02,144.7100067138672
2020-01-28,144.77000427246094
2020-04-16,144.85000610351562
2019-11-13,144.97999572753906
2020-01-31,145.22000122070312
2018-12-04,147.5800018310547
2018-11-02,149.14999389648438
2019-07-16,151.0
2018-08-30,150.91000366210938
2018-10-01,150.22999572753906
2019-06-14,151.24000549316406
2019-05-13,151.2100067138672
2019-04-11,151.33999633789062
2019-02-06,152.50999450683594
2019-09-18,151.94000244140625
2020-02-03,150.52000427246094
2020-04-22,152.33999633789062
2019-11-19,152.3699951171875
2020-02-06,152.08999633789062
2019-11-22,150.05999755859375
2019-03-25,150.3699951171875
2019-02-21,149.17999267578125
2018-12-19,150.47999572753906
2018-07-12,150.32000732421875
2018-09-14,152.17999267578125
2018-08-13,146.0500030517578
2018-10-16,146.9600067138672
2019-07-31,148.9600067138672
2019-05-28,149.9499969482422
2019-04-26,146.97000122070312
2020-04-28,147.5500030517578
2019-11-25,143.50999450683594
2020-02-12,145.17999267578125
2020-05-01,147.49000549316406
2020-05-04,148.41000366210938
2019-06-12,149.39999389648438
2019-04-09,151.0399932861328
2019-03-08,152.72000122070312
2019-02-04,150.17999267578125
2018-07-27,150.58999633789062
2018-08-28,152.8800048828125
2019-01-03,150.07000732421875
2019-08-15,148.50999450683594
2018-10-31,149.67999267578125
2019-09-16,144.77000427246094
2020-02-18,148.22000122070312
2020-05-07,153.69000244140625
2018-08-17,154.27000427246094
2019-12-04,156.94000244140625
2020-02-21,158.47000122070312
2018-12-17,158.5399932861328
2019-08-30,157.75999450683594
2018-11-15,158.38999938964844
2019-07-29,161.02000427246094
2019-06-27,159.4499969482422
2019-04-24,160.02000427246094
2018-07-10,160.64999389648438
2018-09-12,161.69000244140625
2019-02-19,162.14999389648438
2019-01-18,160.05999755859375
2020-02-24,160.0
2020-05-13,162.60000610351562
2019-12-10,163.72000122070312
2020-02-27,165.89999389648438
2019-12-13,165.0800018310547
2020-05-19,166.39999389648438
2019-03-06,165.38999938964844
2018-11-30,165.86000061035156
2019-08-13,163.6199951171875
2019-07-12,163.77999877929688
2019-06-10,163.0
2019-05-09,162.89999389648438
2018-07-25,166.72000122070312
2018-09-27,164.2100067138672
2018-10-29,164.91000366210938
2019-10-16,163.8699951171875
2019-12-16,156.7100067138672
2020-03-04,155.89999389648438
2020-05-22,154.02999877929688
2019-10-01,153.1300048828125
2019-12-19,154.67999267578125
2018-09-10,146.17999267578125
2019-05-24,149.82000732421875
2018-08-09,153.88999938964844
2019-04-22,153.5800018310547
2019-03-21,152.99000549316406
2019-01-16,151.30999755859375
2019-08-28,152.35000610351562
2018-11-13,152.47999572753906
2018-10-12,155.10000610351562
2019-06-25,151.8699951171875
2020-03-10,150.57000732421875
2020-05-28,153.6999969482422
2019-10-07,152.4600067138672
2020-03-13,151.75
2019-10-10,152.27999877929688
2020-03-16,152.10000610351562
2020-06-03,153.3000030517578
2018-11-28,153.60000610351562
2018-09-25,152.0399932861328
2018-07-23,151.00999450683594
2018-08-24,148.8300018310547
2019-07-10,146.97000122070312
2019-05-07,147.0
2019-04-05,145.89999389648438
2019-03-04,145.1199951171875
2019-01-31,150.0
2019-09-12,155.9600067138672
2019-12-31,157.49000549316406
2020-03-19,152.58999633789062
2020-01-03,153.3800048828125
2020-06-09,152.64999389648438
2019-02-15,155.64999389648438
2019-01-14,155.47999572753906
2018-07-06,154.55999755859375
2018-08-07,155.52999877929688
2018-10-10,157.41000366210938
