Dates,CLX
2018-06-20,126.80999755859375
2018-06-21,126.94999694824219
2018-06-25,128.91000366210938
2018-06-22,132.41000366210938
2018-06-26,131.1699981689453
2018-06-27,130.6300048828125
2018-06-28,133.86000061035156
2018-06-29,135.25
2018-07-02,133.52000427246094
2018-07-03,132.8300018310547
2018-07-05,134.99000549316406
2018-07-16,135.44000244140625
2018-09-18,131.89999389648438
2019-01-24,132.47999572753906
2019-09-05,133.27999877929688
2018-11-21,133.4499969482422
2020-01-13,134.4600067138672
2020-04-01,134.1999969482422
2020-06-19,135.02000427246094
2019-10-29,129.52999877929688
2020-01-16,130.33999633789062
2020-06-22,131.8000030517578
2018-10-03,130.69000244140625
2018-07-31,129.6300048828125
2019-03-12,130.30999755859375
2019-02-08,131.75999450683594
2019-01-07,132.72000122070312
2018-12-06,134.6199951171875
2019-08-19,135.1699981689453
2019-07-18,134.16000366210938
2019-05-15,142.44000244140625
2019-09-20,143.0800018310547
2019-11-01,143.52000427246094
2020-04-07,141.47999572753906
2020-06-25,140.86000061035156
2020-06-16,140.2100067138672
2019-11-04,140.2100067138672
2020-01-22,141.22000122070312
2019-11-07,141.83999633789062
2020-04-13,144.97000122070312
2019-07-01,146.77000427246094
2019-05-30,147.52999877929688
2018-08-15,148.22999572753906
2018-10-18,146.5500030517578
2019-03-27,145.16000366210938
2019-01-22,145.8800048828125
2018-12-21,145.6699981689453
2019-09-03,144.67999267578125
2018-11-19,144.72999572753906
2019-08-02,144.77999877929688
2020-01-28,145.0
2020-04-16,144.97999572753906
2019-11-13,146.1199951171875
2020-01-31,148.4600067138672
2018-12-04,149.72000122070312
2018-11-02,150.74000549316406
2019-07-16,150.55999755859375
2018-08-30,150.16000366210938
2018-10-01,150.83999633789062
2019-06-14,151.2100067138672
2019-05-13,151.3800048828125
2019-04-11,151.92999267578125
2019-02-06,151.85000610351562
2019-09-18,150.66000366210938
2020-02-03,151.8800048828125
2020-04-22,152.47000122070312
2019-11-19,149.9499969482422
2020-02-06,149.63999938964844
2019-11-22,150.3699951171875
2019-03-25,149.27999877929688
2019-02-21,150.41000366210938
2018-12-19,150.42999267578125
2018-07-12,152.25999450683594
2018-09-14,147.2100067138672
2018-08-13,146.5800018310547
2018-10-16,149.5800018310547
2019-07-31,149.8800048828125
2019-05-28,150.3000030517578
2019-04-26,147.5500030517578
2020-04-28,142.17999267578125
2019-11-25,144.83999633789062
2020-02-12,146.61000061035156
2020-05-01,148.69000244140625
2020-05-04,149.42999267578125
2019-06-12,149.0
2019-04-09,152.57000732421875
2019-03-08,150.85000610351562
2019-02-04,150.1300048828125
2018-07-27,152.9600067138672
2018-08-28,151.58999633789062
2019-01-03,147.82000732421875
2019-08-15,149.75999450683594
2018-10-31,152.82000732421875
2019-09-16,148.4499969482422
2020-02-18,153.72999572753906
2020-05-07,154.1999969482422
2018-08-17,156.9600067138672
2019-12-04,158.10000610351562
2020-02-21,158.6699981689453
2018-12-17,157.74000549316406
2019-08-30,158.77000427246094
2018-11-15,161.07000732421875
2019-07-29,159.86000061035156
2019-06-27,160.17999267578125
2019-04-24,160.7100067138672
2018-07-10,162.02000427246094
2018-09-12,162.38999938964844
2019-02-19,160.41000366210938
2019-01-18,159.7100067138672
2020-02-24,162.8300018310547
2020-05-13,163.3300018310547
2019-12-10,166.36000061035156
2020-02-27,165.4199981689453
2019-12-13,166.0500030517578
2020-05-19,165.6199951171875
2019-03-06,165.2899932861328
2018-11-30,163.6300048828125
2019-08-13,163.75999450683594
2019-07-12,162.47000122070312
2019-06-10,162.1999969482422
2019-05-09,166.1300048828125
2018-07-25,163.83999633789062
2018-09-27,165.0800018310547
2018-10-29,164.52000427246094
2019-10-16,156.74000549316406
2019-12-16,155.5
2020-03-04,154.85000610351562
2020-05-22,153.55999755859375
2019-10-01,154.50999450683594
2019-12-19,145.3699951171875
2018-09-10,150.8300018310547
2019-05-24,153.17999267578125
2018-08-09,153.1199951171875
2019-04-22,154.13999938964844
2019-03-21,151.1300048828125
2019-01-16,152.02999877929688
2019-08-28,153.05999755859375
2018-11-13,154.8800048828125
2018-10-12,151.13999938964844
2019-06-25,150.94000244140625
2020-03-10,153.11000061035156
2020-05-28,153.35000610351562
2019-10-07,151.17999267578125
2020-03-13,152.6199951171875
2019-10-10,151.89999389648438
2020-03-16,151.97999572753906
2020-06-03,154.3699951171875
2018-11-28,151.17999267578125
2018-09-25,151.6999969482422
2018-07-23,149.1699981689453
2018-08-24,147.69000244140625
2019-07-10,146.74000549316406
2019-05-07,145.97000122070312
2019-04-05,145.64999389648438
2019-03-04,148.3800048828125
2019-01-31,149.86000061035156
2019-09-12,158.3800048828125
2019-12-31,152.75999450683594
2020-03-19,153.8300018310547
2020-01-03,153.19000244140625
2020-06-09,155.66000366210938
2019-02-15,155.49000549316406
2019-01-14,154.89999389648438
2018-07-06,156.30999755859375
2018-08-07,156.35000610351562
2018-10-10,156.27999877929688
2018-12-13,156.00999450683594
2019-08-26,155.27999877929688
2019-07-25,158.94000244140625
2019-05-22,159.5800018310547
2019-03-19,157.60000610351562
2020-01-06,158.02999877929688
2020-03-25,156.8000030517578
2020-06-12,158.02999877929688
2019-10-22,157.8000030517578
2020-01-09,157.97000122070312
2020-06-15,156.75999450683594
2019-10-25,156.83999633789062
2020-03-31,157.11000061035156
2020-06-18,157.8300018310547
2019-04-03,159.07000732421875
2018-08-22,159.19000244140625
2018-10-25,160.1300048828125
2019-01-29,159.8300018310547
2018-12-28,160.6699981689453
2018-11-26,159.47000122070312
2019-08-09,156.8699951171875
2019-07-08,155.9499969482422
2019-06-06,158.05999755859375
2019-09-10,158.1300048828125
2020-01-15,158.14999389648438
2020-04-03,159.9499969482422
2019-10-31,160.3300018310547
2020-04-06,161.30999755859375
2020-06-24,160.4600067138672
2018-11-09,158.5399932861328
2019-07-23,157.63999938964844
2019-06-21,156.94000244140625
2019-05-20,156.97000122070312
2019-04-18,155.60000610351562
2018-09-06,153.38999938964844
2018-10-08,152.94000244140625
2019-02-13,153.7899932861328
2018-12-11,155.3300018310547
2019-09-25,155.49000549316406
2020-01-21,154.4499969482422
2020-04-09,152.33999633789062
2019-11-06,153.00999450683594
2020-01-24,153.47999572753906
2020-01-27,154.50999450683594
2020-04-15,153.52999877929688
2018-12-26,154.22000122070312
2019-08-07,155.08999633789062
2019-06-04,157.55999755859375
2018-09-21,156.3800048828125
2018-07-19,159.72999572753906
2018-08-20,148.16000366210938
2018-10-23,148.74000549316406
2019-05-03,148.17999267578125
2019-04-01,148.25
2019-02-28,148.4600067138672
2019-11-12,148.82000732421875
2020-01-30,146.9600067138672
2019-11-15,148.19000244140625
2020-04-21,149.13999938964844
2019-04-16,147.22999572753906
2019-03-15,148.32000732421875
2019-02-11,148.72000122070312
2019-01-10,147.0500030517578
2019-08-22,146.72000122070312
2018-11-07,148.17999267578125
2018-08-03,150.60000610351562
2018-09-04,150.8800048828125
2019-06-19,149.6300048828125
2019-09-23,146.8300018310547
2019-11-18,147.39999389648438
2020-02-05,149.63999938964844
2020-04-24,148.80999755859375
2019-03-29,152.5800018310547
2019-11-21,152.8000030517578
2020-04-27,155.39999389648438
2020-02-11,158.9600067138672
2020-04-30,156.6300048828125
2019-05-01,156.7899932861328
2019-02-26,156.1300048828125
2019-01-25,156.9199981689453
2018-12-24,155.97999572753906
2019-09-06,156.8800048828125
2018-07-17,154.82000732421875
2018-09-19,153.63999938964844
2019-08-05,153.0800018310547
2019-10-08,154.5800018310547
2019-12-11,154.9199981689453
2019-11-27,155.2100067138672
2020-02-14,155.77000427246094
2020-05-06,151.64999389648438
2019-01-08,152.27000427246094
2018-12-07,153.11000061035156
2019-08-20,152.8000030517578
2018-11-05,154.16000366210938
2019-07-19,156.9499969482422
2018-10-04,155.77000427246094
2019-06-17,156.8800048828125
2019-05-16,155.4499969482422
2018-08-01,154.50999450683594
2019-03-13,155.24000549316406
2019-12-03,158.05999755859375
2020-02-20,158.52999877929688
2019-12-06,159.94000244140625
2020-05-12,159.5800018310547
2019-12-09,162.0500030517578
2020-02-26,161.86000061035156
2020-05-15,161.58999633789062
2019-03-28,164.39999389648438
2018-09-17,163.58999633789062
2018-08-16,163.5500030517578
2018-10-19,166.3300018310547
2019-04-29,165.3699951171875
2019-01-23,165.1699981689453
