Dates,CLX
2018-06-20,840400.0
2018-06-21,940400.0
2018-06-25,1014900.0
2018-06-22,1439700.0
2018-06-26,1461300.0
2018-06-27,1402100.0
2018-06-28,1443000.0
2018-06-29,1567900.0
2018-07-02,1087200.0
2018-07-03,888900.0
2018-07-05,1295100.0
2018-07-16,1078200.0
2018-09-18,1736000.0
2019-01-24,1681900.0
2019-09-05,1412900.0
2018-11-21,967200.0
2020-01-13,936300.0
2020-04-01,1095100.0
2020-06-19,525600.0
2019-10-29,2907000.0
2020-01-16,1368100.0
2020-06-22,1633500.0
2018-10-03,1016300.0
2018-07-31,1721200.0
2019-03-12,1239700.0
2019-02-08,1282900.0
2019-01-07,1518500.0
2018-12-06,1837700.0
2019-08-19,2324000.0
2019-07-18,1592800.0
2019-05-15,3829400.0
2019-09-20,1787200.0
2019-11-01,998500.0
2020-04-07,1731400.0
2020-06-25,793000.0
2020-06-16,646500.0
2019-11-04,500500.0
2020-01-22,648400.0
2019-11-07,594800.0
2020-04-13,1522700.0
2019-07-01,773500.0
2019-05-30,793100.0
2018-08-15,855900.0
2018-10-18,1303200.0
2019-03-27,715300.0
2019-01-22,728600.0
2018-12-21,726700.0
2019-09-03,681800.0
2018-11-19,696400.0
2019-08-02,668600.0
2020-01-28,452600.0
2020-04-16,1157500.0
2019-11-13,861900.0
2020-01-31,1095600.0
2018-12-04,1020300.0
2018-11-02,1003600.0
2019-07-16,772200.0
2018-08-30,929600.0
2018-10-01,558500.0
2019-06-14,708600.0
2019-05-13,631500.0
2019-04-11,829200.0
2019-02-06,774200.0
2019-09-18,642000.0
2020-02-03,1028800.0
2020-04-22,1166000.0
2019-11-19,669400.0
2020-02-06,746500.0
2019-11-22,867900.0
2019-03-25,634300.0
2019-02-21,754100.0
2018-12-19,499400.0
2018-07-12,769300.0
2018-09-14,1438600.0
2018-08-13,1131200.0
2018-10-16,1563800.0
2019-07-31,791900.0
2019-05-28,672600.0
2019-04-26,1465900.0
2020-04-28,1332200.0
2019-11-25,1065700.0
2020-02-12,990200.0
2020-05-01,604400.0
2020-05-04,1122900.0
2019-06-12,823700.0
2019-04-09,1410100.0
2019-03-08,977400.0
2019-02-04,1005200.0
2018-07-27,1073800.0
2018-08-28,1024200.0
2019-01-03,1062100.0
2019-08-15,1114500.0
2018-10-31,1334600.0
2019-09-16,3038300.0
2020-02-18,1909800.0
2020-05-07,1198400.0
2018-08-17,1387400.0
2019-12-04,1423500.0
2020-02-21,1171400.0
2018-12-17,791700.0
2019-08-30,1225600.0
2018-11-15,1095700.0
2019-07-29,794900.0
2019-06-27,787000.0
2019-04-24,629600.0
2018-07-10,712800.0
2018-09-12,566500.0
2019-02-19,988700.0
2019-01-18,877000.0
2020-02-24,390700.0
2020-05-13,804200.0
2019-12-10,973300.0
2020-02-27,1013800.0
2019-12-13,827400.0
2020-05-19,2160100.0
2019-03-06,993400.0
2018-11-30,1189000.0
2019-08-13,1082100.0
2019-07-12,808800.0
2019-06-10,868500.0
2019-05-09,928700.0
2018-07-25,1274400.0
2018-09-27,768100.0
2018-10-29,839700.0
2019-10-16,1392300.0
2019-12-16,1105800.0
2020-03-04,1598500.0
2020-05-22,1458300.0
2019-10-01,2074400.0
2019-12-19,907400.0
2018-09-10,793000.0
2019-05-24,843200.0
2018-08-09,614300.0
2019-04-22,565400.0
2019-03-21,1048700.0
2019-01-16,880600.0
2019-08-28,1031500.0
2018-11-13,856900.0
2018-10-12,2527300.0
2019-06-25,1578600.0
2020-03-10,1457800.0
2020-05-28,1158600.0
2019-10-07,1255900.0
2020-03-13,856300.0
2019-10-10,829500.0
2020-03-16,734200.0
2020-06-03,940600.0
2018-11-28,1062300.0
2018-09-25,712300.0
2018-07-23,967700.0
2018-08-24,1109800.0
2019-07-10,962900.0
2019-05-07,1167000.0
2019-04-05,1326300.0
2019-03-04,1256300.0
2019-01-31,1410100.0
2019-09-12,4004900.0
2019-12-31,2682300.0
2020-03-19,868500.0
2020-01-03,785700.0
2020-06-09,833400.0
2019-02-15,777300.0
2019-01-14,850600.0
2018-07-06,706300.0
2018-08-07,616400.0
2018-10-10,788000.0
2018-12-13,754600.0
2019-08-26,907900.0
2019-07-25,1197200.0
2019-05-22,678100.0
2019-03-19,611500.0
2020-01-06,684100.0
2020-03-25,509400.0
2020-06-12,837300.0
2019-10-22,653300.0
2020-01-09,616700.0
2020-06-15,719900.0
2019-10-25,600300.0
2020-03-31,620900.0
2020-06-18,515200.0
2019-04-03,899200.0
2018-08-22,630100.0
2018-10-25,826300.0
2019-01-29,719100.0
2018-12-28,1405800.0
