Dates,CLX
2018-06-20,127.97000122070312
2018-06-21,127.41999816894531
2018-06-25,129.35000610351562
2018-06-22,132.75999450683594
2018-06-26,132.66000366210938
2018-06-27,132.97999572753906
2018-06-28,133.97000122070312
2018-06-29,136.24000549316406
2018-07-02,135.1199951171875
2018-07-03,134.2100067138672
2018-07-05,135.00999450683594
2018-07-16,136.3000030517578
2018-09-18,135.24000549316406
2019-01-24,132.77999877929688
2019-09-05,133.7899932861328
2018-11-21,134.30999755859375
2020-01-13,135.22000122070312
2020-04-01,134.60000610351562
2020-06-19,135.50999450683594
2019-10-29,132.1699981689453
2020-01-16,130.72000122070312
2020-06-22,132.67999267578125
2018-10-03,132.19000244140625
2018-07-31,130.74000549316406
2019-03-12,131.36000061035156
2019-02-08,133.0800018310547
2019-01-07,133.85000610351562
2018-12-06,135.55999755859375
2019-08-19,135.72000122070312
2019-07-18,134.80999755859375
2019-05-15,143.6699981689453
2019-09-20,144.88999938964844
2019-11-01,143.6300048828125
2020-04-07,142.97000122070312
2020-06-25,141.97000122070312
2020-06-16,141.0800018310547
2019-11-04,141.27000427246094
2020-01-22,141.49000549316406
2019-11-07,142.5500030517578
2020-04-13,145.4600067138672
2019-07-01,147.02999877929688
2019-05-30,147.67999267578125
2018-08-15,148.63999938964844
2018-10-18,147.97999572753906
2019-03-27,146.6999969482422
2019-01-22,146.1699981689453
2018-12-21,146.1699981689453
2019-09-03,146.3300018310547
2018-11-19,146.1199951171875
2019-08-02,145.6199951171875
2020-01-28,146.02000427246094
2020-04-16,145.89999389648438
2019-11-13,147.77999877929688
2020-01-31,148.64999389648438
2018-12-04,150.3300018310547
2018-11-02,151.02000427246094
2019-07-16,152.38999938964844
2018-08-30,151.0
2018-10-01,151.24000549316406
2019-06-14,151.25
2019-05-13,151.4600067138672
2019-04-11,152.47999572753906
2019-02-06,152.91000366210938
2019-09-18,152.22999572753906
2020-02-03,152.4600067138672
2020-04-22,153.3800048828125
2019-11-19,152.38999938964844
2020-02-06,152.08999633789062
2019-11-22,151.7899932861328
2019-03-25,150.7100067138672
2019-02-21,150.44000244140625
2018-12-19,150.72999572753906
2018-07-12,152.88999938964844
2018-09-14,152.36000061035156
2018-08-13,147.1300048828125
2018-10-16,150.0
2019-07-31,150.7100067138672
2019-05-28,151.47999572753906
2019-04-26,149.97999572753906
2020-04-28,148.50999450683594
2019-11-25,145.6699981689453
2020-02-12,148.49000549316406
2020-05-01,149.3300018310547
2020-05-04,150.0800018310547
2019-06-12,151.14999389648438
2019-04-09,154.50999450683594
2019-03-08,152.92999267578125
2019-02-04,150.91000366210938
2018-07-27,155.22999572753906
2018-08-28,153.74000549316406
2019-01-03,151.17999267578125
2019-08-15,151.22000122070312
2018-10-31,152.9499969482422
2019-09-16,151.75
2020-02-18,154.02999877929688
2020-05-07,154.8699951171875
2018-08-17,157.3000030517578
2019-12-04,158.25
2020-02-21,158.77000427246094
2018-12-17,158.8699951171875
2019-08-30,159.1699981689453
2018-11-15,162.17999267578125
2019-07-29,162.0500030517578
2019-06-27,161.07000732421875
2019-04-24,160.74000549316406
