Dates,CLX
2019-02-27,206.36000061035156
2018-11-23,203.64999389648438
2019-08-06,200.75
2018-07-18,202.5399932861328
2018-09-20,198.1699981689453
2018-10-22,197.69000244140625
2019-07-05,195.0500030517578
2019-06-03,193.3300018310547
2019-10-09,200.57000732421875
2019-10-11,203.36000061035156
2020-03-17,203.8000030517578
2020-06-04,204.02000427246094
2019-10-14,205.02999877929688
2020-03-20,203.42999267578125
2018-11-06,194.2899932861328
2019-06-18,194.0
2019-05-17,198.02000427246094
2019-04-15,202.3000030517578
2019-03-14,203.9499969482422
2019-01-09,203.92999267578125
2018-08-02,204.91000366210938
2018-10-05,207.4499969482422
2019-08-21,209.69000244140625
2019-10-17,212.10000610351562
2020-03-23,215.85000610351562
2020-06-10,216.58999633789062
2019-02-25,212.9199981689453
2020-01-07,211.69000244140625
2020-03-26,210.64999389648438
2019-10-23,215.24000549316406
