Dates,PFE
2018-06-20,36.290000915527344
2018-06-21,36.27000045776367
2018-06-25,36.4900016784668
2018-06-22,36.31999969482422
2018-06-26,36.400001525878906
2018-06-27,36.29999923706055
2018-06-28,36.11000061035156
2018-06-29,36.45000076293945
2018-07-02,36.0
2018-07-03,36.38999938964844
2018-07-05,36.540000915527344
2018-07-16,37.0
2018-09-18,37.27000045776367
2019-01-24,37.29999923706055
2019-09-05,37.25
2018-11-21,37.40999984741211
2020-01-13,37.5
2020-04-01,37.47999954223633
2020-06-19,37.459999084472656
2019-10-29,37.59000015258789
2020-01-16,37.45000076293945
2020-06-22,37.20000076293945
2018-10-03,37.34000015258789
2018-07-31,37.369998931884766
2019-03-12,37.66999816894531
2019-02-08,38.040000915527344
2019-01-07,38.099998474121094
2018-12-06,38.36000061035156
2019-08-19,38.209999084472656
2019-07-18,39.630001068115234
2019-05-15,39.619998931884766
2019-09-20,39.619998931884766
2019-11-01,40.36000061035156
2020-04-07,40.849998474121094
2020-06-25,40.709999084472656
2020-06-16,41.29999923706055
2019-11-04,40.810001373291016
2020-01-22,40.95000076293945
2019-11-07,40.84000015258789
2020-04-13,40.79999923706055
2019-07-01,41.22999954223633
2019-05-30,41.47999954223633
2018-08-15,42.20000076293945
2018-10-18,42.33000183105469
2019-03-27,42.150001525878906
2019-01-22,42.11000061035156
2018-12-21,42.43000030517578
2019-09-03,42.52000045776367
2018-11-19,41.61000061035156
2019-08-02,41.5
2020-01-28,41.22999954223633
2020-04-16,41.290000915527344
2019-11-13,41.47999954223633
2020-01-31,41.290000915527344
2018-12-04,41.849998474121094
2018-11-02,41.59000015258789
2019-07-16,42.380001068115234
2018-08-30,42.0
2018-10-01,42.29999923706055
2019-06-14,42.5
2019-05-13,42.75
2019-04-11,43.02000045776367
2019-02-06,43.0
2019-09-18,43.41999816894531
2020-02-03,43.369998931884766
2020-04-22,43.779998779296875
2019-11-19,43.939998626708984
2020-02-06,44.130001068115234
2019-11-22,43.84000015258789
2019-03-25,43.790000915527344
2019-02-21,43.93000030517578
2018-12-19,44.029998779296875
2018-07-12,44.209999084472656
2018-09-14,44.279998779296875
2018-08-13,44.529998779296875
2018-10-16,44.709999084472656
2019-07-31,44.75
2019-05-28,44.9900016784668
2019-04-26,45.45000076293945
2020-04-28,44.36000061035156
2019-11-25,42.77000045776367
2020-02-12,43.650001525878906
2020-05-01,43.349998474121094
2020-05-04,43.77000045776367
2019-06-12,44.34000015258789
2019-04-09,44.04999923706055
2019-03-08,44.439998626708984
2019-02-04,43.88999938964844
2018-07-27,43.810001373291016
2018-08-28,42.38999938964844
2019-01-03,43.04999923706055
2019-08-15,42.95000076293945
2018-10-31,41.95000076293945
2019-09-16,43.0099983215332
2020-02-18,43.20000076293945
2020-05-07,43.7599983215332
2018-08-17,42.83000183105469
2019-12-04,43.58000183105469
2020-02-21,43.380001068115234
2018-12-17,43.86000061035156
2019-08-30,43.720001220703125
2018-11-15,44.279998779296875
2019-07-29,44.33000183105469
2019-06-27,43.7599983215332
2019-04-24,42.70000076293945
2018-07-10,43.099998474121094
2018-09-12,43.619998931884766
2019-02-19,44.0099983215332
2019-01-18,43.5
2020-02-24,42.95000076293945
2020-05-13,43.31999969482422
2019-12-10,43.20000076293945
2020-02-27,44.290000915527344
2019-12-13,44.7599983215332
2020-05-19,45.349998474121094
2019-03-06,46.369998931884766
2018-11-30,46.22999954223633
2019-08-13,44.58000183105469
2019-07-12,44.81999969482422
2019-06-10,44.13999938964844
2019-05-09,44.08000183105469
2018-07-25,44.349998474121094
2018-09-27,44.459999084472656
2018-10-29,44.08000183105469
2019-10-16,43.5
2019-12-16,43.470001220703125
2020-03-04,42.83000183105469
2020-05-22,41.709999084472656
2019-10-01,41.63999938964844
2019-12-19,41.810001373291016
2018-09-10,40.65999984741211
2019-05-24,41.810001373291016
2018-08-09,43.02000045776367
2019-04-22,43.209999084472656
2019-03-21,43.119998931884766
2019-01-16,43.2400016784668
2019-08-28,42.439998626708984
2018-11-13,43.06999969482422
2018-10-12,43.560001373291016
2019-06-25,43.459999084472656
2020-03-10,43.220001220703125
2020-05-28,42.33000183105469
2019-10-07,42.54999923706055
2020-03-13,42.599998474121094
2019-10-10,42.59000015258789
2020-03-16,41.95000076293945
