Dates,PFE
2018-06-20,36.459999084472656
2018-06-21,36.29999923706055
2018-06-25,36.5099983215332
2018-06-22,36.380001068115234
2018-06-26,36.380001068115234
2018-06-27,36.209999084472656
2018-06-28,36.36000061035156
2018-06-29,36.279998779296875
2018-07-02,36.33000183105469
2018-07-03,36.349998474121094
2018-07-05,36.869998931884766
2018-07-16,37.11000061035156
2018-09-18,37.15999984741211
2019-01-24,37.43000030517578
2019-09-05,37.209999084472656
2018-11-21,37.52000045776367
2020-01-13,37.529998779296875
2020-04-01,37.380001068115234
2020-06-19,37.650001525878906
2019-10-29,37.65999984741211
2020-01-16,37.36000061035156
2020-06-22,37.33000183105469
2018-10-03,37.209999084472656
2018-07-31,37.70000076293945
2019-03-12,37.9900016784668
2019-02-08,38.15999984741211
2019-01-07,38.40999984741211
2018-12-06,38.59000015258789
2019-08-19,39.93000030517578
2019-07-18,40.27000045776367
2019-05-15,39.650001525878906
2019-09-20,40.540000915527344
2019-11-01,41.040000915527344
2020-04-07,40.84000015258789
2020-06-25,41.40999984741211
2020-06-16,41.0
2019-11-04,40.93000030517578
2020-01-22,40.810001373291016
2019-11-07,40.709999084472656
2020-04-13,41.15999984741211
2019-07-01,41.41999816894531
2019-05-30,42.09000015258789
2018-08-15,42.33000183105469
2018-10-18,42.15999984741211
2019-03-27,42.06999969482422
2019-01-22,42.20000076293945
2018-12-21,42.400001525878906
2019-09-03,41.58000183105469
2018-11-19,41.5
2019-08-02,41.5
2020-01-28,41.5
2020-04-16,41.52000045776367
2019-11-13,41.369998931884766
2020-01-31,41.849998474121094
2018-12-04,41.779998779296875
2018-11-02,42.20000076293945
2019-07-16,42.060001373291016
2018-08-30,42.310001373291016
2018-10-01,42.40999984741211
2019-06-14,42.849998474121094
2019-05-13,42.959999084472656
2019-04-11,43.0099983215332
2019-02-06,43.5099983215332
2019-09-18,43.2599983215332
2020-02-03,43.75
2020-04-22,44.060001373291016
2019-11-19,43.93000030517578
2020-02-06,43.790000915527344
2019-11-22,43.68000030517578
2019-03-25,43.900001525878906
2019-02-21,44.06999969482422
2018-12-19,44.27000045776367
2018-07-12,44.220001220703125
2018-09-14,44.810001373291016
2018-08-13,44.70000076293945
2018-10-16,44.90999984741211
2019-07-31,45.279998779296875
2019-05-28,45.470001220703125
2019-04-26,44.5099983215332
2020-04-28,42.810001373291016
2019-11-25,43.779998779296875
2020-02-12,43.119998931884766
2020-05-01,43.93000030517578
2020-05-04,44.56999969482422
2019-06-12,44.0
2019-04-09,44.5
2019-03-08,44.369998931884766
2019-02-04,44.099998474121094
2018-07-27,42.47999954223633
2018-08-28,43.40999984741211
2019-01-03,42.599998474121094
2019-08-15,43.22999954223633
2018-10-31,42.88999938964844
2019-09-16,43.060001373291016
2020-02-18,43.66999816894531
2020-05-07,42.93000030517578
2018-08-17,43.52000045776367
2019-12-04,43.0099983215332
2020-02-21,44.400001525878906
2018-12-17,43.849998474121094
2019-08-30,44.279998779296875
2018-11-15,44.11000061035156
2019-07-29,43.52000045776367
2019-06-27,42.90999984741211
2019-04-24,43.209999084472656
2018-07-10,43.5099983215332
2018-09-12,44.18000030517578
2019-02-19,43.529998779296875
2019-01-18,43.099998474121094
2020-02-24,43.13999938964844
2020-05-13,43.34000015258789
2019-12-10,44.06999969482422
2020-02-27,44.900001525878906
2019-12-13,45.5099983215332
2020-05-19,46.22999954223633
2019-03-06,45.9900016784668
2018-11-30,45.13999938964844
2019-08-13,44.97999954223633
2019-07-12,43.91999816894531
2019-06-10,44.400001525878906
2019-05-09,44.0099983215332
2018-07-25,44.15999984741211
2018-09-27,44.56999969482422
2018-10-29,43.79999923706055
2019-10-16,43.11000061035156
2019-12-16,42.400001525878906
2020-03-04,41.970001220703125
2020-05-22,41.95000076293945
2019-10-01,41.93000030517578
2019-12-19,40.54999923706055
2018-09-10,42.189998626708984
2019-05-24,42.849998474121094
2018-08-09,42.959999084472656
2019-04-22,43.650001525878906
2019-03-21,43.25
2019-01-16,42.040000915527344
2019-08-28,43.0
2018-11-13,43.22999954223633
2018-10-12,43.43000030517578
2019-06-25,43.34000015258789
2020-03-10,42.310001373291016
2020-05-28,42.880001068115234
2019-10-07,42.369998931884766
2020-03-13,42.72999954223633
2019-10-10,42.11000061035156
2020-03-16,42.470001220703125
2020-06-03,42.529998779296875
2018-11-28,42.27000045776367
2018-09-25,42.15999984741211
2018-07-23,40.95000076293945
2018-08-24,40.63999938964844
2019-07-10,39.529998779296875
2019-05-07,40.77000045776367
2019-04-05,41.58000183105469
2019-03-04,42.45000076293945
2019-01-31,42.880001068115234
2019-09-12,42.439998626708984
2019-12-31,42.11000061035156
2020-03-19,42.33000183105469
2020-01-03,41.70000076293945
2020-06-09,42.22999954223633
2019-02-15,41.68000030517578
2019-01-14,41.869998931884766
2018-07-06,41.70000076293945
2018-08-07,41.970001220703125
2018-10-10,42.400001525878906
2018-12-13,42.599998474121094
2019-08-26,42.20000076293945
2019-07-25,42.13999938964844
2019-05-22,42.959999084472656
2019-03-19,43.08000183105469
2020-01-06,43.02000045776367
