Dates,PFE
2019-09-10,42.619998931884766
2020-01-15,42.150001525878906
2020-04-03,42.70000076293945
2019-10-31,42.63999938964844
2020-04-06,42.369998931884766
2020-06-24,42.58000183105469
2018-11-09,42.939998626708984
2019-07-23,43.18000030517578
2019-06-21,43.06999969482422
2019-05-20,42.91999816894531
2019-04-18,43.279998779296875
2018-09-06,43.279998779296875
2018-10-08,43.0
2019-02-13,42.91999816894531
2018-12-11,42.83000183105469
2019-09-25,42.34000015258789
2020-01-21,42.119998931884766
2020-04-09,42.29999923706055
2019-11-06,41.0
2020-01-24,39.93000030517578
2020-01-27,39.5
2020-04-15,39.63999938964844
2018-12-26,39.63999938964844
2019-08-07,39.83000183105469
2019-06-04,39.9900016784668
2018-09-21,40.02000045776367
2018-07-19,41.18000030517578
2018-08-20,40.91999816894531
2018-10-23,41.02000045776367
2019-05-03,41.5
2019-04-01,41.77000045776367
2019-02-28,41.709999084472656
2019-11-12,41.029998779296875
2020-01-30,40.84000015258789
2019-11-15,40.81999969482422
2020-04-21,40.650001525878906
2019-04-16,40.869998931884766
2019-03-15,41.290000915527344
2019-02-11,41.97999954223633
2019-01-10,41.810001373291016
2019-08-22,41.709999084472656
2018-11-07,41.810001373291016
2018-08-03,42.209999084472656
2018-09-04,41.97999954223633
2019-06-19,42.310001373291016
2019-09-23,42.47999954223633
2019-11-18,41.84000015258789
2020-02-05,41.95000076293945
2020-04-24,41.97999954223633
2019-03-29,42.189998626708984
2019-11-21,42.75
2020-04-27,42.84000015258789
2020-02-11,43.09000015258789
2020-04-30,43.25
2019-05-01,43.2400016784668
2019-02-26,43.29999923706055
2019-01-25,43.16999816894531
2018-12-24,43.13999938964844
2019-09-06,42.869998931884766
2018-07-17,42.900001525878906
2018-09-19,43.33000183105469
2019-08-05,43.59000015258789
2019-10-08,44.11000061035156
2019-12-11,44.0
2019-11-27,43.900001525878906
2020-02-14,44.290000915527344
2020-05-06,43.79999923706055
2019-01-08,43.560001373291016
2018-12-07,43.720001220703125
2019-08-20,43.880001068115234
2018-11-05,44.220001220703125
2019-07-19,44.560001373291016
2018-10-04,44.349998474121094
2019-06-17,43.869998931884766
2019-05-16,43.79999923706055
2018-08-01,44.11000061035156
2019-03-13,43.560001373291016
2019-12-03,42.9900016784668
2020-02-20,42.77000045776367
2019-12-06,42.970001220703125
2020-05-12,43.189998626708984
2019-12-09,43.060001373291016
2020-02-26,43.209999084472656
2020-05-15,43.02000045776367
2019-03-28,43.22999954223633
2018-09-17,43.0
2018-08-16,43.0
2018-10-19,43.16999816894531
2019-04-29,43.0
2019-01-23,40.2400016784668
2019-09-04,39.66999816894531
2018-11-20,38.619998931884766
2019-07-02,38.540000915527344
2019-05-31,37.83000183105469
2019-12-12,37.310001373291016
2020-05-18,36.779998779296875
2019-09-27,36.95000076293945
2020-03-03,36.83000183105469
2020-05-21,36.31999969482422
2019-05-14,35.810001373291016
2018-08-31,34.97999954223633
2018-07-30,34.58000183105469
2018-10-02,35.0099983215332
2019-04-12,35.31999969482422
2019-03-11,35.15999984741211
2019-02-07,35.119998931884766
2019-07-17,35.22999954223633
2019-09-19,35.349998474121094
2019-10-21,34.86000061035156
2019-12-18,35.09000015258789
2020-03-06,35.150001525878906
2019-10-03,35.790000915527344
2020-03-09,35.720001220703125
2020-05-27,36.279998779296875
2019-12-24,36.400001525878906
2020-03-12,36.47999954223633
2018-12-20,36.56999969482422
2019-08-01,36.84000015258789
2018-08-14,37.380001068115234
2018-07-13,37.7599983215332
2018-10-17,37.619998931884766
2019-05-29,37.599998474121094
2019-03-26,37.02000045776367
2019-02-22,36.79999923706055
2019-10-04,36.720001220703125
2019-11-05,36.77000045776367
2019-12-27,37.25
2020-06-02,36.59000015258789
2019-12-30,36.58000183105469
2020-03-18,36.349998474121094
2020-06-05,36.2400016784668
2019-07-15,36.34000015258789
2018-12-03,36.310001373291016
2019-06-13,36.02000045776367
2019-01-04,35.27000045776367
2018-08-29,35.470001220703125
2019-02-05,35.97999954223633
2018-11-01,36.2599983215332
2019-08-16,35.880001068115234
2019-04-10,35.88999938964844
2019-09-17,36.0099983215332
2019-10-15,36.58000183105469
2020-01-02,36.349998474121094
2020-06-08,36.7400016784668
2019-10-18,36.75
2020-03-24,36.810001373291016
2020-06-11,36.70000076293945
2020-01-08,36.68000030517578
2019-04-25,36.70000076293945
2019-07-30,36.779998779296875
2019-02-20,36.84000015258789
2018-07-11,36.880001068115234
2018-09-13,37.47999954223633
2018-10-15,38.7599983215332
2019-06-28,38.81999969482422
2018-12-18,38.58000183105469
2018-11-16,38.939998626708984
2019-10-02,38.7400016784668
2020-03-27,38.099998474121094
2020-01-10,37.72999954223633
2019-10-24,37.58000183105469
2020-03-30,37.15999984741211
2020-06-17,37.0099983215332
2020-01-14,37.09000015258789
2020-04-02,36.95000076293945
2019-01-02,36.7599983215332
2019-08-14,37.470001220703125
2018-10-30,37.439998626708984
2019-06-11,37.68000030517578
2019-05-10,37.689998626708984
2019-04-08,37.939998626708984
2018-08-27,38.40999984741211
2018-07-26,38.880001068115234
2018-09-28,38.59000015258789
2019-03-07,38.709999084472656
2019-10-30,38.880001068115234
2020-01-17,38.79999923706055
2020-06-23,38.20000076293945
2020-04-08,38.2599983215332
2020-06-26,38.369998931884766
2019-03-22,38.52000045776367
2019-01-17,38.380001068115234
2019-08-29,38.58000183105469
2018-11-14,38.56999969482422
2019-06-26,38.619998931884766
2018-09-11,38.68000030517578
2018-07-09,39.400001525878906
2018-08-10,39.439998626708984
2019-04-23,39.08000183105469
2019-09-30,39.150001525878906
2020-01-23,39.540000915527344
2019-11-08,39.52000045776367
2020-04-14,39.439998626708984
2019-11-11,39.56999969482422
2020-01-29,39.619998931884766
2020-04-17,39.41999816894531
2018-07-24,39.20000076293945
2018-09-26,39.349998474121094
2019-05-08,39.2400016784668
2019-03-05,39.0
2019-02-01,39.130001068115234
2018-12-31,39.220001220703125
2018-11-29,39.27000045776367
2019-08-12,39.630001068115234
2019-07-11,39.77000045776367
2019-09-13,40.08000183105469
2019-11-14,40.869998931884766
2020-04-20,40.79999923706055
2020-02-04,40.810001373291016
2020-04-23,40.65999984741211
2018-12-14,40.40999984741211
2019-08-27,40.83000183105469
2018-08-08,40.970001220703125
2018-10-11,40.43000030517578
2018-11-12,39.4900016784668
2019-07-26,38.380001068115234
2019-06-24,37.16999816894531
2019-05-23,37.45000076293945
2019-03-20,38.040000915527344
2019-01-15,38.2400016784668
2019-11-20,38.56999969482422
2020-02-07,38.5
2020-02-10,38.400001525878906
2020-04-29,38.220001220703125
2019-11-26,38.130001068115234
2020-02-13,38.189998626708984
2019-01-30,37.58000183105469
2018-08-23,37.040000915527344
2018-09-24,36.66999816894531
2018-11-27,36.5
2018-10-26,36.060001373291016
2019-07-09,35.81999969482422
2019-06-07,35.400001525878906
2019-05-06,34.7400016784668
2019-04-04,35.209999084472656
2019-09-11,35.709999084472656
2019-11-29,33.939998626708984
2020-05-05,34.95000076293945
2019-12-02,35.779998779296875
2020-02-19,36.459999084472656
2020-05-08,36.18000030517578
2019-05-21,35.16999816894531
2019-03-18,34.689998626708984
2018-09-07,34.65999984741211
2018-08-06,33.880001068115234
2018-10-09,32.0
2019-02-14,32.880001068115234
2018-12-12,32.279998779296875
2019-07-24,32.650001525878906
2019-09-26,32.61000061035156
2019-10-28,32.25
2019-12-05,30.670000076293945
2020-05-11,29.579999923706055
2019-07-03,30.049999237060547
2020-02-25,30.719999313354492
2020-05-14,31.989999771118164
2020-02-28,31.739999771118164
2019-08-08,32.849998474121094
2019-06-05,33.0
2018-07-20,32.279998779296875
2018-08-21,33.0
2018-10-24,33.88999938964844
2019-04-02,34.900001525878906
2019-03-01,35.16999816894531
2019-01-28,34.79999923706055
2018-12-27,35.77000045776367
2019-09-09,35.97999954223633
2020-03-02,36.630001068115234
2020-05-20,36.22999954223633
2019-12-17,36.2599983215332
2020-03-05,37.0
2019-02-12,36.90999984741211
2019-01-11,35.93000030517578
2018-12-10,37.0
2019-08-23,37.400001525878906
2018-11-08,37.43000030517578
2019-07-22,38.540000915527344
2019-06-20,39.220001220703125
2018-09-05,38.54999923706055
2019-04-17,38.5099983215332
2019-09-24,37.939998626708984
2019-12-20,37.91999816894531
2020-05-26,38.86000061035156
2019-04-30,39.0099983215332
2019-12-23,38.4900016784668
2020-03-11,37.380001068115234
2020-05-29,38.209999084472656
2019-12-26,38.2400016784668
2020-06-01,37.41999816894531
2019-05-02,37.959999084472656
2019-02-27,38.16999816894531
2018-11-23,38.459999084472656
2019-08-06,38.02000045776367
2018-07-18,38.20000076293945
2018-09-20,37.650001525878906
2018-10-22,37.529998779296875
2019-07-05,37.869998931884766
2019-06-03,37.540000915527344
2019-10-09,38.439998626708984
2019-10-11,38.43000030517578
2020-03-17,35.72999954223633
2020-06-04,36.15999984741211
2019-10-14,36.40999984741211
2020-03-20,36.290000915527344
2018-11-06,36.4900016784668
2019-06-18,36.599998474121094
2019-05-17,36.65999984741211
2019-04-15,36.45000076293945
2019-03-14,35.68000030517578
2019-01-09,34.099998474121094
2018-08-02,33.720001220703125
2018-10-05,33.959999084472656
2019-08-21,33.77000045776367
2019-10-17,33.470001220703125
2020-03-23,33.7400016784668
2020-06-10,33.36000061035156
2019-02-25,33.25
2020-01-07,32.72999954223633
2020-03-26,32.380001068115234
2019-10-23,32.279998779296875
