Dates,MTD
2018-06-20,584.5599975585938
2018-06-21,581.3300170898438
2018-06-25,584.8400268554688
2018-06-22,580.0
2018-06-26,575.530029296875
2018-06-27,575.77001953125
2018-06-28,573.8699951171875
2018-06-29,584.6500244140625
2018-07-02,576.4600219726562
2018-07-03,590.780029296875
2018-07-05,587.9000244140625
2018-07-16,586.4000244140625
2018-09-18,595.8099975585938
2019-01-24,596.1300048828125
2019-09-05,589.97998046875
2018-11-21,592.1099853515625
2020-01-13,585.719970703125
2020-04-01,582.989990234375
2020-06-19,585.8599853515625
2019-10-29,586.47998046875
2020-01-16,599.6500244140625
2020-06-22,603.1900024414062
2018-10-03,602.5999755859375
2018-07-31,608.3499755859375
2019-03-12,613.6799926757812
2019-02-08,620.3499755859375
2019-01-07,611.9400024414062
2018-12-06,591.0599975585938
2019-08-19,595.9600219726562
2019-07-18,594.0900268554688
2019-05-15,590.1699829101562
2019-09-20,593.0
2019-11-01,591.0800170898438
2020-04-07,589.510009765625
2020-06-25,585.5599975585938
2020-06-16,585.7100219726562
2019-11-04,576.2000122070312
2020-01-22,578.5999755859375
2019-11-07,570.0
2020-04-13,560.75
2019-07-01,570.9400024414062
2019-05-30,570.1699829101562
2018-08-15,568.219970703125
2018-10-18,568.280029296875
2019-03-27,567.47998046875
2019-01-22,567.0900268554688
2018-12-21,569.52001953125
2019-09-03,573.52001953125
2018-11-19,576.2100219726562
2019-08-02,581.52001953125
2020-01-28,582.6500244140625
2020-04-16,585.4400024414062
2019-11-13,582.0900268554688
2020-01-31,587.8699951171875
2018-12-04,590.6199951171875
2018-11-02,591.1199951171875
2019-07-16,600.0
2018-08-30,598.3400268554688
2018-10-01,605.0
2019-06-14,610.9600219726562
2019-05-13,612.9000244140625
2019-04-11,613.1699829101562
2019-02-06,611.4299926757812
2019-09-18,615.6500244140625
2020-02-03,619.9299926757812
2020-04-22,626.0700073242188
2019-11-19,611.239990234375
2020-02-06,612.3400268554688
2019-11-22,618.510009765625
2019-03-25,619.280029296875
2019-02-21,614.9000244140625
2018-12-19,618.1900024414062
2018-07-12,617.1799926757812
2018-09-14,618.760009765625
2018-08-13,613.25
2018-10-16,613.0900268554688
2019-07-31,603.9199829101562
2019-05-28,593.5700073242188
2019-04-26,591.8699951171875
2020-04-28,571.0700073242188
2019-11-25,566.5
2020-02-12,562.760009765625
2020-05-01,574.0999755859375
2020-05-04,580.1599731445312
2019-06-12,578.6300048828125
2019-04-09,576.5900268554688
2019-03-08,562.6300048828125
2019-02-04,548.72998046875
2018-07-27,548.1599731445312
2018-08-28,538.8699951171875
2019-01-03,541.0700073242188
2019-08-15,549.6099853515625
2018-10-31,552.9600219726562
2019-09-16,554.8499755859375
2020-02-18,563.0599975585938
2020-05-07,572.8300170898438
2018-08-17,579.4400024414062
2019-12-04,584.9000244140625
2020-02-21,597.3099975585938
2018-12-17,598.280029296875
2019-08-30,618.3400268554688
2018-11-15,609.010009765625
2019-07-29,604.0
2019-06-27,601.02001953125
2019-04-24,592.8699951171875
2018-07-10,600.2999877929688
2018-09-12,602.1599731445312
2019-02-19,589.780029296875
2019-01-18,597.8200073242188
2020-02-24,602.0700073242188
2020-05-13,606.4299926757812
2019-12-10,608.0900268554688
2020-02-27,621.97998046875
2019-12-13,638.1799926757812
2020-05-19,639.22998046875
2019-03-06,650.77001953125
2018-11-30,648.3699951171875
2019-08-13,622.3499755859375
2019-07-12,618.3300170898438
2019-06-10,594.9000244140625
2019-05-09,606.3900146484375
2018-07-25,615.0
2018-09-27,611.1300048828125
2018-10-29,596.4299926757812
2019-10-16,586.4400024414062
2019-12-16,580.3800048828125
2020-03-04,584.9199829101562
2020-05-22,561.3400268554688
2019-10-01,564.0599975585938
2019-12-19,544.47998046875
2018-09-10,553.9500122070312
2019-05-24,563.6400146484375
2018-08-09,568.6099853515625
2019-04-22,567.1500244140625
2019-03-21,559.8800048828125
2019-01-16,535.0
2019-08-28,535.0999755859375
2018-11-13,542.2100219726562
2018-10-12,556.530029296875
2019-06-25,577.6300048828125
2020-03-10,578.1699829101562
2020-05-28,577.780029296875
2019-10-07,579.719970703125
2020-03-13,582.5999755859375
2019-10-10,588.989990234375
2020-03-16,589.1500244140625
2020-06-03,602.6599731445312
2018-11-28,600.6400146484375
2018-09-25,610.8800048828125
2018-07-23,607.9199829101562
2018-08-24,618.4500122070312
2019-07-10,619.7899780273438
2019-05-07,624.6400146484375
2019-04-05,633.6799926757812
2019-03-04,639.239990234375
2019-01-31,645.3900146484375
2019-09-12,646.5399780273438
2019-12-31,656.75
2020-03-19,659.3300170898438
2020-01-03,655.7000122070312
2020-06-09,666.4600219726562
2019-02-15,669.5499877929688
2019-01-14,673.0700073242188
2018-07-06,674.0499877929688
2018-08-07,671.2100219726562
2018-10-10,673.739990234375
2018-12-13,673.260009765625
2019-08-26,675.489990234375
2019-07-25,675.5999755859375
2019-05-22,679.0499877929688
2019-03-19,694.0
2020-01-06,688.469970703125
2020-03-25,688.52001953125
2020-06-12,687.8400268554688
2019-10-22,701.25
2020-01-09,700.8400268554688
2020-06-15,694.7999877929688
2019-10-25,693.3300170898438
2020-03-31,684.969970703125
2020-06-18,681.239990234375
2019-04-03,689.5900268554688
2018-08-22,694.3200073242188
2018-10-25,696.3800048828125
2019-01-29,699.0
2018-12-28,709.5800170898438
2018-11-26,710.0
2019-08-09,719.5800170898438
2019-07-08,720.02001953125
2019-06-06,732.4600219726562
2019-09-10,726.75
2020-01-15,714.1699829101562
2020-04-03,720.4000244140625
2019-10-31,723.8599853515625
2020-04-06,708.02001953125
2020-06-24,724.27001953125
2018-11-09,736.0999755859375
2019-07-23,736.8800048828125
2019-06-21,740.8099975585938
2019-05-20,736.260009765625
2019-04-18,739.9600219726562
2018-09-06,740.0399780273438
2018-10-08,739.0700073242188
2019-02-13,745.3699951171875
2018-12-11,741.4000244140625
2019-09-25,750.0
2020-01-21,747.5399780273438
2020-04-09,750.0
2019-11-06,739.3699951171875
2020-01-24,732.0499877929688
2020-01-27,734.75
2020-04-15,730.0999755859375
2018-12-26,732.1699829101562
2019-08-07,732.1699829101562
2019-06-04,737.22998046875
2018-09-21,745.5599975585938
2018-07-19,747.1699829101562
2018-08-20,747.9600219726562
2018-10-23,753.4500122070312
2019-05-03,762.9000244140625
2019-04-01,762.5599975585938
2019-02-28,754.0
2019-11-12,745.780029296875
2020-01-30,742.3300170898438
2019-11-15,738.3099975585938
2020-04-21,716.1400146484375
2019-04-16,727.5999755859375
2019-03-15,720.0
