Dates,MTD
2020-06-24,173500.0
2018-11-09,107000.0
2019-07-23,176100.0
2019-06-21,113600.0
2019-05-20,121000.0
2019-04-18,90000.0
2018-09-06,72700.0
2018-10-08,91000.0
2019-02-13,121100.0
2018-12-11,102100.0
2019-09-25,106900.0
2020-01-21,109300.0
2020-04-09,101900.0
2019-11-06,198300.0
2020-01-24,147000.0
2020-01-27,122100.0
2020-04-15,232900.0
2018-12-26,99900.0
2019-08-07,125300.0
2019-06-04,52700.0
2018-09-21,80500.0
2018-07-19,103900.0
2018-08-20,107700.0
2018-10-23,134800.0
2019-05-03,92300.0
2019-04-01,112200.0
2019-02-28,221000.0
2019-11-12,220000.0
2020-01-30,236500.0
2019-11-15,368800.0
2020-04-21,346200.0
2019-04-16,202900.0
2019-03-15,222600.0
2019-02-11,261300.0
2019-01-10,184500.0
2019-08-22,180500.0
2018-11-07,211200.0
2018-08-03,132400.0
2018-09-04,188600.0
2019-06-19,131500.0
2019-09-23,232100.0
2019-11-18,167700.0
2020-02-05,108400.0
2020-04-24,141100.0
2019-03-29,136900.0
2019-11-21,110400.0
2020-04-27,156900.0
2020-02-11,173800.0
2020-04-30,173800.0
2019-05-01,123400.0
2019-02-26,163400.0
2019-01-25,124400.0
2018-12-24,130700.0
2019-09-06,126300.0
2018-07-17,96300.0
2018-09-19,129400.0
2019-08-05,119100.0
2019-10-08,125200.0
2019-12-11,154300.0
2019-11-27,148400.0
2020-02-14,191800.0
2020-05-06,133600.0
2019-01-08,110600.0
2018-12-07,171100.0
2019-08-20,234300.0
2018-11-05,105300.0
2019-07-19,79300.0
2018-10-04,129300.0
2019-06-17,122500.0
2019-05-16,116100.0
2018-08-01,108400.0
2019-03-13,151600.0
2019-12-03,245900.0
2020-02-20,208000.0
2019-12-06,204800.0
2020-05-12,123900.0
2019-12-09,108600.0
2020-02-26,122900.0
2020-05-15,124400.0
2019-03-28,169700.0
2018-09-17,539100.0
2018-08-16,295100.0
2018-10-19,334800.0
2019-04-29,241100.0
2019-01-23,351100.0
2019-09-04,233200.0
2018-11-20,333900.0
2019-07-02,480100.0
2019-05-31,351700.0
2019-12-12,240100.0
2020-05-18,207300.0
2019-09-27,197100.0
2020-03-03,161100.0
2020-05-21,211300.0
2019-05-14,208000.0
2018-08-31,247700.0
2018-07-30,260500.0
2018-10-02,213800.0
2019-04-12,226400.0
2019-03-11,177900.0
2019-02-07,146000.0
2019-07-17,126000.0
2019-09-19,224200.0
2019-10-21,189600.0
2019-12-18,190300.0
2020-03-06,200600.0
2019-10-03,246000.0
2020-03-09,212400.0
2020-05-27,192600.0
2019-12-24,172400.0
2020-03-12,244000.0
2018-12-20,174900.0
2019-08-01,193100.0
2018-08-14,279300.0
2018-07-13,226900.0
2018-10-17,204000.0
2019-05-29,132200.0
2019-03-26,140500.0
2019-02-22,128300.0
2019-10-04,165200.0
2019-11-05,116600.0
2019-12-27,155000.0
2020-06-02,149000.0
2019-12-30,181700.0
2020-03-18,145200.0
2020-06-05,148300.0
2019-07-15,110900.0
2018-12-03,176200.0
2019-06-13,151400.0
2019-01-04,223300.0
2018-08-29,257600.0
2019-02-05,175200.0
2018-11-01,144400.0
2019-08-16,290100.0
2019-04-10,168400.0
2019-09-17,223100.0
2019-10-15,183800.0
2020-01-02,120800.0
2020-06-08,210800.0
2019-10-18,346200.0
2020-03-24,282000.0
2020-06-11,160300.0
2020-01-08,192000.0
2019-04-25,187000.0
2019-07-30,187400.0
2019-02-20,112300.0
2018-07-11,130500.0
2018-09-13,108100.0
2018-10-15,125600.0
2019-06-28,116800.0
2018-12-18,134200.0
2018-11-16,127300.0
2019-10-02,222800.0
2020-03-27,214700.0
2020-01-10,154900.0
2019-10-24,228000.0
2020-03-30,413500.0
2020-06-17,202800.0
2020-01-14,127400.0
2020-04-02,129700.0
2019-01-02,129100.0
2019-08-14,138100.0
2018-10-30,242800.0
2019-06-11,189200.0
2019-05-10,208500.0
2019-04-08,268100.0
2018-08-27,206200.0
2018-07-26,200300.0
2018-09-28,536900.0
2019-03-07,107700.0
2019-10-30,81000.0
2020-01-17,170700.0
2020-06-23,211100.0
2020-04-08,324000.0
2020-06-26,291400.0
2019-03-22,239600.0
2019-01-17,204500.0
2019-08-29,196100.0
2018-11-14,164300.0
2019-06-26,193800.0
2018-09-11,193200.0
2018-07-09,153900.0
2018-08-10,166000.0
2019-04-23,156100.0
2019-09-30,172800.0
2020-01-23,197800.0
2019-11-08,133000.0
2020-04-14,69900.0
2019-11-11,64600.0
2020-01-29,74000.0
2020-04-17,77200.0
2018-07-24,81600.0
2018-09-26,150300.0
2019-05-08,149700.0
2019-03-05,187900.0
2019-02-01,105800.0
2018-12-31,148200.0
2018-11-29,168200.0
2019-08-12,167600.0
2019-07-11,147200.0
2019-09-13,152200.0
2019-11-14,133600.0
2020-04-20,103900.0
2020-02-04,122900.0
2020-04-23,164200.0
2018-12-14,84600.0
2019-08-27,83000.0
2018-08-08,123000.0
2018-10-11,144000.0
2018-11-12,162500.0
2019-07-26,111800.0
2019-06-24,177400.0
2019-05-23,157800.0
2019-03-20,130800.0
2019-01-15,160200.0
2019-11-20,149700.0
2020-02-07,180500.0
2020-02-10,423400.0
2020-04-29,216400.0
2019-11-26,242100.0
2020-02-13,107800.0
2019-01-30,172500.0
2018-08-23,123200.0
2018-09-24,152200.0
2018-11-27,111100.0
2018-10-26,111800.0
2019-07-09,147700.0
2019-06-07,181100.0
2019-05-06,184300.0
2019-04-04,167000.0
2019-09-11,206500.0
2019-11-29,338700.0
2020-05-05,306800.0
2019-12-02,261900.0
2020-02-19,181100.0
2020-05-08,281400.0
2019-05-21,231400.0
2019-03-18,217500.0
2018-09-07,197500.0
2018-08-06,182200.0
2018-10-09,259700.0
2019-02-14,252500.0
2018-12-12,294000.0
2019-07-24,267200.0
2019-09-26,280400.0
2019-10-28,246900.0
2019-12-05,299100.0
2020-05-11,303900.0
2019-07-03,223500.0
2020-02-25,191900.0
2020-05-14,460700.0
2020-02-28,188000.0
2019-08-08,293000.0
2019-06-05,221800.0
2018-07-20,148400.0
2018-08-21,192800.0
2018-10-24,166700.0
2019-04-02,194100.0
2019-03-01,151900.0
2019-01-28,180100.0
2018-12-27,186200.0
2019-09-09,191200.0
2020-03-02,198600.0
2020-05-20,158300.0
2019-12-17,135200.0
2020-03-05,161100.0
2019-02-12,133200.0
2019-01-11,158400.0
2018-12-10,151700.0
2019-08-23,181200.0
2018-11-08,138900.0
2019-07-22,126400.0
2019-06-20,174600.0
2018-09-05,241800.0
2019-04-17,213900.0
2019-09-24,104400.0
2019-12-20,76600.0
2020-05-26,135600.0
2019-04-30,111600.0
2019-12-23,174000.0
2020-03-11,182000.0
2020-05-29,133400.0
2019-12-26,155400.0
2020-06-01,142400.0
2019-05-02,129200.0
2019-02-27,183400.0
2018-11-23,149100.0
2019-08-06,142800.0
2018-07-18,137300.0
2018-09-20,134000.0
2018-10-22,163700.0
2019-07-05,253900.0
2019-06-03,199100.0
2019-10-09,216700.0
2019-10-11,300900.0
2020-03-17,162600.0
2020-06-04,131500.0
2019-10-14,130100.0
2020-03-20,158200.0
2018-11-06,158600.0
2019-06-18,120900.0
2019-05-17,194500.0
2019-04-15,121200.0
2019-03-14,185900.0
2019-01-09,109200.0
2018-08-02,111800.0
2018-10-05,118500.0
2019-08-21,99700.0
2019-10-17,77600.0
2020-03-23,238300.0
2020-06-10,160300.0
2019-02-25,96800.0
2020-01-07,132500.0
2020-03-26,85100.0
2019-10-23,169900.0
