Dates,MTD
2018-06-20,579.6500244140625
2018-06-21,576.3300170898438
2018-06-25,582.3099975585938
2018-06-22,570.469970703125
2018-06-26,573.7999877929688
2018-06-27,564.2999877929688
2018-06-28,572.6799926757812
2018-06-29,578.6300048828125
2018-07-02,570.7999877929688
2018-07-03,580.5800170898438
2018-07-05,583.969970703125
2018-07-16,583.77001953125
2018-09-18,594.760009765625
2019-01-24,593.3699951171875
2019-09-05,581.9299926757812
2018-11-21,587.030029296875
2020-01-13,583.1300048828125
2020-04-01,575.3599853515625
2020-06-19,584.7999877929688
2019-10-29,585.6099853515625
2020-01-16,598.1099853515625
2020-06-22,602.5599975585938
2018-10-03,594.6099853515625
2018-07-31,602.760009765625
2019-03-12,612.6099853515625
2019-02-08,617.9400024414062
2019-01-07,589.9400024414062
2018-12-06,581.8099975585938
2019-08-19,592.510009765625
2019-07-18,587.52001953125
2019-05-15,588.8200073242188
2019-09-20,586.6699829101562
2019-11-01,587.02001953125
2020-04-07,583.97998046875
2020-06-25,583.0999755859375
2020-06-16,575.5999755859375
2019-11-04,572.2000122070312
2020-01-22,567.1400146484375
2019-11-07,562.1099853515625
2020-04-13,559.4400024414062
2019-07-01,567.760009765625
2019-05-30,564.739990234375
2018-08-15,564.8499755859375
2018-10-18,564.0599975585938
2019-03-27,566.239990234375
2019-01-22,563.0700073242188
2018-12-21,568.0
2019-09-03,573.0499877929688
2018-11-19,575.6099853515625
2019-08-02,581.0
2020-01-28,579.8200073242188
2020-04-16,584.4600219726562
2019-11-13,580.4500122070312
2020-01-31,586.760009765625
2018-12-04,588.0
2018-11-02,588.9099731445312
2019-07-16,595.4099731445312
2018-08-30,592.5700073242188
2018-10-01,603.27001953125
2019-06-14,609.280029296875
2019-05-13,610.010009765625
2019-04-11,610.3099975585938
2019-02-06,606.0399780273438
2019-09-18,614.8499755859375
2020-02-03,616.1900024414062
2020-04-22,611.97998046875
2019-11-19,610.010009765625
2020-02-06,610.2000122070312
2019-11-22,611.2899780273438
2019-03-25,610.0
2019-02-21,608.97998046875
2018-12-19,616.010009765625
2018-07-12,616.3400268554688
2018-09-14,614.3400268554688
2018-08-13,611.6699829101562
2018-10-16,603.97998046875
2019-07-31,591.239990234375
2019-05-28,590.9099731445312
2019-04-26,567.4000244140625
2020-04-28,554.4500122070312
2019-11-25,558.1500244140625
2020-02-12,555.97998046875
2020-05-01,573.5900268554688
2020-05-04,578.6900024414062
2019-06-12,566.3499755859375
2019-04-09,558.3400268554688
2019-03-08,558.1099853515625
2019-02-04,542.2100219726562
2018-07-27,524.030029296875
2018-08-28,536.4000244140625
2019-01-03,535.5800170898438
2019-08-15,533.77001953125
2018-10-31,541.0700073242188
2019-09-16,546.8200073242188
2020-02-18,559.6900024414062
2020-05-07,567.7899780273438
2018-08-17,573.97998046875
2019-12-04,577.030029296875
2020-02-21,592.719970703125
2018-12-17,595.3099975585938
2019-08-30,608.030029296875
2018-11-15,595.4199829101562
2019-07-29,589.25
2019-06-27,581.0
2019-04-24,592.4400024414062
2018-07-10,599.2999877929688
2018-09-12,577.7899780273438
2019-02-19,584.3300170898438
2019-01-18,591.2100219726562
2020-02-24,596.4199829101562
2020-05-13,604.6900024414062
2019-12-10,605.8400268554688
2020-02-27,621.9099731445312
2019-12-13,630.9199829101562
2020-05-19,636.6599731445312
2019-03-06,645.3300170898438
2018-11-30,628.6699829101562
2019-08-13,610.0999755859375
2019-07-12,590.780029296875
2019-06-10,591.6599731445312
2019-05-09,597.8900146484375
2018-07-25,607.6400146484375
2018-09-27,599.5800170898438
2018-10-29,587.1199951171875
2019-10-16,572.3400268554688
2019-12-16,574.52001953125
2020-03-04,558.0499877929688
2020-05-22,553.1400146484375
2019-10-01,545.3300170898438
2019-12-19,531.280029296875
2018-09-10,553.7100219726562
2019-05-24,563.6400146484375
2018-08-09,557.5399780273438
2019-04-22,565.5800170898438
2019-03-21,546.0399780273438
2019-01-16,513.5599975585938
2019-08-28,527.1500244140625
2018-11-13,533.5800170898438
2018-10-12,556.530029296875
2019-06-25,568.469970703125
2020-03-10,576.2899780273438
2020-05-28,576.9600219726562
2019-10-07,573.219970703125
2020-03-13,582.1099853515625
2019-10-10,580.1500244140625
2020-03-16,587.6900024414062
2020-06-03,602.0999755859375
2018-11-28,593.6900024414062
2018-09-25,605.1799926757812
2018-07-23,605.6500244140625
2018-08-24,614.5499877929688
2019-07-10,618.1599731445312
2019-05-07,621.010009765625
2019-04-05,632.9299926757812
2019-03-04,638.1599731445312
2019-01-31,642.8200073242188
2019-09-12,642.52001953125
2019-12-31,652.8400268554688
2020-03-19,655.1500244140625
2020-01-03,648.1300048828125
2020-06-09,662.2999877929688
2019-02-15,662.489990234375
2019-01-14,672.489990234375
2018-07-06,668.6099853515625
2018-08-07,662.9099731445312
2018-10-10,668.8599853515625
2018-12-13,671.8599853515625
2019-08-26,673.0499877929688
2019-07-25,674.2100219726562
2019-05-22,678.8300170898438
2019-03-19,689.969970703125
2020-01-06,676.97998046875
2020-03-25,686.0
2020-06-12,680.9099731445312
2019-10-22,698.760009765625
2020-01-09,689.1900024414062
2020-06-15,693.4099731445312
2019-10-25,681.9400024414062
2020-03-31,683.8400268554688
2020-06-18,680.9500122070312
2019-04-03,688.9299926757812
2018-08-22,691.47998046875
2018-10-25,689.9500122070312
2019-01-29,698.6799926757812
2018-12-28,708.5800170898438
2018-11-26,706.8400268554688
2019-08-09,715.739990234375
2019-07-08,712.8800048828125
2019-06-06,729.719970703125
2019-09-10,702.0700073242188
2020-01-15,708.5999755859375
2020-04-03,716.4000244140625
2019-10-31,702.7100219726562
2020-04-06,703.780029296875
2020-06-24,723.0
2018-11-09,730.3400268554688
2019-07-23,734.4500122070312
2019-06-21,732.72998046875
2019-05-20,727.2000122070312
2019-04-18,734.8400268554688
2018-09-06,738.3699951171875
2018-10-08,733.989990234375
2019-02-13,737.969970703125
2018-12-11,740.75
2019-09-25,742.3499755859375
2020-01-21,744.3400268554688
2020-04-09,732.1699829101562
2019-11-06,715.219970703125
2020-01-24,728.72998046875
2020-01-27,734.1900024414062
2020-04-15,723.6199951171875
2018-12-26,725.530029296875
2019-08-07,731.010009765625
2019-06-04,736.9500122070312
2018-09-21,741.52001953125
2018-07-19,745.260009765625
2018-08-20,739.1599731445312
2018-10-23,753.2000122070312
2019-05-03,762.4299926757812
2019-04-01,760.77001953125
2019-02-28,742.2999877929688
2019-11-12,740.489990234375
2020-01-30,741.6699829101562
2019-11-15,727.6699829101562
2020-04-21,701.77001953125
2019-04-16,722.6699829101562
2019-03-15,719.1400146484375
2019-02-11,744.97998046875
2019-01-10,726.4199829101562
2019-08-22,716.1799926757812
2018-11-07,716.5
2018-08-03,724.0800170898438
2018-09-04,719.1300048828125
2019-06-19,728.8200073242188
2019-09-23,720.030029296875
2019-11-18,724.7899780273438
2020-02-05,727.3599853515625
2020-04-24,723.0900268554688
2019-03-29,728.75
2019-11-21,741.8900146484375
2020-04-27,756.9299926757812
2020-02-11,772.8200073242188
2020-04-30,790.8800048828125
2019-05-01,806.7899780273438
2019-02-26,804.8499755859375
2019-01-25,808.4600219726562
2018-12-24,797.010009765625
2019-09-06,791.0599975585938
2018-07-17,791.4099731445312
2018-09-19,804.0
2019-08-05,817.0399780273438
2019-10-08,821.3900146484375
2019-12-11,830.1099853515625
2019-11-27,825.969970703125
2020-02-14,833.7000122070312
2020-05-06,825.4000244140625
2019-01-08,833.5499877929688
2018-12-07,840.0
2019-08-20,844.3300170898438
2018-11-05,853.2999877929688
2019-07-19,872.4500122070312
2018-10-04,859.9099731445312
