Dates,MTD
2018-08-28,524.7000122070312
2019-01-03,521.7899780273438
2019-08-15,527.6099853515625
2018-10-31,533.3099975585938
2019-09-16,545.0999755859375
2020-02-18,547.9099731445312
2020-05-07,562.2999877929688
2018-08-17,563.3900146484375
2019-12-04,573.9400024414062
2020-02-21,579.1900024414062
2018-12-17,585.1199951171875
2019-08-30,590.0
2018-11-15,592.1699829101562
2019-07-29,586.4299926757812
2019-06-27,579.3599853515625
2019-04-24,572.0
2018-07-10,587.719970703125
2018-09-12,574.0999755859375
2019-02-19,572.1300048828125
2019-01-18,585.8200073242188
2020-02-24,583.4299926757812
2020-05-13,599.0700073242188
2019-12-10,599.2100219726562
2020-02-27,604.0
2019-12-13,619.97998046875
2020-05-19,627.3400268554688
2019-03-06,634.0
2018-11-30,625.4500122070312
2019-08-13,603.5800170898438
2019-07-12,585.5999755859375
2019-06-10,583.27001953125
2019-05-09,592.1699829101562
2018-07-25,603.3200073242188
2018-09-27,595.3499755859375
2018-10-29,585.3200073242188
2019-10-16,568.4199829101562
2019-12-16,569.6199951171875
2020-03-04,553.02001953125
2020-05-22,545.530029296875
2019-10-01,543.4400024414062
2019-12-19,530.1199951171875
2018-09-10,528.7000122070312
2019-05-24,543.3499755859375
2018-08-09,555.4600219726562
2019-04-22,558.3400268554688
2019-03-21,543.52001953125
2019-01-16,500.739990234375
2019-08-28,518.5999755859375
2018-11-13,526.469970703125
2018-10-12,540.75
2019-06-25,559.8400268554688
2020-03-10,564.8900146484375
2020-05-28,571.010009765625
2019-10-07,571.989990234375
2020-03-13,572.7100219726562
2019-10-10,578.3800048828125
2020-03-16,576.2000122070312
2020-06-03,588.4000244140625
2018-11-28,588.219970703125
2018-09-25,596.0700073242188
2018-07-23,601.469970703125
2018-08-24,607.1599731445312
2019-07-10,606.1400146484375
2019-05-07,615.5
2019-04-05,618.3599853515625
2019-03-04,629.6799926757812
2019-01-31,635.77001953125
2019-09-12,635.280029296875
2019-12-31,643.3400268554688
2020-03-19,648.1599731445312
2020-01-03,642.0599975585938
2020-06-09,648.4500122070312
2019-02-15,658.239990234375
2019-01-14,663.0700073242188
2018-07-06,667.1900024414062
2018-08-07,662.1900024414062
2018-10-10,665.5800170898438
2018-12-13,666.469970703125
2019-08-26,669.8400268554688
2019-07-25,666.8900146484375
2019-05-22,673.9600219726562
2019-03-19,679.47998046875
2020-01-06,676.8800048828125
2020-03-25,672.6500244140625
2020-06-12,679.8300170898438
2019-10-22,684.3400268554688
2020-01-09,685.8300170898438
2020-06-15,683.739990234375
2019-10-25,680.7000122070312
2020-03-31,677.1900024414062
2020-06-18,672.27001953125
2019-04-03,681.0800170898438
2018-08-22,686.7999877929688
2018-10-25,685.9600219726562
2019-01-29,687.8900146484375
2018-12-28,699.4600219726562
2018-11-26,701.0999755859375
2019-08-09,709.6799926757812
2019-07-08,706.6400146484375
2019-06-06,711.280029296875
2019-09-10,701.02001953125
2020-01-15,698.9199829101562
2020-04-03,708.6799926757812
2019-10-31,702.1099853515625
2020-04-06,698.1699829101562
2020-06-24,710.780029296875
2018-11-09,723.4000244140625
2019-07-23,730.0
2019-06-21,729.3900146484375
2019-05-20,721.739990234375
2019-04-18,729.0599975585938
2018-09-06,723.8099975585938
2018-10-08,731.6199951171875
2019-02-13,737.0
2018-12-11,734.530029296875
2019-09-25,738.3300170898438
2020-01-21,742.530029296875
2020-04-09,729.260009765625
2019-11-06,707.6799926757812
2020-01-24,716.0
2020-01-27,722.8699951171875
2020-04-15,709.719970703125
2018-12-26,715.27001953125
2019-08-07,721.1500244140625
2019-06-04,725.6900024414062
2018-09-21,733.0700073242188
2018-07-19,741.4400024414062
2018-08-20,736.1699829101562
2018-10-23,737.47998046875
2019-05-03,750.7100219726562
2019-04-01,745.9299926757812
2019-02-28,734.6500244140625
2019-11-12,732.9299926757812
2020-01-30,725.9500122070312
2019-11-15,700.0999755859375
2020-04-21,681.75
2019-04-16,705.0599975585938
2019-03-15,705.8200073242188
2019-02-11,720.260009765625
2019-01-10,726.02001953125
2019-08-22,714.3499755859375
2018-11-07,714.8200073242188
2018-08-03,716.5800170898438
2018-09-04,706.8499755859375
2019-06-19,724.0800170898438
2019-09-23,717.8300170898438
2019-11-18,715.5399780273438
2020-02-05,726.2000122070312
2020-04-24,709.9099731445312
2019-03-29,721.0
2019-11-21,728.530029296875
2020-04-27,748.4099731445312
2020-02-11,759.5
2020-04-30,779.4000244140625
2019-05-01,794.5499877929688
2019-02-26,799.219970703125
2019-01-25,802.4199829101562
2018-12-24,793.1500244140625
2019-09-06,789.5599975585938
2018-07-17,787.7899780273438
2018-09-19,797.47998046875
2019-08-05,805.030029296875
2019-10-08,815.239990234375
2019-12-11,814.77001953125
2019-11-27,823.8800048828125
2020-02-14,821.8599853515625
2020-05-06,820.0800170898438
2019-01-08,820.3300170898438
2018-12-07,825.469970703125
2019-08-20,841.72998046875
2018-11-05,840.0
2019-07-19,855.1500244140625
2018-10-04,849.9500122070312
2019-06-17,852.25
2019-05-16,855.510009765625
2018-08-01,855.8099975585938
2019-03-13,840.8699951171875
2019-12-03,830.27001953125
2020-02-20,814.739990234375
2019-12-06,817.969970703125
2020-05-12,817.47998046875
2019-12-09,818.2999877929688
2020-02-26,812.989990234375
2020-05-15,809.5399780273438
2019-03-28,805.0900268554688
2018-09-17,772.8099975585938
2018-08-16,787.6300048828125
2018-10-19,772.97998046875
2019-04-29,770.0
2019-01-23,758.1199951171875
2019-09-04,748.4500122070312
2018-11-20,751.3400268554688
2019-07-02,713.5800170898438
2019-05-31,686.6199951171875
2019-12-12,698.3499755859375
2020-05-18,691.4400024414062
2019-09-27,705.8099975585938
2020-03-03,699.3099975585938
2020-05-21,676.9600219726562
2019-05-14,676.02001953125
2018-08-31,659.8800048828125
2018-07-30,658.3599853515625
2018-10-02,664.1799926757812
2019-04-12,674.75
2019-03-11,658.1599731445312
2019-02-07,661.1199951171875
2019-07-17,658.760009765625
2019-09-19,640.02001953125
2019-10-21,638.989990234375
2019-12-18,644.0999755859375
2020-03-06,638.9199829101562
2019-10-03,651.8800048828125
2020-03-09,649.3599853515625
2020-05-27,646.4299926757812
2019-12-24,655.239990234375
2020-03-12,665.469970703125
2018-12-20,680.030029296875
2019-08-01,672.5900268554688
2018-08-14,669.9199829101562
2018-07-13,700.0
2018-10-17,710.010009765625
2019-05-29,701.6300048828125
2019-03-26,707.530029296875
2019-02-22,703.5700073242188
2019-10-04,698.969970703125
2019-11-05,706.989990234375
2019-12-27,708.72998046875
2020-06-02,698.5
2019-12-30,688.72998046875
2020-03-18,686.3300170898438
2020-06-05,691.1400146484375
2019-07-15,690.0
2018-12-03,701.1099853515625
2019-06-13,687.239990234375
2019-01-04,662.739990234375
2018-08-29,655.97998046875
2019-02-05,671.8599853515625
2018-11-01,678.9099731445312
2019-08-16,641.7000122070312
2019-04-10,658.0
2019-09-17,665.9500122070312
2019-10-15,681.1099853515625
2020-01-02,680.25
2020-06-08,677.4299926757812
2019-10-18,665.239990234375
2020-03-24,669.3699951171875
2020-06-11,665.3800048828125
2020-01-08,678.3699951171875
2019-04-25,683.9099731445312
2019-07-30,684.5499877929688
2019-02-20,678.3900146484375
2018-07-11,679.1400146484375
2018-09-13,699.510009765625
2018-10-15,691.3099975585938
2019-06-28,699.1699829101562
2018-12-18,699.0800170898438
2018-11-16,707.739990234375
2019-10-02,719.3099975585938
2020-03-27,704.510009765625
2020-01-10,705.22998046875
2019-10-24,711.5399780273438
2020-03-30,680.0
2020-06-17,698.530029296875
2020-01-14,698.77001953125
2020-04-02,708.6400146484375
2019-01-02,711.5800170898438
2019-08-14,714.3699951171875
2018-10-30,712.010009765625
2019-06-11,716.25
2019-05-10,714.27001953125
2019-04-08,703.6900024414062
2018-08-27,704.8099975585938
2018-07-26,714.4299926757812
2018-09-28,715.9000244140625
2019-03-07,718.3800048828125
2019-10-30,718.7899780273438
2020-01-17,718.9199829101562
2020-06-23,709.0999755859375
2020-04-08,713.5599975585938
2020-06-26,733.47998046875
2019-03-22,745.0999755859375
2019-01-17,755.7999877929688
2019-08-29,752.8200073242188
2018-11-14,750.0
2019-06-26,762.4199829101562
2018-09-11,761.8400268554688
2018-07-09,775.739990234375
2018-08-10,775.77001953125
2019-04-23,772.989990234375
2019-09-30,776.4099731445312
2020-01-23,787.1900024414062
2019-11-08,784.9299926757812
2020-04-14,783.8499755859375
2019-11-11,787.010009765625
2020-01-29,789.4600219726562
2020-04-17,785.260009765625
2018-07-24,783.7899780273438
2018-09-26,796.469970703125
2019-05-08,788.2000122070312
2019-03-05,779.0999755859375
2019-02-01,787.1799926757812
2018-12-31,795.0
2018-11-29,800.52001953125
2019-08-12,813.219970703125
2019-07-11,813.6599731445312
2019-09-13,818.1799926757812
2019-11-14,815.510009765625
2020-04-20,816.6799926757812
2020-02-04,825.3599853515625
2020-04-23,830.280029296875
2018-12-14,833.8900146484375
2019-08-27,824.3900146484375
2018-08-08,817.8699951171875
2018-10-11,794.0599975585938
2018-11-12,790.6900024414062
2019-07-26,799.3900146484375
2019-06-24,766.2100219726562
2019-05-23,752.760009765625
2019-03-20,757.6300048828125
2019-01-15,756.6099853515625
2019-11-20,776.7000122070312
2020-02-07,770.6699829101562
2020-02-10,770.1799926757812
2020-04-29,779.219970703125
2019-11-26,775.489990234375
2020-02-13,770.2999877929688
2019-01-30,759.1500244140625
2018-08-23,761.010009765625
2018-09-24,750.1699829101562
2018-11-27,753.7000122070312
2018-10-26,751.4299926757812
2019-07-09,748.4299926757812
2019-06-07,717.6599731445312
2019-05-06,699.8900146484375
2019-04-04,698.1199951171875
2019-09-11,685.4299926757812
2019-11-29,666.3599853515625
2020-05-05,698.489990234375
2019-12-02,722.9199829101562
2020-02-19,738.9500122070312
2020-05-08,724.9600219726562
2019-05-21,698.6099853515625
2019-03-18,660.8800048828125
2018-09-07,666.969970703125
2018-08-06,650.030029296875
2018-10-09,595.9099731445312
2019-02-14,608.0700073242188
2018-12-12,600.0
2019-07-24,632.5599975585938
2019-09-26,642.77001953125
2019-10-28,676.0399780273438
2019-12-05,641.719970703125
2020-05-11,579.4000244140625
2019-07-03,592.6400146484375
2020-02-25,632.7000122070312
2020-05-14,630.9500122070312
2020-02-28,641.6900024414062
2019-08-08,654.7999877929688
2019-06-05,671.8300170898438
2018-07-20,641.5900268554688
2018-08-21,627.4000244140625
2018-10-24,611.8200073242188
2019-04-02,653.9099731445312
2019-03-01,701.0800170898438
2019-01-28,695.3200073242188
2018-12-27,712.6799926757812
2019-09-09,677.5
2020-03-02,693.7000122070312
2020-05-20,685.7899780273438
2019-12-17,684.8499755859375
2020-03-05,697.8200073242188
2019-02-12,703.739990234375
2019-01-11,681.47998046875
2018-12-10,687.7899780273438
2019-08-23,698.010009765625
2018-11-08,697.3699951171875
2019-07-22,710.27001953125
2019-06-20,696.6799926757812
2018-09-05,706.010009765625
2019-04-17,716.969970703125
2019-09-24,684.030029296875
2019-12-20,682.02001953125
2020-05-26,692.1500244140625
2019-04-30,697.6199951171875
2019-12-23,718.6900024414062
2020-03-11,714.469970703125
2020-05-29,710.010009765625
2019-12-26,687.780029296875
2020-06-01,681.3900146484375
2019-05-02,661.3200073242188
2019-02-27,678.8499755859375
2018-11-23,708.4400024414062
2019-08-06,710.969970703125
2018-07-18,713.760009765625
2018-09-20,717.3400268554688
2018-10-22,721.6099853515625
2019-07-05,756.1500244140625
2019-06-03,762.97998046875
2019-10-09,784.5700073242188
2019-10-11,779.7000122070312
2020-03-17,794.969970703125
2020-06-04,801.77001953125
2019-10-14,825.8800048828125
2020-03-20,827.6500244140625
2018-11-06,846.02001953125
2019-06-18,844.3300170898438
2019-05-17,808.52001953125
2019-04-15,801.6199951171875
2019-03-14,755.9299926757812
2019-01-09,750.4299926757812
2018-08-02,747.02001953125
2018-10-05,772.5399780273438
2019-08-21,775.4600219726562
2019-10-17,773.75
2020-03-23,778.5499877929688
2020-06-10,777.1599731445312
2019-02-25,791.6599731445312
2020-01-07,771.8499755859375
2020-03-26,765.010009765625
2019-10-23,763.97998046875
