Dates,MOS
2018-06-20,28.600000381469727
2018-06-21,28.479999542236328
2018-06-25,29.25
2018-06-22,28.690000534057617
2018-06-26,28.309999465942383
2018-06-27,29.059999465942383
2018-06-28,28.510000228881836
2018-06-29,28.81999969482422
2018-07-02,27.93000030517578
2018-07-03,28.079999923706055
2018-07-05,27.8700008392334
2018-07-16,28.219999313354492
2018-09-18,28.540000915527344
2019-01-24,29.200000762939453
2019-09-05,28.899999618530273
2018-11-21,28.360000610351562
2020-01-13,28.459999084472656
2020-04-01,28.239999771118164
2020-06-19,28.600000381469727
2019-10-29,28.799999237060547
2020-01-16,28.43000030517578
2020-06-22,28.510000228881836
2018-10-03,28.690000534057617
2018-07-31,29.850000381469727
2019-03-12,29.450000762939453
2019-02-08,29.90999984741211
2019-01-07,30.18000030517578
2018-12-06,30.030000686645508
2019-08-19,30.360000610351562
2019-07-18,30.25
2019-05-15,30.200000762939453
2019-09-20,30.75
2019-11-01,30.360000610351562
2020-04-07,32.31999969482422
2020-06-25,32.0
2020-06-16,32.150001525878906
2019-11-04,32.02000045776367
2020-01-22,31.420000076293945
2019-11-07,31.010000228881836
2020-04-13,30.299999237060547
2019-07-01,30.110000610351562
2019-05-30,29.81999969482422
2018-08-15,30.350000381469727
2018-10-18,29.979999542236328
2019-03-27,29.670000076293945
2019-01-22,29.479999542236328
2018-12-21,29.850000381469727
2019-09-03,31.209999084472656
2018-11-19,31.200000762939453
2019-08-02,31.790000915527344
2020-01-28,31.700000762939453
2020-04-16,31.459999084472656
2019-11-13,31.290000915527344
2020-01-31,30.829999923706055
2018-12-04,30.709999084472656
2018-11-02,30.239999771118164
2019-07-16,30.489999771118164
2018-08-30,31.260000228881836
2018-10-01,31.40999984741211
2019-06-14,31.489999771118164
2019-05-13,30.899999618530273
2019-04-11,32.709999084472656
2019-02-06,32.31999969482422
2019-09-18,32.209999084472656
2020-02-03,32.459999084472656
2020-04-22,32.77000045776367
2019-11-19,32.47999954223633
2020-02-06,32.97999954223633
2019-11-22,32.90999984741211
2019-03-25,32.650001525878906
2019-02-21,32.650001525878906
2018-12-19,32.970001220703125
2018-07-12,33.529998779296875
2018-09-14,33.779998779296875
2018-08-13,34.0099983215332
2018-10-16,33.7400016784668
2019-07-31,33.869998931884766
2019-05-28,33.900001525878906
2019-04-26,33.68000030517578
2020-04-28,33.209999084472656
2019-11-25,33.459999084472656
2020-02-12,33.189998626708984
2020-05-01,33.15999984741211
2020-05-04,33.209999084472656
2019-06-12,33.380001068115234
2019-04-09,33.619998931884766
2019-03-08,33.38999938964844
2019-02-04,32.06999969482422
2018-07-27,31.420000076293945
2018-08-28,30.280000686645508
2019-01-03,30.239999771118164
2019-08-15,30.510000228881836
2018-10-31,30.510000228881836
2019-09-16,31.579999923706055
2020-02-18,32.209999084472656
2020-05-07,32.52000045776367
2018-08-17,32.47999954223633
2019-12-04,35.689998626708984
2020-02-21,36.720001220703125
2018-12-17,37.369998931884766
2019-08-30,36.81999969482422
2018-11-15,36.779998779296875
2019-07-29,36.83000183105469
2019-06-27,36.5099983215332
2019-04-24,36.25
2018-07-10,36.849998474121094
2018-09-12,36.630001068115234
2019-02-19,35.16999816894531
2019-01-18,35.900001525878906
2020-02-24,35.16999816894531
2020-05-13,35.83000183105469
2019-12-10,35.81999969482422
2020-02-27,35.529998779296875
2019-12-13,36.47999954223633
2020-05-19,36.279998779296875
2019-03-06,37.33000183105469
2018-11-30,36.9900016784668
2019-08-13,34.59000015258789
2019-07-12,35.099998474121094
2019-06-10,33.79999923706055
2019-05-09,34.13999938964844
2018-07-25,32.4900016784668
2018-09-27,31.540000915527344
2018-10-29,31.299999237060547
2019-10-16,31.329999923706055
2019-12-16,30.75
2020-03-04,31.06999969482422
2020-05-22,29.959999084472656
2019-10-01,29.34000015258789
2019-12-19,28.540000915527344
2018-09-10,29.309999465942383
2019-05-24,29.56999969482422
2018-08-09,29.770000457763672
2019-04-22,29.329999923706055
2019-03-21,29.389999389648438
2019-01-16,29.190000534057617
2019-08-28,30.549999237060547
2018-11-13,31.09000015258789
2018-10-12,31.479999542236328
2019-06-25,31.719999313354492
2020-03-10,31.56999969482422
2020-05-28,31.649999618530273
2019-10-07,31.68000030517578
2020-03-13,31.59000015258789
2019-10-10,31.969999313354492
2020-03-16,32.29999923706055
2020-06-03,32.560001373291016
2018-11-28,32.02000045776367
2018-09-25,31.389999389648438
2018-07-23,31.43000030517578
2018-08-24,32.380001068115234
2019-07-10,31.709999084472656
2019-05-07,32.18000030517578
2019-04-05,32.04999923706055
2019-03-04,32.31999969482422
2019-01-31,32.66999816894531
2019-09-12,32.560001373291016
2019-12-31,32.209999084472656
2020-03-19,32.5
2020-01-03,32.119998931884766
2020-06-09,31.440000534057617
2019-02-15,31.40999984741211
2019-01-14,32.119998931884766
2018-07-06,32.619998931884766
2018-08-07,32.56999969482422
2018-10-10,32.369998931884766
2018-12-13,32.4900016784668
2019-08-26,33.72999954223633
2019-07-25,33.88999938964844
2019-05-22,32.91999816894531
2019-03-19,33.22999954223633
2020-01-06,33.90999984741211
2020-03-25,32.4900016784668
2020-06-12,32.09000015258789
2019-10-22,31.6200008392334
2020-01-09,31.25
2020-06-15,31.110000610351562
2019-10-25,30.010000228881836
2020-03-31,28.799999237060547
2020-06-18,28.3700008392334
2019-04-03,28.739999771118164
2018-08-22,29.06999969482422
2018-10-25,29.15999984741211
2019-01-29,28.719999313354492
2018-12-28,29.010000228881836
2018-11-26,28.979999542236328
2019-08-09,28.989999771118164
