Dates,MOS
2018-06-20,27.30280113220215
2018-06-21,27.882457733154297
2018-06-25,28.37369155883789
2018-06-22,27.636838912963867
2018-06-26,27.55824089050293
2018-06-27,27.57788848876953
2018-06-28,27.81368064880371
2018-06-29,27.55824089050293
2018-07-02,27.30280113220215
2018-07-03,27.13578224182129
2018-07-05,27.312623977661133
2018-07-16,27.627016067504883
2018-09-18,27.862808227539062
2019-01-24,28.42281723022461
2019-09-05,27.50912094116211
2018-11-21,27.75473403930664
2020-01-13,27.65648651123047
2020-04-01,27.489469528198242
2020-06-19,27.96105194091797
2019-10-29,27.941408157348633
2020-01-16,27.705610275268555
2020-06-22,27.823509216308594
2018-10-03,27.882457733154297
2018-07-31,28.51123809814453
2019-03-12,28.8354549407959
2019-02-08,29.346336364746094
2019-01-07,29.257911682128906
2018-12-06,29.169490814208984
2019-08-19,29.58212661743164
2019-07-18,29.012298583984375
2019-05-15,29.56247901916504
2019-09-20,29.916168212890625
2019-11-01,29.572303771972656
2020-04-07,31.14425277709961
2020-06-25,30.987060546875
2020-06-16,31.497941970825195
2019-11-04,30.93793296813965
2020-01-22,29.808095932006836
2019-11-07,30.102832794189453
2020-04-13,29.130191802978516
2019-07-01,29.110544204711914
2019-05-30,29.110544204711914
2018-08-15,29.238262176513672
2018-10-18,29.00246810913086
2019-03-27,28.963171005249023
2019-01-22,28.914051055908203
2018-12-21,29.120365142822266
2019-09-03,30.083189010620117
2018-11-19,30.299327850341797
2019-08-02,31.036178588867188
2020-01-28,30.780736923217773
2020-04-16,30.721792221069336
2019-11-13,30.289506912231445
2020-01-31,29.99944305419922
2018-12-04,29.773290634155273
2018-11-02,29.438980102539062
2019-07-16,29.792959213256836
2018-08-30,30.41241455078125
2018-10-01,30.59923553466797
2019-06-14,30.166595458984375
2019-05-13,30.27475929260254
2019-04-11,31.454675674438477
2019-02-06,30.963041305541992
2019-09-18,31.267852783203125
2020-02-03,31.76932144165039
2020-04-22,31.78898811340332
2019-11-19,31.454675674438477
2020-02-06,32.06429672241211
2019-11-22,32.00529861450195
2019-03-25,31.72998809814453
2019-02-21,31.936473846435547
2018-12-19,32.3199462890625
2018-07-12,32.49694061279297
2018-09-14,32.97874069213867
2018-08-13,33.2147216796875
2018-10-16,32.55593490600586
2019-07-31,33.155723571777344
2019-05-28,32.54609680175781
2019-04-26,31.76932144165039
2020-04-28,32.14296340942383
2019-11-25,32.33961486816406
2020-02-12,32.369110107421875
2020-05-01,32.575599670410156
2020-05-04,32.49694061279297
2019-06-12,32.30028533935547
2019-04-09,32.6050910949707
2019-03-08,32.23145294189453
2019-02-04,30.884380340576172
2018-07-27,29.026010513305664
2018-08-28,29.49797821044922
2019-01-03,29.320985794067383
2019-08-15,29.134166717529297
2018-10-31,29.93061637878418
2019-09-16,30.422245025634766
2020-02-18,31.58249855041504
2020-05-07,31.376012802124023
2018-08-17,31.680830001831055
2019-12-04,35.04359436035156
2020-02-21,35.987525939941406
2018-12-17,36.371009826660156
2019-08-30,36.017032623291016
2018-11-15,35.69255065917969
2019-07-29,35.525394439697266
2019-06-27,35.122257232666016
2019-04-24,35.53522491455078
2018-07-10,36.05635452270508
2018-09-12,34.34547805786133
2019-02-19,34.119327545166016
2019-01-18,34.86660385131836
2020-02-24,34.414302825927734
2020-05-13,35.171417236328125
2019-12-10,34.47330093383789
2020-02-27,34.72895431518555
2019-12-13,35.564720153808594
2020-05-19,35.39757537841797
2019-03-06,36.24318313598633
2018-11-30,34.689613342285156
2019-08-13,34.02003479003906
2019-07-12,33.005836486816406
2019-06-10,32.69074630737305
2019-05-09,32.49380874633789
2018-07-25,30.435867309570312
2018-09-27,30.435867309570312
2018-10-29,30.455562591552734
2019-10-16,29.598907470703125
2019-12-16,29.864765167236328
2020-03-04,29.126270294189453
2020-05-22,28.348388671875
2019-10-01,28.12191390991211
2019-12-19,27.225872039794922
2018-09-10,28.86041259765625
2019-05-24,29.106576919555664
2018-08-09,28.377925872802734
2019-04-22,28.761943817138672
2019-03-21,28.732406616210938
2019-01-16,28.01360511779785
2019-08-28,29.923845291137695
2018-11-13,30.15031623840332
2018-10-12,30.878969192504883
2019-06-25,30.86911964416504
2020-03-10,31.08574676513672
2020-05-28,31.15467071533203
2019-10-07,30.89866065979004
2020-03-13,30.918352127075195
2019-10-10,31.006973266601562
2020-03-16,31.469764709472656
2020-06-03,31.70608139038086
2018-11-28,30.494949340820312
2018-09-25,30.68203353881836
2018-07-23,30.534334182739258
2018-08-24,31.400835037231445
2019-07-10,31.105440139770508
2019-05-07,31.292524337768555
2019-04-05,31.420528411865234
2019-03-04,31.784852981567383
2019-01-31,32.09994125366211
2019-09-12,31.459917068481445
2019-12-31,31.70608139038086
2020-03-19,31.96208953857422
2020-01-03,30.918352127075195
2020-06-09,30.711572647094727
2019-02-15,30.445716857910156
2019-01-14,31.400835037231445
2018-07-06,31.56822967529297
2018-08-07,31.4500675201416
2018-10-10,31.617464065551758
2018-12-13,31.784852981567383
2019-08-26,32.96644592285156
2019-07-25,32.66120147705078
2019-05-22,31.804548263549805
2019-03-19,32.26734161376953
2020-01-06,30.95774269104004
2020-03-25,31.676542282104492
2020-06-12,30.790346145629883
2019-10-22,30.524486541748047
2020-01-09,30.34724998474121
2020-06-15,29.431514739990234
2019-10-25,28.80573081970215
2020-03-31,27.514745712280273
2020-06-18,27.61329460144043
2019-04-03,28.29327964782715
2018-08-22,28.253860473632812
2018-10-25,28.33269691467285
2019-01-29,27.968067169189453
2018-12-28,28.29327964782715
2018-11-26,28.224294662475586
2019-08-09,28.135601043701172
2019-07-08,27.770973205566406
2019-06-06,27.88922882080078
2019-09-10,26.460275650024414
2020-01-15,26.539113998413086
2020-04-03,26.036516189575195
2019-10-31,26.213905334472656
2020-04-06,26.775630950927734
2020-06-24,26.913599014282227
2018-11-09,27.4359073638916
2019-07-23,27.110694885253906
2019-06-21,26.962873458862305
2019-05-20,27.31764793395996
2019-04-18,27.514745712280273
2018-09-06,27.445762634277344
2018-10-08,27.04171371459961
2019-02-13,26.962873458862305
2018-12-11,26.60810089111328
2019-09-25,26.410999298095703
2020-01-21,26.24346923828125
2020-04-09,26.450422286987305
2019-11-06,26.50954818725586
2020-01-24,26.677082061767578
2020-01-27,26.765777587890625
2020-04-15,26.440567016601562
2018-12-26,25.93796730041504
2019-08-07,25.67188835144043
2019-06-04,25.800003051757812
2018-09-21,25.75072479248047
2018-07-19,25.73101806640625
2018-08-20,25.435373306274414
2018-10-23,24.883501052856445
2019-05-03,25.248130798339844
2019-04-01,24.90321159362793
2019-02-28,22.91253089904785
2019-11-12,23.582660675048828
2020-01-30,23.30672264099121
2019-11-15,23.55309295654297
2020-04-21,22.577463150024414
2019-04-16,22.47891616821289
2019-03-15,22.48876953125
2019-02-11,22.823835372924805
2019-01-10,22.46906280517578
2019-08-22,22.153703689575195
2018-11-07,22.51833724975586
2018-08-03,22.01573944091797
2018-09-04,21.306188583374023
2019-06-19,21.286479949951172
2019-09-23,21.010543823242188
2019-11-18,21.08938217163086
2020-02-05,20.961267471313477
2020-04-24,21.15836524963379
2019-03-29,21.710237503051758
2019-11-21,22.390222549438477
2020-04-27,21.975404739379883
2020-02-11,22.18281364440918
2020-04-30,21.87664031982422
2019-05-01,21.975404739379883
2019-02-26,22.113679885864258
2019-01-25,22.380346298217773
2018-12-24,22.55812644958496
2019-09-06,22.08405113220215
2018-07-17,22.99269676208496
2018-09-19,23.7630672454834
2019-08-05,23.18035125732422
2019-10-08,23.338375091552734
2019-12-11,23.130966186523438
2019-11-27,23.140844345092773
2020-02-14,23.861835479736328
2020-05-06,23.84208106994629
2019-01-08,24.0889949798584
2018-12-07,24.721097946166992
2019-08-20,24.95813751220703
2018-11-05,24.34578514099121
2019-07-19,24.454431533813477
2018-10-04,24.493934631347656
2019-06-17,23.753190994262695
2019-05-16,23.042078018188477
2018-08-01,22.795162200927734
2019-03-13,22.212446212768555
2019-12-03,22.716150283813477
2020-02-20,23.081586837768555
2019-12-06,23.41738510131836
2020-05-12,23.565536499023438
2019-12-09,23.535907745361328
2020-02-26,23.92109489440918
2020-05-15,23.950721740722656
2019-03-28,24.48406219482422
2018-09-17,24.5235652923584
2018-08-16,23.950721740722656
2018-10-19,24.00998306274414
2019-04-29,23.54578399658203
2019-01-23,24.938383102416992
2019-09-04,24.879121780395508
2018-11-20,24.77048110961914
2019-07-02,24.0889949798584
2019-05-31,23.308746337890625
2019-12-12,21.748245239257812
2020-05-18,22.439605712890625
2019-09-27,22.785287857055664
2020-03-03,22.321086883544922
2020-05-21,20.503795623779297
2019-05-14,20.355648040771484
2018-08-31,19.39761734008789
2018-07-30,19.051937103271484
2018-10-02,19.496383666992188
2019-04-12,19.733421325683594
2019-03-11,19.130950927734375
2019-02-07,18.83465003967285
2019-07-17,18.83465003967285
2019-09-19,17.787734985351562
2019-10-21,17.73834800720215
2019-12-18,17.442052841186523
2020-03-06,17.639585494995117
2019-10-03,18.14328956604004
2020-03-09,18.163043975830078
2020-05-27,17.698843002319336
2019-12-24,17.986066818237305
2020-03-12,19.194379806518555
2018-12-20,19.35284996032715
2019-08-01,19.986717224121094
2018-08-14,21.17522621154785
2018-07-13,21.779382705688477
2018-10-17,21.769479751586914
2019-05-29,22.433061599731445
2019-03-26,22.749996185302734
2019-02-22,21.601106643676758
2019-10-04,21.363405227661133
2019-11-05,20.788959503173828
2019-12-27,20.49183464050293
2020-06-02,20.689918518066406
2019-12-30,19.857961654663086
2020-03-18,20.353174209594727
2020-06-05,19.758922576904297
2019-07-15,20.065954208374023
2018-12-03,20.303653717041016
2019-06-13,20.016429901123047
2019-01-04,19.87777328491211
2018-08-29,19.54102897644043
2019-02-05,19.20428466796875
2018-11-01,19.016103744506836
2019-08-16,18.372329711914062
2019-04-10,18.63974380493164
2019-09-17,19.15476417541504
2019-10-15,20.52154541015625
2020-01-02,19.867868423461914
2020-06-08,19.97681427001953
2019-10-18,19.867868423461914
2020-03-24,19.45189094543457
2020-06-11,19.362754821777344
2020-01-08,19.283517837524414
2019-04-25,19.49151039123535
2019-07-30,19.97681427001953
2019-02-20,19.72920799255371
2018-07-11,20.343271255493164
2018-09-13,20.382888793945312
2018-10-15,20.412601470947266
2019-06-28,19.986717224121094
2018-12-18,19.689590454101562
2018-11-16,20.462121963500977
2019-10-02,21.135608673095703
2020-03-27,21.44264030456543
2020-01-10,20.481929779052734
2019-10-24,20.54135513305664
2020-03-30,20.61068344116211
2020-06-17,20.729536056518555
2020-01-14,20.729536056518555
2020-04-02,19.49151039123535
2019-01-02,20.095666885375977
2019-08-14,19.560836791992188
2018-10-30,18.76850128173828
2019-06-11,18.629838943481445
2019-05-10,17.95635223388672
2019-04-08,17.847408294677734
2018-08-27,17.986066818237305
2018-07-26,18.461469650268555
2018-09-28,18.57041358947754
2019-03-07,18.818021774291992
2019-10-30,18.867542266845703
2020-01-17,18.808116912841797
2020-06-23,18.253480911254883
2020-04-08,18.24355125427246
2020-06-26,18.42230796813965
2019-03-22,18.94866180419922
2019-01-17,18.61100196838379
2019-08-29,18.12437629699707
2018-11-14,18.094581604003906
2019-06-26,18.829486846923828
2018-09-11,18.501758575439453
2018-07-09,19.345909118652344
2018-08-10,20.011295318603516
2019-04-23,20.71640968322754
2019-09-30,20.45819854736328
2020-01-23,21.560558319091797
2019-11-08,21.391727447509766
2020-04-14,21.302349090576172
2019-11-11,21.510902404785156
2020-01-29,21.073930740356445
2020-04-17,20.885238647460938
2018-07-24,21.491039276123047
2018-09-26,21.282485961914062
2019-05-08,20.617097854614258
2019-03-05,20.617097854614258
2019-02-01,20.7759952545166
2018-12-31,20.964689254760742
2018-11-29,20.954757690429688
2019-08-12,20.47806167602539
2019-07-11,20.905101776123047
2019-09-13,21.193103790283203
2019-11-14,21.37186622619629
2020-04-20,21.868425369262695
2020-02-04,21.719457626342773
2020-04-23,21.004411697387695
2018-12-14,19.892122268676758
2019-08-27,19.812673568725586
