Dates,MOS
2018-06-20,27.65999984741211
2018-06-21,27.790000915527344
2018-06-25,28.59000015258789
2018-06-22,28.040000915527344
2018-06-26,27.90999984741211
2018-06-27,27.90999984741211
2018-06-28,27.809999465942383
2018-06-29,28.030000686645508
2018-07-02,27.649999618530273
2018-07-03,27.520000457763672
2018-07-05,27.549999237060547
2018-07-16,27.5
2018-09-18,28.280000686645508
2019-01-24,28.350000381469727
2019-09-05,27.729999542236328
2018-11-21,27.719999313354492
2020-01-13,28.100000381469727
2020-04-01,27.829999923706055
2020-06-19,27.989999771118164
2019-10-29,28.34000015258789
2020-01-16,28.049999237060547
2020-06-22,28.0
2018-10-03,28.260000228881836
2018-07-31,28.8799991607666
2019-03-12,28.600000381469727
2019-02-08,29.190000534057617
2019-01-07,29.56999969482422
2018-12-06,29.670000076293945
2019-08-19,29.760000228881836
2019-07-18,29.43000030517578
2019-05-15,29.540000915527344
2019-09-20,30.06999969482422
2019-11-01,29.8700008392334
2020-04-07,30.540000915527344
2020-06-25,31.1299991607666
2020-06-16,31.469999313354492
2019-11-04,31.459999084472656
2020-01-22,30.079999923706055
2019-11-07,30.43000030517578
2020-04-13,29.6299991607666
2019-07-01,29.59000015258789
2019-05-30,29.469999313354492
2018-08-15,29.65999984741211
2018-10-18,29.469999313354492
2019-03-27,29.239999771118164
2019-01-22,28.850000381469727
2018-12-21,29.469999313354492
2019-09-03,29.950000762939453
2018-11-19,30.6200008392334
2019-08-02,30.770000457763672
2020-01-28,31.25
2020-04-16,31.09000015258789
2019-11-13,30.65999984741211
2020-01-31,30.049999237060547
2018-12-04,29.989999771118164
2018-11-02,29.670000076293945
2019-07-16,30.020000457763672
2018-08-30,29.950000762939453
2018-10-01,30.920000076293945
2019-06-14,30.579999923706055
2019-05-13,30.520000457763672
2019-04-11,31.899999618530273
2019-02-06,31.360000610351562
2019-09-18,31.530000686645508
2020-02-03,31.959999084472656
2020-04-22,32.29999923706055
2019-11-19,31.940000534057617
2020-02-06,32.0
2019-11-22,32.380001068115234
2019-03-25,32.150001525878906
2019-02-21,32.06999969482422
2018-12-19,32.38999938964844
2018-07-12,32.91999816894531
2018-09-14,32.84000015258789
2018-08-13,33.54999923706055
2018-10-16,32.77000045776367
2019-07-31,32.91999816894531
2019-05-28,33.060001373291016
2019-04-26,32.2400016784668
2020-04-28,32.2400016784668
2019-11-25,32.68000030517578
2020-02-12,32.400001525878906
2020-05-01,32.650001525878906
2020-05-04,32.25
2019-06-12,32.65999984741211
2019-04-09,32.869998931884766
2019-03-08,32.599998474121094
2019-02-04,30.790000915527344
2018-07-27,29.40999984741211
2018-08-28,29.6299991607666
2019-01-03,29.040000915527344
2019-08-15,29.459999084472656
2018-10-31,29.299999237060547
2019-09-16,30.889999389648438
2020-02-18,31.049999237060547
2020-05-07,31.59000015258789
2018-08-17,31.780000686645508
2019-12-04,33.060001373291016
2020-02-21,35.2599983215332
2018-12-17,36.130001068115234
2019-08-30,36.279998779296875
2018-11-15,36.029998779296875
2019-07-29,35.720001220703125
2019-06-27,35.11000061035156
2019-04-24,35.02000045776367
2018-07-10,35.86000061035156
2018-09-12,34.849998474121094
2019-02-19,34.130001068115234
2019-01-18,34.91999816894531
2020-02-24,34.59000015258789
2020-05-13,35.20000076293945
2019-12-10,34.90999984741211
2020-02-27,34.470001220703125
2019-12-13,35.25
2020-05-19,35.58000183105469
2019-03-06,36.400001525878906
2018-11-30,35.189998626708984
2019-08-13,33.0099983215332
2019-07-12,33.38999938964844
2019-06-10,32.70000076293945
2019-05-09,32.91999816894531
2018-07-25,30.860000610351562
2018-09-27,30.639999389648438
2018-10-29,30.549999237060547
2019-10-16,29.8799991607666
2019-12-16,30.100000381469727
2020-03-04,29.469999313354492
2020-05-22,28.209999084472656
2019-10-01,28.31999969482422
2019-12-19,27.639999389648438
2018-09-10,27.520000457763672
2019-05-24,28.510000228881836
2018-08-09,28.75
2019-04-22,28.84000015258789
2019-03-21,28.59000015258789
2019-01-16,28.389999389648438
2019-08-28,29.06999969482422
2018-11-13,30.06999969482422
2018-10-12,30.809999465942383
2019-06-25,31.09000015258789
2020-03-10,30.700000762939453
2020-05-28,30.75
2019-10-07,30.860000610351562
2020-03-13,30.920000076293945
2019-10-10,31.100000381469727
2020-03-16,31.360000610351562
2020-06-03,31.809999465942383
2018-11-28,30.829999923706055
2018-09-25,30.540000915527344
2018-07-23,30.920000076293945
2018-08-24,31.56999969482422
2019-07-10,30.899999618530273
2019-05-07,31.530000686645508
2019-04-05,31.31999969482422
2019-03-04,31.229999542236328
2019-01-31,32.13999938964844
2019-09-12,31.760000228881836
2019-12-31,31.770000457763672
2020-03-19,31.8700008392334
2020-01-03,31.010000228881836
2020-06-09,30.649999618530273
2019-02-15,30.329999923706055
2019-01-14,31.15999984741211
2018-07-06,32.0
2018-08-07,31.719999313354492
2018-10-10,31.719999313354492
2018-12-13,31.25
2019-08-26,32.29999923706055
2019-07-25,33.0
2019-05-22,32.13999938964844
2019-03-19,32.5
2020-01-06,31.020000457763672
2020-03-25,31.25
2020-06-12,30.959999084472656
2019-10-22,30.790000915527344
2020-01-09,30.270000457763672
2020-06-15,29.81999969482422
2019-10-25,29.15999984741211
2020-03-31,27.809999465942383
2020-06-18,27.540000915527344
2019-04-03,28.09000015258789
2018-08-22,28.639999389648438
2018-10-25,28.65999984741211
2019-01-29,28.209999084472656
2018-12-28,28.31999969482422
2018-11-26,28.520000457763672
2019-08-09,28.469999313354492
2019-07-08,27.979999542236328
2019-06-06,28.079999923706055
2019-09-10,26.809999465942383
2020-01-15,26.6299991607666
2020-04-03,25.950000762939453
2019-10-31,26.520000457763672
2020-04-06,26.90999984741211
2020-06-24,27.110000610351562
2018-11-09,27.329999923706055
2019-07-23,27.399999618530273
2019-06-21,27.25
2019-05-20,27.1299991607666
2019-04-18,27.59000015258789
2018-09-06,27.559999465942383
2018-10-08,27.360000610351562
2019-02-13,27.219999313354492
2018-12-11,26.860000610351562
2019-09-25,26.420000076293945
2020-01-21,26.610000610351562
2020-04-09,26.670000076293945
2019-11-06,26.809999465942383
2020-01-24,26.579999923706055
2020-01-27,26.8700008392334
2020-04-15,26.209999084472656
2018-12-26,26.18000030517578
2019-08-07,26.030000686645508
2019-06-04,25.8700008392334
2018-09-21,25.90999984741211
2018-07-19,25.899999618530273
2018-08-20,25.809999465942383
2018-10-23,24.8700008392334
2019-05-03,25.200000762939453
2019-04-01,24.770000457763672
2019-02-28,22.84000015258789
2019-11-12,23.809999465942383
2020-01-30,23.079999923706055
2019-11-15,23.420000076293945
2020-04-21,22.700000762939453
2019-04-16,22.65999984741211
2019-03-15,22.549999237060547
2019-02-11,22.739999771118164
2019-01-10,22.780000686645508
2019-08-22,22.450000762939453
2018-11-07,22.549999237060547
2018-08-03,22.329999923706055
2018-09-04,21.510000228881836
2019-06-19,21.450000762939453
2019-09-23,21.290000915527344
2019-11-18,20.809999465942383
2020-02-05,21.1299991607666
2020-04-24,20.829999923706055
2019-03-29,21.450000762939453
2019-11-21,22.239999771118164
2020-04-27,21.84000015258789
2020-02-11,21.989999771118164
2020-04-30,21.850000381469727
2019-05-01,22.010000228881836
2019-02-26,22.270000457763672
2019-01-25,22.15999984741211
2018-12-24,22.600000381469727
2019-09-06,22.360000610351562
2018-07-17,22.709999084472656
2018-09-19,23.350000381469727
2019-08-05,23.40999984741211
2019-10-08,23.350000381469727
2019-12-11,23.399999618530273
2019-11-27,23.229999542236328
2020-02-14,23.549999237060547
2020-05-06,23.809999465942383
2019-01-08,24.18000030517578
2018-12-07,24.5
2019-08-20,25.049999237060547
2018-11-05,24.510000228881836
2019-07-19,24.3799991607666
2018-10-04,24.420000076293945
2019-06-17,24.0
2019-05-16,23.079999923706055
2018-08-01,23.0
2019-03-13,22.389999389648438
2019-12-03,22.510000228881836
2020-02-20,22.829999923706055
2019-12-06,23.219999313354492
2020-05-12,23.350000381469727
2019-12-09,23.420000076293945
2020-02-26,23.790000915527344
2020-05-15,24.030000686645508
2019-03-28,24.389999389648438
2018-09-17,24.360000610351562
2018-08-16,24.170000076293945
2018-10-19,24.030000686645508
2019-04-29,23.829999923706055
2019-01-23,23.479999542236328
2019-09-04,24.889999389648438
2018-11-20,24.770000457763672
2019-07-02,24.149999618530273
2019-05-31,23.170000076293945
2019-12-12,20.049999237060547
2020-05-18,21.719999313354492
2019-09-27,22.40999984741211
2020-03-03,22.260000228881836
2020-05-21,20.75
2019-05-14,20.329999923706055
2018-08-31,19.579999923706055
2018-07-30,19.190000534057617
2018-10-02,19.1200008392334
2019-04-12,19.809999465942383
2019-03-11,19.290000915527344
2019-02-07,19.049999237060547
2019-07-17,18.989999771118164
2019-09-19,17.950000762939453
2019-10-21,17.770000457763672
2019-12-18,17.649999618530273
2020-03-06,17.360000610351562
2019-10-03,18.139999389648438
2020-03-09,18.25
2020-05-27,17.719999313354492
2019-12-24,17.899999618530273
2020-03-12,18.450000762939453
2018-12-20,19.170000076293945
2019-08-01,19.520000457763672
2018-08-14,20.399999618530273
2018-07-13,20.6200008392334
2018-10-17,21.520000457763672
2019-05-29,21.889999389648438
2019-03-26,22.530000686645508
2019-02-22,21.780000686645508
2019-10-04,21.31999969482422
2019-11-05,20.920000076293945
2019-12-27,20.610000610351562
2020-06-02,20.25
2019-12-30,19.920000076293945
2020-03-18,20.030000686645508
2020-06-05,19.790000915527344
2019-07-15,19.90999984741211
2018-12-03,19.950000762939453
2019-06-13,20.209999084472656
2019-01-04,19.600000381469727
2018-08-29,19.270000457763672
2019-02-05,19.170000076293945
2018-11-01,19.079999923706055
2019-08-16,18.540000915527344
2019-04-10,18.65999984741211
2019-09-17,19.010000228881836
2019-10-15,19.649999618530273
2020-01-02,20.040000915527344
2020-06-08,19.700000762939453
2019-10-18,19.979999542236328
2020-03-24,19.6299991607666
2020-06-11,19.479999542236328
2020-01-08,19.450000762939453
2019-04-25,19.010000228881836
2019-07-30,19.31999969482422
2019-02-20,19.520000457763672
2018-07-11,19.809999465942383
2018-09-13,20.469999313354492
2018-10-15,20.219999313354492
2019-06-28,19.959999084472656
2018-12-18,19.559999465942383
2018-11-16,20.020000457763672
2019-10-02,20.850000381469727
2020-03-27,21.229999542236328
2020-01-10,20.639999389648438
2019-10-24,20.729999542236328
2020-03-30,20.270000457763672
2020-06-17,20.270000457763672
2020-01-14,20.860000610351562
2020-04-02,19.610000610351562
2019-01-02,19.280000686645508
2019-08-14,19.739999771118164
2018-10-30,18.84000015258789
2019-06-11,18.510000228881836
2019-05-10,18.110000610351562
2019-04-08,17.950000762939453
2018-08-27,18.079999923706055
2018-07-26,18.170000076293945
2018-09-28,18.31999969482422
2019-03-07,18.610000610351562
2019-10-30,18.84000015258789
2020-01-17,18.989999771118164
2020-06-23,18.389999389648438
2020-04-08,18.3700008392334
2020-06-26,18.450000762939453
2019-03-22,18.68000030517578
2019-01-17,18.700000762939453
2019-08-29,18.229999542236328
2018-11-14,18.149999618530273
2019-06-26,17.65999984741211
2018-09-11,18.59000015258789
2018-07-09,18.899999618530273
2018-08-10,19.43000030517578
2019-04-23,20.09000015258789
2019-09-30,20.3799991607666
2020-01-23,20.610000610351562
2019-11-08,20.969999313354492
2020-04-14,21.350000381469727
2019-11-11,21.399999618530273
2020-01-29,21.15999984741211
2020-04-17,20.969999313354492
2018-07-24,21.0
2018-09-26,21.260000228881836
2019-05-08,20.739999771118164
2019-03-05,20.360000610351562
2019-02-01,20.59000015258789
2018-12-31,20.799999237060547
2018-11-29,20.75
2019-08-12,20.489999771118164
2019-07-11,20.399999618530273
2019-09-13,21.030000686645508
2019-11-14,21.059999465942383
2020-04-20,21.489999771118164
2020-02-04,21.540000915527344
2020-04-23,21.139999389648438
2018-12-14,19.950000762939453
2019-08-27,19.209999084472656
2018-08-08,19.020000457763672
2018-10-11,18.239999771118164
2018-11-12,18.719999313354492
2019-07-26,19.100000381469727
2019-06-24,18.950000762939453
2019-05-23,19.75
2019-03-20,19.540000915527344
2019-01-15,20.18000030517578
2019-11-20,20.90999984741211
2020-02-07,20.860000610351562
2020-02-10,19.8799991607666
2020-04-29,19.760000228881836
2019-11-26,19.799999237060547
2020-02-13,20.260000228881836
