Dates,MOS
2018-06-20,28.3700008392334
2018-06-21,27.850000381469727
2018-06-25,28.59000015258789
2018-06-22,28.559999465942383
2018-06-26,28.1299991607666
2018-06-27,28.520000457763672
2018-06-28,28.149999618530273
2018-06-29,28.549999237060547
2018-07-02,27.780000686645508
2018-07-03,27.950000762939453
2018-07-05,27.81999969482422
2018-07-16,27.68000030517578
2018-09-18,28.290000915527344
2019-01-24,28.350000381469727
2019-09-05,28.709999084472656
2018-11-21,28.260000228881836
2020-01-13,28.15999984741211
2020-04-01,28.139999389648438
2020-06-19,28.0
2019-10-29,28.690000534057617
2020-01-16,28.25
2020-06-22,28.0
2018-10-03,28.360000610351562
2018-07-31,29.450000762939453
2019-03-12,29.049999237060547
2019-02-08,29.329999923706055
2019-01-07,29.889999389648438
2018-12-06,29.8700008392334
2019-08-19,29.889999389648438
2019-07-18,29.860000610351562
2019-05-15,29.809999465942383
2019-09-20,30.09000015258789
2019-11-01,30.299999237060547
2020-04-07,30.75
2020-06-25,31.959999084472656
2020-06-16,31.469999313354492
2019-11-04,31.850000381469727
2020-01-22,31.420000076293945
2019-11-07,30.5
2020-04-13,30.260000228881836
2019-07-01,30.0
2019-05-30,29.59000015258789
2018-08-15,29.920000076293945
2018-10-18,29.799999237060547
2019-03-27,29.59000015258789
2019-01-22,29.3799991607666
2018-12-21,29.649999618530273
2019-09-03,30.200000762939453
2018-11-19,30.790000915527344
2019-08-02,30.860000610351562
2020-01-28,31.420000076293945
2020-04-16,31.350000381469727
2019-11-13,31.170000076293945
2020-01-31,30.65999984741211
2018-12-04,30.540000915527344
2018-11-02,30.020000457763672
2019-07-16,30.079999923706055
2018-08-30,30.09000015258789
2018-10-01,30.979999542236328
2019-06-14,31.239999771118164
2019-05-13,30.579999923706055
2019-04-11,32.099998474121094
2019-02-06,32.20000076293945
2019-09-18,31.690000534057617
2020-02-03,32.0
2020-04-22,32.529998779296875
2019-11-19,32.349998474121094
2020-02-06,32.0
2019-11-22,32.650001525878906
2019-03-25,32.540000915527344
2019-02-21,32.290000915527344
2018-12-19,32.650001525878906
2018-07-12,33.0
2018-09-14,33.08000183105469
2018-08-13,33.63999938964844
2018-10-16,33.70000076293945
2019-07-31,33.11000061035156
2019-05-28,33.529998779296875
2019-04-26,33.41999816894531
2020-04-28,32.5099983215332
2019-11-25,33.2599983215332
2020-02-12,32.83000183105469
2020-05-01,33.130001068115234
2020-05-04,33.040000915527344
2019-06-12,32.849998474121094
2019-04-09,32.869998931884766
2019-03-08,33.33000183105469
2019-02-04,32.06999969482422
2018-07-27,31.420000076293945
2018-08-28,29.760000228881836
2019-01-03,29.559999465942383
2019-08-15,30.280000686645508
2018-10-31,29.690000534057617
2019-09-16,31.149999618530273
2020-02-18,31.34000015258789
2020-05-07,32.369998931884766
2018-08-17,31.81999969482422
2019-12-04,33.75
2020-02-21,35.7599983215332
2018-12-17,36.5
2019-08-30,36.52000045776367
2018-11-15,36.63999938964844
2019-07-29,36.08000183105469
2019-06-27,36.369998931884766
2019-04-24,35.439998626708984
2018-07-10,35.939998626708984
2018-09-12,36.5
2019-02-19,34.29999923706055
2019-01-18,35.09000015258789
2020-02-24,34.959999084472656
2020-05-13,35.20000076293945
2019-12-10,35.5
2020-02-27,35.41999816894531
2019-12-13,35.25
2020-05-19,36.0
2019-03-06,36.88999938964844
2018-11-30,36.58000183105469
2019-08-13,34.560001373291016
2019-07-12,34.68000030517578
2019-06-10,33.41999816894531
2019-05-09,33.86000061035156
2018-07-25,32.06999969482422
2018-09-27,31.0
2018-10-29,30.600000381469727
2019-10-16,30.809999465942383
2019-12-16,30.350000381469727
2020-03-04,30.40999984741211
2020-05-22,29.6200008392334
2019-10-01,28.510000228881836
2019-12-19,28.0
2018-09-10,27.8700008392334
2019-05-24,28.8799991607666
2018-08-09,29.700000762939453
2019-04-22,28.989999771118164
2019-03-21,28.790000915527344
2019-01-16,29.030000686645508
2019-08-28,29.09000015258789
2018-11-13,30.420000076293945
2018-10-12,31.020000457763672
2019-06-25,31.59000015258789
2020-03-10,31.0
2020-05-28,31.3799991607666
2019-10-07,31.100000381469727
2020-03-13,31.350000381469727
2019-10-10,31.360000610351562
2020-03-16,31.3799991607666
2020-06-03,32.119998931884766
2018-11-28,31.90999984741211
2018-09-25,30.969999313354492
2018-07-23,31.100000381469727
2018-08-24,31.75
2019-07-10,31.450000762939453
2019-05-07,31.790000915527344
2019-04-05,31.979999542236328
2019-03-04,31.610000610351562
2019-01-31,32.33000183105469
2019-09-12,32.4900016784668
2019-12-31,31.969999313354492
2020-03-19,31.940000534057617
2020-01-03,32.08000183105469
2020-06-09,31.040000915527344
2019-02-15,31.309999465942383
2019-01-14,31.309999465942383
2018-07-06,32.0
2018-08-07,31.899999618530273
