Dates,MOS
2018-06-20,2936400.0
2018-06-21,4208400.0
2018-06-25,3951700.0
2018-06-22,3159400.0
2018-06-26,3466000.0
2018-06-27,4118600.0
2018-06-28,3557800.0
2018-06-29,3925000.0
2018-07-02,2892200.0
2018-07-03,2184900.0
2018-07-05,2649200.0
2018-07-16,1937800.0
2018-09-18,2109400.0
2019-01-24,3599500.0
2019-09-05,3933700.0
2018-11-21,2373900.0
2020-01-13,1746900.0
2020-04-01,2685600.0
2020-06-19,4002000.0
2019-10-29,2187100.0
2020-01-16,3525200.0
2020-06-22,2820000.0
2018-10-03,2026100.0
2018-07-31,7300000.0
2019-03-12,4125100.0
2019-02-08,4734800.0
2019-01-07,3713800.0
2018-12-06,2452500.0
2019-08-19,3553000.0
2019-07-18,5171400.0
2019-05-15,6013500.0
2019-09-20,5979300.0
2019-11-01,7106300.0
2020-04-07,10136400.0
2020-06-25,4468000.0
2020-06-16,3601600.0
2019-11-04,4070600.0
2020-01-22,4995300.0
2019-11-07,2691700.0
2020-04-13,4217700.0
2019-07-01,4072600.0
2019-05-30,3392500.0
2018-08-15,5598500.0
2018-10-18,3624400.0
2019-03-27,2904700.0
2019-01-22,3902900.0
2018-12-21,2378400.0
2019-09-03,5955400.0
2018-11-19,4161100.0
2019-08-02,5630800.0
2020-01-28,3621000.0
2020-04-16,3263300.0
2019-11-13,3172800.0
2020-01-31,2895800.0
2018-12-04,2563600.0
2018-11-02,3202400.0
2019-07-16,2244000.0
2018-08-30,4625400.0
2018-10-01,3344000.0
2019-06-14,1929800.0
2019-05-13,2082600.0
2019-04-11,7030200.0
2019-02-06,4460800.0
2019-09-18,3760500.0
2020-02-03,4168100.0
2020-04-22,5895700.0
2019-11-19,2206100.0
2020-02-06,3466700.0
2019-11-22,3668900.0
2019-03-25,2531500.0
2019-02-21,3317400.0
2018-12-19,2488400.0
2018-07-12,4106100.0
2018-09-14,5116600.0
2018-08-13,4084300.0
2018-10-16,4127400.0
2019-07-31,2992800.0
2019-05-28,3291600.0
2019-04-26,4605800.0
2020-04-28,5195100.0
2019-11-25,3175500.0
2020-02-12,2936600.0
2020-05-01,5391500.0
2020-05-04,3738200.0
2019-06-12,3248800.0
2019-04-09,3752600.0
2019-03-08,3110900.0
2019-02-04,4562200.0
2018-07-27,6630000.0
2018-08-28,4139100.0
2019-01-03,4814500.0
2019-08-15,4235000.0
2018-10-31,5368000.0
2019-09-16,4721100.0
2020-02-18,2934800.0
2020-05-07,2914400.0
2018-08-17,4291000.0
2019-12-04,11920900.0
2020-02-21,7256000.0
2018-12-17,7437500.0
2019-08-30,5791700.0
2018-11-15,4467400.0
2019-07-29,3703200.0
2019-06-27,5506800.0
2019-04-24,5524300.0
2018-07-10,4224300.0
2018-09-12,4814500.0
2019-02-19,4344600.0
2019-01-18,4071400.0
2020-02-24,1475100.0
2020-05-13,3037800.0
2019-12-10,2854500.0
2020-02-27,3352000.0
2019-12-13,3839400.0
2020-05-19,4812200.0
2019-03-06,3754400.0
